指標名,観光地,,,,,,,,,,
出典,Tripadvisor,,,,,,,,,,
年次,2023/1/16 取得,,,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件、2022年度：1922件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁目,エリア,住所,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL
品川区,上大崎一丁目,-,東京都品川区上大崎1-10-37,東京都品川区上大崎1-10-37,35.634548,139.724854,最上寺,神社/寺院/教会など,3.5,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10157299-Reviews-Saijo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川二丁目,-,東京都品川区北品川2-32-3,東京都品川区北品川2-32-3,35.616768,139.742783,稼穡稲荷社,神社/寺院/教会など,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10295692-Reviews-Kashoku_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川一丁目,-,東京都品川区東品川１丁目７?１７ハイフォレスト東品川,東京都品川区東品川1丁目7-17ハイフォレスト東品川,35.621109,139.742432,鯨塚,旧跡,3,24,https://www.tripadvisor.jp/Attraction_Review-g1066854-d4048256-Reviews-Kujirazuka-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川二丁目,-,東京都品川区北品川2-20-25,東京都品川区北品川2-20-25,35.617474,139.741852,本照寺,神社/寺院/教会など,3.5,6,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074707-Reviews-Honsho_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原七丁目,-,東京都品川区荏原7-5-14,東京都品川区荏原7-5-14,35.611889,139.699432,小山八幡神社,神社/寺院/教会など,3,10,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10060014-Reviews-Koyama_Hachiman_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川二丁目,-,東京都品川区北品川２丁目９?２４伊勢屋,東京都品川区北品川2丁目9-24伊勢屋,35.618443,139.742752,正徳寺,神社/寺院/教会など,3,14,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10292333-Reviews-Shotokuji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川二丁目,-,東京都品川区東品川2-2-24,東京都品川区東品川2-2-24,35.622688,139.748795,天王洲セントラルタワー・キャナルガーデン・アイルコート,公園 ? 庭園 ? 眺めのよい散策エリア,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16656521-Reviews-Tennozu_Central_Tower_Canal_Garden_Isle_Court-Shinagawa_Tokyo_Tokyo_Prefecture_.html
品川区,旗の台三丁目,-,東京都品川区旗の台3-6-18,東京都品川区旗の台3-6-18,35.604275,139.70816,法蓮寺,神社/寺院/教会など,3,14,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10060050-Reviews-Horen_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,二葉一丁目,-,東京都品川区二葉1丁目3-24,東京都品川区二葉1丁目3-24,35.606632,139.726196,下神明天祖神社,神社/寺院/教会など,4,6,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17337670-Reviews-Shimoshimmei_Tenso_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川四丁目,-,東京都品川区北品川4-11-8,東京都品川区北品川4-11-8,35.617092,139.735733,東海寺大山墓地,墓地,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15758034-Reviews-Tokai_ji_Temple_Oyama_Cemetery-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原一丁目,-,東京都品川区荏原1-16-4,東京都品川区荏原1-16-4,35.619389,139.716507,荏原金刀比羅神社,神社/寺院/教会など,4,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17309615-Reviews-Ebara_Kotohira_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東中延二丁目,-,東京都品川区中延2-7-19,東京都品川区中延2-7-19,35.607639,139.712265,中延商店街,名所・有名スポット,4,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d19990402-Reviews-Nakanobu_Shopping_Street-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎二丁目,-,東京都品川区上大崎2-13-36,東京都品川区上大崎2-13-36,35.634304,139.717377,高福院,神社/寺院/教会など,3,15,https://www.tripadvisor.jp/Attraction_Review-g1066854-d7139358-Reviews-Kofuku_in-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川一丁目,-,東京都品川区北品川,東京都品川区北品川,35.622013,139.74147,北品川橋,橋,3,11,https://www.tripadvisor.jp/Attraction_Review-g1066854-d11868755-Reviews-Kitashinagawa_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原七丁目,-,東京都品川区荏原7-6-9,東京都品川区荏原7-6-9,35.611763,139.700348,摩耶寺,旧跡 ? 神社/寺院/教会など,3,10,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10060045-Reviews-Mayaji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-10-32,東京都品川区上大崎1-10-32,35.634155,139.724625,本願寺,神社/寺院/教会など,3,9,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10161261-Reviews-Hongan_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東八潮,-,東京都品川区東八潮,東京都品川区東八潮,35.625149,139.767929,夕陽の塔,名所・有名スポット,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d12884951-Reviews-Yuhi_Tower-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,二葉一丁目,-,東京都品川区二葉1-14-16,東京都品川区二葉1-14-16,35.605541,139.7267,不動院 東光寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10060134-Reviews-Toko_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-10-30,東京都品川区上大崎1-10-30,35.63382,139.724564,常光寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10034651-Reviews-Joko_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川二丁目,-,東京都品川区東品川2-1,東京都品川区東品川2-1,35.62241,139.748001,ボンドストリート,名所・有名スポット,4,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13143637-Reviews-Bond_Street-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川４丁目２?８,東京都品川区南品川4丁目2-8,35.615101,139.740555,本光寺,神社/寺院/教会など,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10292122-Reviews-Honkoji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原一丁目,-,東京都品川区荏原2-9-18,東京都品川区荏原2-9-18,35.619766,139.716049,旧中原街道供養塔群,旧跡 ? 名所・有名スポット,3,7,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13198962-Reviews-Old_Nakahara_Kaido_Memorial_Tower-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-9-24,東京都品川区上大崎1-9-24,35.63406,139.723495,隆崇院,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10034661-Reviews-Ryuso_in-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,西五反田四丁目,-,東京都品川区西五反田4-12-1,東京都品川区西五反田4-12-1,35.626354,139.710007,安養院,名所・有名スポット ? 神社/寺院/教会など,3.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13188672-Reviews-Anyo_in_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川五丁目,-,東京都品川区北品川４丁目１０?５,東京都品川区北品川4丁目10-5,35.618214,139.734772,御殿山の坂,名所・有名スポット,3,10,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10117307-Reviews-Gotenyama_no_Saka-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川二丁目,-,東京都品川区東品川2,東京都品川区東品川2,35.618221,139.749405,アイル橋,橋,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16850096-Reviews-Ile_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東五反田一丁目,-,東京都品川区東五反田3-6-20,東京都品川区東五反田3-6-20,35.62656,139.725861,袖ヶ崎神社,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d14802668-Reviews-Sodegasaki_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,大井一丁目,-,東京都品川区大井1,東京都品川区大井1,35.60593,139.734238,大井町駅前シナモロールオブジェ,名所・有名スポット ? 記念碑＆像,4,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16640465-Reviews-Oimachi_Ekimae_Cinnamoroll_Obuje-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川四丁目,-,東京都品川区北品川4-11-5,東京都品川区北品川4-11-5,35.616333,139.736374,官営品川硝子製造所跡,旧跡,3,9,https://www.tripadvisor.jp/Attraction_Review-g1066854-d12151923-Reviews-Kanei_Shinagawa_Glass_Seizojo_Remains-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南大井一丁目,-,東京都品川区南大井2-27,東京都品川区南大井2-27,35.597248,139.739609,浜川橋,名所・有名スポット ? 橋,4,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16855421-Reviews-Hamakawa_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-5-15,東京都品川区上大崎1-5-15,35.634361,139.722824,清岸寺,神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10161354-Reviews-Seigan_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東大井二丁目,-,東京都品川区東大井2?27?7,東京都品川区東大井2-27-7,35.597294,139.739639,濱川橋,橋,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d14199634-Reviews-Hamakawa_Bashi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川六丁目,-,東京都品川区南品川6-7,東京都品川区南品川6-7,35.610878,139.738678,レモン哀歌の碑,名所・有名スポット ? 記念碑＆像,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16695467-Reviews-Lemon_Lamentation_Monument-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東大井四丁目,-,東京都品川区東大井４丁目５?２泊船寺,東京都品川区東大井4丁目5-2泊船寺,35.606487,139.742447,泊船寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10292138-Reviews-Hakusenji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,戸越二丁目,-,東京都品川区戸越2-9,東京都品川区戸越2-9,35.61272,139.720642,笠森稲荷神社,神社/寺院/教会など,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17653438-Reviews-Kasamoriinari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,西五反田六丁目,-,東京都品川区西五反田6-22-3,東京都品川区西五反田6-22-3,35.620182,139.716599,子別れ地蔵,名所・有名スポット ? 記念碑＆像,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13205174-Reviews-Kowakare_Jizo-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-9-11,東京都品川区上大崎1-9-11,35.634136,139.723938,戒法寺,神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10157306-Reviews-Kaiho_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川三丁目,-,東京都品川区南品川,東京都品川区南品川,35.611172,139.746292,ジュネーブ平和通り,名所・有名スポット,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15816646-Reviews-Geneva_Heiwa_St-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,西品川三丁目,-,東京都品川区西品川3-16-31,東京都品川区西品川3-16-31,35.6152,139.726196,貴船神社,神社/寺院/教会など,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17308633-Reviews-Kifune_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-5-10,東京都品川区上大崎1-5-10,35.635002,139.723114,光取寺,神社/寺院/教会など,3,7,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10161355-Reviews-Koshu_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-5-24,東京都品川区上大崎1-5-24,35.633511,139.723984,宝蔵寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10172862-Reviews-Hozo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川三丁目,-,東京都品川区北品川3-7-15品川神社,東京都品川区北品川3-7-15品川神社,35.61845,139.739609,浅間神社,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074699-Reviews-Asama_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-1-12,東京都品川区南品川2-1-12,35.613972,139.741714,願行寺,神社/寺院/教会など,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15080536-Reviews-Gangyo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-7-25,東京都品川区南品川2-7-25,35.611465,139.743698,城南ペット霊園,名所・有名スポット ? 墓地,3,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15816650-Reviews-Jonan_Pet_Cemetery-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川二丁目,-,東京都品川区東品川2-2-35BusRotaryinfrontofTheEntranceofToyokoInnTokyoShinagawaKonan-guchiTennozuIsle,東京都品川区東品川2-2-35BusRotaryinfrontofTheEntranceofToyokoInnTokyoShinagawaKonan-guchiTennozuIsle,35.622051,139.748459,Work 2012,記念碑＆像,3,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16859082-Reviews-Work_2012-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東大井二丁目,-,東京都品川区東大井2-15-10,東京都品川区東大井2-15-10,35.600498,139.740631,嶺雲寺,神社/寺院/教会など,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17376582-Reviews-Reiun_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川4-2-17,東京都品川区南品川4-2-17,35.614548,139.739792,天龍寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074474-Reviews-Tenryu_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川4-4-2,東京都品川区南品川4-4-2,35.61412,139.740753,海蔵寺,神社/寺院/教会など,3.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074786-Reviews-Kaizo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原六丁目,-,東京都品川区荏原6-2-13,東京都品川区荏原6-2-13,35.612694,139.702835,葛原神社,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d11821961-Reviews-Kuzuhara_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,小山二丁目,-,東京都品川区小山2-15,東京都品川区小山2-15,35.620277,139.709915,京極稲荷神社,神社/寺院/教会など,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17309886-Reviews-Kyogoku_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎二丁目,-,東京都品川区上大崎2,東京都品川区上大崎2,35.640621,139.717422,吉田翁碑,記念碑＆像,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13993643-Reviews-Yoshida_Okina_Monument-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川四丁目,-,東京都品川区東品川5-9,東京都品川区東品川5-9,35.621895,139.752518,品川ふ頭橋,橋,3,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16882202-Reviews-Shinagawa_Futo_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東大井一丁目,-,東京都品川区東大井1-2-9,東京都品川区東大井1-2-9,35.605736,139.742996,青雲稲荷神社,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d12829709-Reviews-Seiun_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,上大崎一丁目,-,東京都品川区上大崎1-5-13,東京都品川区上大崎1-5-13,35.634655,139.723022,月窓院,神社/寺院/教会など,2.5,6,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10269231-Reviews-Gesso_in-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川４丁目２?８,東京都品川区南品川4丁目2-8,35.615101,139.740555,清光寺,神社/寺院/教会など,3,8,https://www.tripadvisor.jp/Attraction_Review-g1066854-d10292123-Reviews-Seikoji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川4-2-16,東京都品川区南品川4-2-16,35.615032,139.739944,大龍寺,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074481-Reviews-Dairyu_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川四丁目,-,東京都品川区南品川4-2-35,東京都品川区南品川4-2-35,35.615246,139.738953,清光院,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074505-Reviews-Seikoin_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,西五反田七丁目,-,東京都品川区西五反田7-22-17,東京都品川区西五反田7-22-17,35.622047,139.719208,氷川神社,神社/寺院/教会など,3.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d23574517-Reviews-Hikawa_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東大井二丁目,-,東京都品川区東大井2-25-15,東京都品川区東大井2-25-15,35.598019,139.739288,仲町稲荷神社,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d14199647-Reviews-Nakamachi_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-12-11,東京都品川区南品川2-12-11,35.614414,139.743652,御嶽稲荷神社,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074776-Reviews-Mitake_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東五反田三丁目,-,東京都品川区東五反田3-6-17,東京都品川区東五反田3-6-17,35.630108,139.728867,本立寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d18845659-Reviews-Honryu_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南大井一丁目,-,東京都品川区南大井1-19,東京都品川区南大井1-19,35.594055,139.737885,海運稲荷神社,神社/寺院/教会など,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d14199629-Reviews-Kaiun_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川一丁目,-,東京都品川区南品川1-10-17,東京都品川区南品川1-10-17,35.615227,139.742249,本栄寺,神社/寺院/教会など,3,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074734-Reviews-Honei_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,大井六丁目,-,東京都品川区大井6-18-8,東京都品川区大井6-18-8,35.595852,139.730743,来迎院,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13837126-Reviews-Raigoin_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,八潮四丁目,-,東京都品川区八潮4丁目,東京都品川区八潮4丁目,35.595768,139.747879,勝島橋,橋,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13336839-Reviews-Katsushima_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川一丁目,-,東京都品川区南品川1-10-18,東京都品川区南品川1-10-18,35.614773,139.742126,蓮長寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074742-Reviews-Rencho_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-9-5,東京都品川区南品川2-9-5,35.61454,139.742798,心海寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074765-Reviews-Shinkai_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,大井一丁目,-,東京都品川区大井1-3-6,東京都品川区大井1-3-6,35.607067,139.733856,コミュニティアリーナ大井町,アリーナ・スタジアム,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13013148-Reviews-Community_Arena_Oimachi-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-9-18,東京都品川区南品川2-9-18,35.613834,139.742813,常行寺,神社/寺院/教会など,3,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d16667614-Reviews-Jogyo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川一丁目,-,東京都品川区南品川1-1-1,東京都品川区南品川1-1-1,35.615108,139.741455,妙蓮寺,神社/寺院/教会など,3,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074751-Reviews-Myoren_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,八潮五丁目,-,東京都品川区八潮５丁目３チェアリング,東京都品川区八潮5丁目3チェアリング,35.600189,139.748734,かもめ橋,橋,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d20139492-Reviews-Kamome_Bridge-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,戸越二丁目,-,東京都品川区戸越2-6-31,東京都品川区戸越2-6-31,35.613342,139.719864,行慶寺,神社/寺院/教会など,3,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d17629132-Reviews-Gyokei_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川三丁目,-,東京都品川区北品川3-7-22,東京都品川区北品川3-7-22,35.617744,139.740219,清徳寺,神社/寺院/教会など,2.5,3,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074511-Reviews-Seitoku_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川二丁目,-,東京都品川区南品川2-7-25,東京都品川区南品川2-7-25,35.611511,139.743668,真了寺,神社/寺院/教会など,2.5,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15198189-Reviews-Shinryo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,荏原一丁目,-,東京都品川区荏原1-1-2,東京都品川区荏原1-1-2,35.621738,139.712921,霊源寺,神社/寺院/教会など,2.5,2,https://www.tripadvisor.jp/Attraction_Review-g1066854-d13190471-Reviews-Reigen_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,小山五丁目,-,東京都品川区小山5-7-8,東京都品川区小山5-7-8,35.616482,139.702347,金山地蔵尊,神社/寺院/教会など,3,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d23461570-Reviews-Kaneyama_Jizo_son-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川三丁目,-,東京都品川区南品川3丁目3-3,東京都品川区南品川3丁目3-3,35.607468,139.743759,幸稲荷神社,神社/寺院/教会など,2,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d19459122-Reviews-Saiwai_Inari_Shrine-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南品川一丁目,-,東京都品川区南品川1-10-11,東京都品川区南品川1-10-11,35.615196,139.742691,本覚寺,神社/寺院/教会など,2.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15074718-Reviews-Hongaku_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,東品川四丁目,-,東京都品川区東品川4-12-6品川シーサイドフォレスト,東京都品川区東品川4-12-6品川シーサイドフォレスト,35.610226,139.749298,花時計,名所・有名スポット ? 記念碑＆像,-,490,https://www.tripadvisor.jp/Attraction_Review-g1066854-d22979038-Reviews-The_Flower_Clock-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,南大井二丁目,-,東京都品川区南大井2丁目5-6,東京都品川区南大井2丁目5-6,35.592148,139.736664,大経寺,旧跡 ? 名所・有名スポット ? 神社/寺院/教会など,-,1,https://www.tripadvisor.jp/Attraction_Review-g1066854-d19797010-Reviews-Taikyo_ji_Temple-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,八潮四丁目,-,東京都品川区八潮4-1-19,東京都品川区八潮4-1-19,35.592564,139.752258,大井ホッケー競技場,アリーナ・スタジアム,-,6,https://www.tripadvisor.jp/Attraction_Review-g1066854-d19434568-Reviews-Oi_Hockey_Arena-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
品川区,北品川一丁目,-,東京都品川区北品川1-22-17,東京都品川区北品川1-22-17,35.622082,139.74057,土蔵相模跡,旧跡,2,5,https://www.tripadvisor.jp/Attraction_Review-g1066854-d15872559-Reviews-The_Site_of_Dozosagami-Shinagawa_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,東京都渋谷区代々木神園町1-1,35.676167,139.699524,明治神宮,名所・有名スポット,4.5,"8,206",https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373780-Reviews-Meiji_Jingu_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2-2-1,東京都渋谷区道玄坂2-2-1,35.659451,139.700485,渋谷スクランブル交差点,名所・有名スポット,4,"7,510",https://www.tripadvisor.jp/Attraction_Review-g1066456-d4403399-Reviews-Shibuya_Crossing-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂　１丁目JR東日本渋谷駅改札口「ハチ公口」,東京都渋谷区道玄坂　1丁目JR東日本渋谷駅改札口「ハチ公口」,35.659172,139.700592,ハチ公像,名所・有名スポット ? 記念碑＆像,4,"3,960",https://www.tripadvisor.jp/Attraction_Review-g1066456-d553408-Reviews-Hachiko-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
