指標名,シェアサイクルポート,,,,,,,
出典,東京自転車シェアリング ポートマップ,,,,,,,
年次,2023/2/10取得,,,,,,,
URL,https://www.google.com/maps/d/viewer?mid=1L2l1EnQJhCNlm_Xxkp9RTjIj68Q,,,,,,,
備考,2020年度：645件、2021年度：679件、2022年度：728件,,,,,,,
,,,,,,,,
区,町丁,エリア,住所,ポート名,緯度,経度,休止・再開・閉鎖情報,営業時間・備考
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-22,M3-13.渋谷駅東口地下駐輪場 / Shibuya Station East Bicycle Basement,35.658269,139.703059,-,営業時間 / Open 4:30 - 25:30
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1-33-6,M3-15.co-ba ebisu,35.646929,139.703948,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-23-21,M3-19.渋谷キャスト / SHIBUYA CAST,35.66253,139.703017,-,営業時間 24時間 / Open for 24 hours
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-26-21,M3-20.東急ステイ渋谷新南口 / TOKYU STAY Shibuya Shin-minamiguchi,35.654825,139.705131,-,営業時間 24時間 / Open for 24 hours
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-21-1,M3-21.渋谷ソラスタ / SHIBUYA SOLASTA,35.656377,139.696496,-,営業時間 24時間 / Open for 24 hours
渋谷区,恵比寿三丁目,-,東京都渋谷区恵比寿3-7-2,M3-22.森谷ビル / Moriya Bldg,35.645106,139.716888,-,営業時間 24時間 / Open for 24 hours
渋谷区,円山町,-,東京都渋谷区円山町7-1,M3-23.円山町7-1 / Maruyama-cho7-1,35.658251,139.694857,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-2,M4-01.新宿タカシマヤ / TAKASHIMAYA Shinjuku Store,35.686021,139.702427,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-3,M4-03.NTTドコモ代々木ビル / NTT Docomo Yoyogi Bldg.,35.684399,139.703144,-,営業時間 24時間 / Open for 24 hours
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-25-28,M4-06.THE SHARE 原宿 / THE SHARE Harajuku,35.671479,139.708211,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-32,M4-07.千駄ヶ谷駅前 / Sendagaya Station,35.6807,139.712738,-,営業時間 24時間 / Open for 24 hours
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-12-6,M4-13.J-cube,35.666212,139.70452,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷三丁目,-,東京都渋谷区千駄ヶ谷3-20-1 六美ビル,M4-14.未来のピース保育園前 / Mirai no Peace Hoikuen,35.676999,139.708994,-,営業時間 24時間 / Open for 24 hours
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2-26-10,M4-15.Yados神宮前 / Yados Jingumae,35.67396,139.710065,-,営業時間 24時間 / Open for 24 hours
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前6-35-6,M4-16.神宮前6丁目 / Jingumae 6-chome,35.669064,139.702531,-,営業時間 24時間 / Open for 24 hours
渋谷区,初台一丁目,-,"東京都渋谷区初台1-53,54先",M5-01.初台駅南口 / Hatsudai Sta. South Exit,35.679474,139.686957,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木三丁目,-,東京都渋谷区代々木3-25-3,M5-02.あいおいニッセイ同和損保新宿ビル / Aioi Nissay Dowa Insurance Shinjuku Bldg.,35.684713,139.692298,-,営業時間 24時間 / Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-53-1,M5-03.代々木大山公園 / Yoyogi Oyama Park,35.671575,139.674789,-,営業時間 24時間 / Open for 24 hours
渋谷区,上原三丁目,-,東京都渋谷区上原3-6-12,M5-08.古賀政男音楽博物館 / Koga Masao Music Museum,35.66782,139.680038,-,営業時間 24時間 / Open for 24 hours
渋谷区,西原三丁目,-,東京都渋谷区西原3-8,M5-09.代々木上原駅前 / Yoyogi-Uehara Station,35.668903,139.679474,-,営業時間 24時間 / Open for 24 hours
渋谷区,富ケ谷二丁目,-,東京都渋谷区富ヶ谷2-5-15,M5-10.富ヶ谷2丁目 / Tomigaya 2 chome,35.665932,139.686404,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-9-2,M5-11.あおい通り/ Aoi Street,35.68819,139.698539,-,営業時間 24時間 / Open for 24 hours
渋谷区,初台二丁目,-,東京都渋谷区初台2-6-9,M5-13.セブン-イレブン初台店 / Seven-Eleven Hatsudai Store,35.675111,139.684593,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-30-14,M5-14.天翔代々木ANNEX / TENSHO YOYOGI ANNEX,35.681511,139.70165,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-1-1,M5-15.新宿マインズタワー / SHINJUKU MAYNDS TOWER,35.686888,139.698322,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木五丁目,-,東京都渋谷谷区代々木5-7-2,M5-16.ローソン代々木八幡駅北店 / LAWSON Yoyogihachiman Station North shop,35.669846,139.688625,-,営業時間 24時間 / Open for 24 hours
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区代々木2-2-1,M5-17.小田急サザンタワー / Odakyu Southern Tower,35.68761,139.700386,-,営業時間 24時間 / Open for 24 hours
渋谷区,初台一丁目,-,東京都渋谷区初台1-14-7,M5-18.Luxe初台 / Luxe Hatsudai,35.679109,139.685963,-,営業時間 24時間 / Open for 24 hours
渋谷区,代々木一丁目,-,東京都渋谷区代々木1-49-5,M5-19.グランリヴィエール代々木 / Grand Riviere Yoyogi,35.682904,139.698417,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-13先,M6-01.幡ヶ谷駅高架下第一 / Hatagaya Sta. Underpass 1st,35.677622,139.67653,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-46-1,M6-02.サイカパーク笹塚 / Saika Park Sasazuka,35.672844,139.665698,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚2-32-8,M6-03.十三号通り公園 / 13 St. Park,35.674855,139.663423,-,営業時間 24時間 / Open for 24 hours
渋谷区,本町四丁目,-,東京都渋谷区本町4-11-5,M6-04.本町東べんてん橋公園 / Honmachi-Higashi Benten Bridge Park,35.687243,139.680774,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-53-5,M6-05.七号通り公園 / 7 St. Park,35.679077,139.674799,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚二丁目,-,東京都渋谷区笹塚2-1,M6-07.笹塚東 / Sasazuka Higashi,35.676072,139.670186,-,営業時間 24時間 / Open for 24 hours
渋谷区,本町六丁目,-,東京都渋谷区本町6-27-10,M6-08.Be Good 幡ヶ谷 / Be Good Hatagaya,35.682382,139.677457,-,営業時間 24時間 / Open for 24 hours
渋谷区,本町二丁目,-,東京都渋谷区本町2-2-2,M6-09.ファミリーマート渋谷本町店 / Family Mart Shibuya Honmachi Store,35.683796,139.684943,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷一丁目,-,東京都渋谷区幡ヶ谷1-1-1,M6-10.京王コインパーク幡ヶ谷 / KEIO Coinpark Hatagaya,35.677338,139.678249,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-54,M6-11.京王サイクルパーク笹塚 / KEIO Cyclepark Sasazuka,35.674761,139.669356,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷三丁目,-,東京都渋谷区幡ヶ谷3-61-1,"M6-12.LIVART SEASON 幡ヶ谷
/ LIVART SEASON HATAGAYA",35.683171,139.673291,-,営業時間 24時間 / Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-49-5,M6-13.JICA東京 / JICA TOKYO,35.672808,139.674525,-,営業時間 24時間 / Open for 24 hours
渋谷区,笹塚一丁目,-,東京都渋谷区笹塚1-60-5,M6-14.ドコモショップ笹塚店 / docomo shop Sasazuka,35.673172,139.663903,-,営業時間 24時間 / Open for 24 hours
渋谷区,幡ケ谷二丁目,-,東京都渋谷区幡ヶ谷2-19-9,M6-15.Cova Hatagaya,35.677274,139.673738,-,営業時間 24時間 / Open for 24 hours
渋谷区,西原二丁目,-,東京都渋谷区西原2-26-5,M6-16.パールマンション / Pearl Mansion,35.674583,139.678571,-,営業時間 24時間 / Open for 24 hours
