指標名,病院・診療所・クリニック,,,,,,,
出典,病院なび,,,,,,,
年次,2023/2/12取得,,,,,,,
URL,https://byoinnavi.jp/,,,,,,,
備考,"（2020年度：6,158件、2021年度：6,304件、2022年度：6,543件）",,,,,,,
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目6-2 新丸の内センタービルディング5F,35.684179,139.766425,医療法人社団杉四会 杉山産婦人科丸の内,婦人科,https://byoinnavi.jp/clinic/267431
中央区,銀座五丁目,-,東京都中央区銀座5丁目13-12 サンビル1階,35.668629,139.766432,松岡歯科医院,歯科、小児歯科,https://byoinnavi.jp/clinic/122471
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目6-2 丸の内オアゾ内新丸の内センタービル4F,35.68416,139.766439,医療法人社団 丸の内クリニック,内科、消化器科、循環器科、皮膚科、婦人科、糖尿病内科、乳腺外科,https://byoinnavi.jp/clinic/75194
中央区,銀座二丁目,-,東京都中央区銀座2丁目5-11 V88ビルディング4階,35.673515,139.766441,医療法人社団真高会 両角レディースクリニック,婦人科,https://byoinnavi.jp/clinic/281091
千代田区,内神田一丁目,-,東京都千代田区内神田1丁目6-7 太陽ビル3F,35.689965,139.76645,新田歯科診療所,歯科,https://byoinnavi.jp/clinic/1909
千代田区,外神田二丁目,-,東京都千代田区外神田2丁目18-3 第2昭和ビル1F,35.702084,139.766451,デンタルオフィス聖橋,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/6615
中央区,銀座二丁目,-,東京都中央区銀座2丁目5-11 V88ビルディング5F,35.673477,139.766458,医療法人社団優恵会 銀座よしえクリニック 銀座院,形成外科、皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/276437
千代田区,神田小川町一丁目,-,東京都千代田区神田小川町1丁目4 和田ビル3F,35.695347,139.766467,ジュネス歯科クリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/1892
中央区,銀座二丁目,-,東京都中央区銀座1-7-6 銀座河合ビル3F,35.674206,139.766519,銀座TSUBAKIクリニック,皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/180033
中央区,銀座二丁目,-,東京都中央区銀座2丁目6-12 大倉本館5F,35.673272,139.766542,ヴェリテクリニック銀座院,美容外科,https://byoinnavi.jp/clinic/173262
中央区,銀座二丁目,-,東京都中央区銀座2丁目4-19 浅野第3ビル5F,35.674421,139.766561,リラ・クラニオフェイシャル・クリニック,美容外科,https://byoinnavi.jp/clinic/180247
中央区,銀座二丁目,-,東京都中央区銀座2丁目4-18 アルボーレ銀座4階,35.674252,139.766564,THIRD CLINIC GINZA,産婦人科、産科、婦人科、美容皮膚科,https://byoinnavi.jp/clinic/283897
中央区,銀座二丁目,-,東京都中央区銀座2丁目4-18 ALBORE GINZA 3F,35.674252,139.766564,医療法人社団輝誠会 銀座長澤クリニック,美容外科,https://byoinnavi.jp/clinic/177739
中央区,銀座二丁目,-,東京都中央区銀座2丁目4-18 ALBORE GINZA 9階,35.674252,139.766564,R ビューティークリニック銀座,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/281796
中央区,銀座二丁目,-,東京都中央区銀座二丁目4-18 アルボーレ銀座3階,35.674252,139.766564,Natural Beauty Clinic GINZA,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/275228
中央区,銀座二丁目,-,東京都中央区銀座2丁目4-18 ALBORE GINZA 5F,35.674241,139.766567,医療法人社団精密審美会 銀座しらゆり歯科,歯科、矯正歯科,https://byoinnavi.jp/clinic/170078
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町二丁目25,35.696946,139.766594,医療法人財団 神尾記念病院,形成外科、美容外科、皮膚科、耳鼻いんこう科、麻酔科、美容皮膚科,https://byoinnavi.jp/clinic/998
千代田区,内神田一丁目,-,東京都千代田区内神田一丁目17-1 橋本ビル2階,35.691464,139.766644,依田歯科医院,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/558
中央区,八重洲二丁目,日八京,東京都中央区八重洲2-11-2 城辺橋ビル1階,35.675857,139.766647,ヘルス・マネジメント・クリニック,内科,https://byoinnavi.jp/clinic/270264
千代田区,内神田一丁目,-,東京都千代田区内神田一丁目17-8 内神田ビル1F,35.692156,139.766652,医療法人社団栄清会 小谷歯科医院,歯科,https://byoinnavi.jp/clinic/18298
中央区,銀座二丁目,-,東京都中央区銀座2丁目6-12 OKURA HOUSE7階,35.673247,139.766708,医療法人オーク会 オーク銀座レディースクリニック,婦人科,https://byoinnavi.jp/clinic/283439
中央区,銀座二丁目,-,東京都中央区銀座2丁目6-12 大倉本館11F,35.673247,139.766708,医療法人社団医進会 銀座小田クリニック,内科,https://byoinnavi.jp/clinic/283340
中央区,銀座一丁目,-,東京都中央区銀座1-4-6 紅雀(べにすずめ)ビル 3F,35.674949,139.766714,デンタルサロン・プレジール,歯科,https://byoinnavi.jp/clinic/183124
千代田区,外神田二丁目,-,東京都千代田区外神田2-1-3 田仲ビル1F東,35.699574,139.766813,聖堂前クリニック,心療内科,https://byoinnavi.jp/clinic/251402
中央区,銀座一丁目,-,東京都中央区銀座1-5-12 銀座クリスタルタワー6・7F,35.674655,139.766819,東京銀座デンタルクリニック,歯科、矯正歯科、歯科口腔外科、小児歯科,https://byoinnavi.jp/clinic/282224
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-12 銀座クリスタルタワー8F,35.674655,139.766819,医療法人社団東青会 鄭一診療室,漢方内科,https://byoinnavi.jp/clinic/159029
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-11-1 パシフィックセンチュリープレイス丸の内10階,35.678096,139.766839,医療法人社団ウェルエイジング Dクリニック東京ウェルネス,内科、アレルギー科、呼吸器内科、糖尿病内科、内分泌・代謝内科,https://byoinnavi.jp/clinic/271280
中央区,銀座四丁目,-,東京都中央区銀座4-8-4 三原ビルディング2階,35.67088,139.766842,LUNA BEAUTY CLINIC,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/285914
中央区,銀座四丁目,-,東京都中央区銀座4丁目8-4 三原ビル3F,35.67088,139.766842,クリスティーナクリニック銀座,皮膚科,https://byoinnavi.jp/clinic/270292
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目11-1 パシフィックセンチュリープレイス丸の内10F,35.678132,139.766852,医療法人社団ウェルエイジング メンズヘルスクリニック東京,皮膚科,https://byoinnavi.jp/clinic/71707
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目11-1 パシフィックセンチュリープレイス丸の内9F,35.678132,139.766852,東京国際クリニック(医科),内科、循環器科、呼吸器科、消化器科、脳神経外科、神経内科、形成外科、腫瘍内科、耳鼻いんこう科、腎臓内科、...もっと見る外科、婦人科、乳腺外科,https://byoinnavi.jp/clinic/254268
中央区,銀座五丁目,-,東京都中央区銀座5-14-14 サンリット銀座ビルII 3F,35.668567,139.76687,エミーナジョイクリニック銀座,内科、心療内科、アレルギー科,https://byoinnavi.jp/clinic/176389
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目6-5 丸の内北口ビルディング(丸の内OAZO)地下1階,35.683962,139.766877,医療法人社団 栗林歯科医院 丸の内,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/282980
中央区,銀座一丁目,-,東京都中央区銀座1-5-11 小林ビル2F,35.674622,139.766887,銀座柳通り歯科クリニック,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/273
千代田区,神田淡路町一丁目,-,東京都千代田区神田淡路町1丁目9-1 ニユーお茶の水ビル301,35.696107,139.766888,河内(こうち)クリニック,心療内科、精神科、神経科,https://byoinnavi.jp/clinic/102
中央区,銀座三丁目,-,東京都中央区銀座3丁目7-12 王子不動産銀座ビル6階F,35.671494,139.766933,医療法人福涛会 銀座バイオレゾナンスデンタルクリニック,歯科,https://byoinnavi.jp/clinic/264565
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目21-11 山崎ビル2F・3F・4階,35.696521,139.766952,医療法人財団 神尾記念病院附属聴覚クリニック,耳鼻いんこう科,https://byoinnavi.jp/clinic/281391
中央区,銀座二丁目,-,東京都中央区銀座2丁目5-4 ファサード銀座9F,35.674018,139.767001,LOCHIC CLINIC GINZA,美容外科,https://byoinnavi.jp/clinic/285640
中央区,銀座五丁目,-,東京都中央区銀座5丁目13-19 デュープレックス銀座タワー4F,35.669169,139.767006,医療法人社団シンシア コスメディカルクリニックシンシア銀座院,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/7
中央区,銀座四丁目,-,東京都中央区銀座4丁目10-10 GMビル6F,35.670036,139.767017,長歯科医院,歯科,https://byoinnavi.jp/clinic/74274
中央区,銀座二丁目,-,東京都中央区銀座2丁目5-4 ファサード銀座3F,35.674041,139.767017,医療法人社団オルソ・マキシマス オルソクリニック銀座,内科,https://byoinnavi.jp/clinic/176734
中央区,銀座二丁目,-,東京都中央区銀座二丁目5-4 ファサード銀座4F,35.674041,139.767017,水の森美容外科 東京銀座院,美容外科,https://byoinnavi.jp/clinic/259473
中央区,銀座四丁目,-,東京都中央区銀座4丁目10-12 銀座サマリヤビル3F,35.670226,139.767044,三原橋医院,内科,https://byoinnavi.jp/clinic/1824
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2丁目2-1 新大手町ビル1F,35.685276,139.767055,医療法人財団健貢会 東京クリニック,内科、外科、神経内科、脳神経外科、呼吸器科、消化器科、循環器科、小児科、整形外科、形成外科、...もっと見る美容外科、皮膚科、泌尿器科、婦人科、内分泌内科、糖尿病内科、放射線科、ペインクリニック内科、乳腺外科,https://byoinnavi.jp/clinic/193
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-8 ギンザウイローアベニユービル6階,35.674582,139.7671,医療法人社団 春音会 はるねクリニック銀座,婦人科,https://byoinnavi.jp/clinic/358
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-8 GINZA WILLOW AVENUE BLDG5F,35.674582,139.7671,銀座ソラリアクリニック,形成外科,https://byoinnavi.jp/clinic/182907
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2丁目3-1 大手町プレイスB1階,35.686826,139.767119,医療法人社団ITS 大手町プレイス歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/271454
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目2-5 光正ビル2F,35.689758,139.767128,鎌倉橋歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/287
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-14 銀座コスミオンビル2F,35.674894,139.767142,スウェーデン矯正歯科,矯正歯科,https://byoinnavi.jp/clinic/258910
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-3-1 大手町プレイス地下2階,35.686756,139.767149,MYメディカルクリニック 大手町,消化器内科、内視鏡内科、婦人科、循環器内科,https://byoinnavi.jp/clinic/283492
千代田区,大手町二丁目,大丸有,東京都千代田区大手町2-3-1 大手町プレイス・ウエストタワー地下1階,35.686756,139.767149,大手町プレイス内科,内科、糖尿病内科,https://byoinnavi.jp/clinic/271318
千代田区,神田司町二丁目,-,東京都千代田区神田司町2丁目9-1 第一高田ビル2階,35.693543,139.767158,さとう歯科クリニック,歯科,https://byoinnavi.jp/clinic/1890
中央区,銀座三丁目,-,東京都中央区銀座3丁目8-10 銀座朝日ビル8F,35.671302,139.767183,医療法人社団快眠会 スリープクリニック銀座,内科、心療内科、精神科、耳鼻いんこう科,https://byoinnavi.jp/clinic/117
千代田区,大手町二丁目,大丸有,東京都千代田区大手町二丁目2-1 新大手町ビル1F,35.685034,139.767189,医療法人社団明裕会 新大手町ビル歯科医院,歯科、矯正歯科,https://byoinnavi.jp/clinic/548
中央区,銀座二丁目,-,東京都中央区銀座2丁目6-5 銀座トレシャス7F,35.673625,139.767192,医療法人社団ウィミンズ・ウェルネス 対馬ルリ子女性ライフクリニック銀座,内科、皮膚科、泌尿器科、婦人科、乳腺外科、産婦人科,https://byoinnavi.jp/clinic/87
中央区,銀座五丁目,-,東京都中央区銀座5丁目13-2 長岡ビル3F,35.669184,139.767199,荒井歯科医院,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/1609
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-15 5F,35.674941,139.7672,東京ブレスクリニック,歯科,https://byoinnavi.jp/clinic/264502
中央区,銀座四丁目,-,東京都中央区銀座4丁目10-6 G4ビル8階,35.670166,139.767214,リバースクリニック,内科,https://byoinnavi.jp/clinic/266791
中央区,銀座五丁目,-,東京都中央区銀座5丁目14-16 銀座アビタシオン101,35.668734,139.767217,銀座ユーエス歯科,歯科,https://byoinnavi.jp/clinic/1800
千代田区,外神田二丁目,-,東京都千代田区外神田2丁目2-19 丸和ビル1F,35.699703,139.767238,医療法人社団順悠会 寺井クリニック,内科、胃腸科,https://byoinnavi.jp/clinic/535
中央区,銀座四丁目,-,東京都中央区東京都中央区銀座4-10-15 三幸ビル別館2階,35.670449,139.767244,医療法人松崎病院 銀座メディカルクリニック,心療内科、神経科,https://byoinnavi.jp/clinic/69572
中央区,銀座一丁目,-,東京都中央区銀座1-5-6 銀座レンガ通り福神ビル 4F,35.674816,139.767269,BIANCA CLINIC 銀座,形成外科、美容外科、皮膚科,https://byoinnavi.jp/clinic/270592
中央区,銀座二丁目,-,東京都中央区銀座2丁目6-5 アサコ銀座ビル7階,35.673677,139.767272,医療法人社団West Field にしだクリニック銀座,内科、皮膚科,https://byoinnavi.jp/clinic/260550
中央区,銀座二丁目,-,東京都中央区銀座2-6-5 銀座トレシャスビル7F,35.673678,139.767273,医療社団法人ウィミンズウェルネス 対馬ルリ子女性ライフクリニック銀座・コロンハイドロセラピー,婦人科、内科、心療内科、皮膚科、泌尿器科,https://byoinnavi.jp/clinic/178458
中央区,銀座三丁目,-,東京都中央区銀座三丁目7-2 オーク銀座ビル6F,35.67218,139.767289,Theoryクリニック,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/175798
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-1 第三太陽ビル3階,35.675077,139.767295,本山歯科医院,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/260
中央区,銀座一丁目,-,東京都中央区銀座1丁目5-6 銀座レンガ通り福神ビル5F,35.674801,139.767298,東京国際クリニック(歯科),歯科、歯科口腔外科,https://byoinnavi.jp/clinic/259474
中央区,銀座三丁目,-,東京都中央区銀座3丁目7-2 オーク銀座3階,35.672249,139.767339,医療法人社団雄翔会 オーク銀座歯科クリニック,歯科,https://byoinnavi.jp/clinic/1331
中央区,銀座一丁目,-,東京都中央区銀座一丁目6-10 銀座上一ビルディング6階,35.674341,139.767341,医療法人社団優医会 有楽町皮膚科,形成外科、美容外科、皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/1818
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-13 106ギンザビル4F,35.674516,139.767347,医療法人社団東会 やべ耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/991
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-13 銀座106ビル3F,35.674516,139.767347,田中クリニック銀座,心療内科,https://byoinnavi.jp/clinic/105
千代田区,外神田二丁目,-,東京都千代田区外神田2丁目2-3 京須ビル1F,35.70003,139.767359,久保村歯科医院,歯科,https://byoinnavi.jp/clinic/6729
千代田区,内神田二丁目,-,東京都千代田区内神田二丁目11-4 金子ビル2F,35.690927,139.767375,伊藤デンタルクリニック,歯科、矯正歯科,https://byoinnavi.jp/clinic/1918
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目9-2 グラントウキョウサウスタワー2階,35.678646,139.767383,医療法人スワン会 グラントウキョウスワン歯科・矯正歯科,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/1723
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1-9-2 グラントウキョウサウスタワー2F,35.678646,139.767383,グラントウキョウスワン歯科・矯正歯科,歯科、矯正歯科,https://byoinnavi.jp/clinic/268911
中央区,銀座二丁目,-,東京都中央区銀座2-7-10 5F,35.672772,139.767389,銀座A.A.Iクリニック,形成外科、美容外科,https://byoinnavi.jp/clinic/177071
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-8 DEARGINZA8F,35.674385,139.767397,東京コムロ美容外科,美容外科,https://byoinnavi.jp/clinic/254791
中央区,銀座一丁目,-,東京都中央区銀座1-6-8 Dear Ginza Bldg6F,35.674385,139.767397,東京銀座スキンケアクリニック,皮膚科、形成外科、美容皮膚科,https://byoinnavi.jp/clinic/182273
中央区,銀座五丁目,-,東京都中央区銀座5-14-5 光澤堂GINZAビル2F,35.668736,139.767403,プライム銀座美容クリニック,美容外科、皮膚科,https://byoinnavi.jp/clinic/265024
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目12-6 内神田OSビル1F,35.691447,139.767447,あづさ歯科,歯科,https://byoinnavi.jp/clinic/415
中央区,銀座四丁目,-,東京都中央区銀座4丁目12-19 日章興産ビル7F,35.669604,139.767461,医療法人社団UC会 銀座UCデンタルインプラント,歯科,https://byoinnavi.jp/clinic/1742
中央区,八重洲二丁目,日八京,東京都中央区八重洲2丁目11-7 一新ビル,35.675625,139.767462,八重洲内科,内科、皮膚科、泌尿器科,https://byoinnavi.jp/clinic/77610
千代田区,内神田二丁目,-,東京都千代田区内神田2丁目11-1 島田ビル9階,35.690808,139.767471,島田内科,内科、循環器科,https://byoinnavi.jp/clinic/381
中央区,銀座一丁目,-,東京都中央区銀座一丁目6-8 DEAR GINZAビル4F,35.67443,139.767478,Original Beauty Clinic GINZA,美容外科、美容皮膚科,https://byoinnavi.jp/clinic/277358
中央区,銀座四丁目,-,東京都中央区銀座4丁目12-19 日章興産ビル4階,35.669619,139.767481,冨田実アイクリニック銀座,眼科,https://byoinnavi.jp/clinic/255716
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-14,35.674615,139.767529,河西歯科医院,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/274
千代田区,丸の内一丁目,大丸有,東京都千代田区丸の内1丁目11-1 パシフィックセンチュリープレイス丸の内2F,35.678698,139.767533,PCP丸の内デンタルクリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/257
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町一丁目2-1 カルフール神田ビル2F,35.695111,139.7676,医療法人社団藤惣会 藤関歯科,歯科、矯正歯科、小児歯科,https://byoinnavi.jp/clinic/1893
中央区,銀座五丁目,-,東京都中央区銀座5丁目15-1 南海東京ビルB2F,35.668698,139.767652,南海デンタルクリニック,歯科,https://byoinnavi.jp/clinic/1732
中央区,銀座五丁目,-,東京都中央区銀座5丁目15-1 南海東京ビル8階,35.668698,139.767652,片山歯科医院,歯科,https://byoinnavi.jp/clinic/1796
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1丁目4-8 NCO神田須田町ビル1階,35.694633,139.767663,淡路町デンタルクリニック,歯科、矯正歯科,https://byoinnavi.jp/clinic/1895
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-16 銀座1616ビル4階,35.674769,139.767675,銀座レンガ通りクリニック,内科、心療内科、精神科,https://byoinnavi.jp/clinic/276260
中央区,銀座二丁目,-,東京都中央区銀座2丁目8-12 クローバー銀座ビル3F,35.672522,139.767678,医療法人ODC All-on-4 Clinic,歯科,https://byoinnavi.jp/clinic/280270
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-17 アネックス福神ビル3F,35.674883,139.767688,銀座吉川歯科クリニック,歯科,https://byoinnavi.jp/clinic/73284
中央区,八重洲二丁目,日八京,東京都中央区八重洲二丁目7-2 三井ビルB1F,35.677454,139.767705,関歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/1643
中央区,銀座二丁目,-,東京都中央区銀座二丁目7-6 新銀二ビル2階,35.673182,139.767714,井出デンタルクリニック,歯科,https://byoinnavi.jp/clinic/159028
千代田区,神田須田町一丁目,-,東京都千代田区神田須田町1-2-7 淡路町駅前ビル2F,35.695247,139.767735,淡路町眼科,眼科,https://byoinnavi.jp/clinic/262216
中央区,銀座一丁目,-,東京都中央区銀座1丁目7-10 ヒューリック銀座ビル3F,35.674188,139.767744,小山嵩夫クリニック,婦人科,https://byoinnavi.jp/clinic/1232
千代田区,丸の内一丁目,大丸有,東京都中央区京橋1丁目3-1 八重洲口大栄ビル3階・4階,35.681922,139.767762,医療法人社団アドベント 鼻のクリニック東京,耳鼻いんこう科,https://byoinnavi.jp/clinic/986
中央区,銀座一丁目,-,東京都中央区銀座1丁目6-1 銀座クレッセントビル6F,35.67488,139.767794,ファーストビューティクリニック,美容外科,https://byoinnavi.jp/clinic/119632
千代田区,神田淡路町一丁目,-,東京都千代田区神田淡路町一丁目4 国土淡路町ビル4F,35.695997,139.767816,神田淡路町メンタルクリニック,心療内科、精神科,https://byoinnavi.jp/clinic/252018
中央区,銀座二丁目,-,東京都中央区銀座2丁目8番17 ハビウル銀座Ⅱ9階,35.673038,139.767842,医療法人桃姫メディカル にしやま由美東京銀座クリニック,美容皮膚科、皮膚科、形成外科、美容外科,https://byoinnavi.jp/clinic/169485
中央区,銀座三丁目,-,東京都中央区銀座3丁目10-15 東銀2ビル 6階,35.6711,139.767844,銀座みやこクリニック,腫瘍内科,https://byoinnavi.jp/clinic/278074
中央区,銀座三丁目,-,東京都中央区銀座3-10-15 東銀2ビル 6階,35.6711,139.767844,隅田幸男クリニック,外科、肛門科、皮膚科、循環器科,https://byoinnavi.jp/clinic/368
中央区,銀座三丁目,-,東京都中央区銀座三丁目9-6 ボルト銀座マキシムビル6階,35.671569,139.767847,SUEクリニック銀座,形成外科、美容外科、皮膚科、美容皮膚科,https://byoinnavi.jp/clinic/282323
中央区,銀座三丁目,-,東京都中央区銀座3丁目9-6 VORT銀座MAXIM8F,35.671569,139.767847,銀座大塚美容クリニック,形成外科、美容外科、美容皮膚科,https://byoinnavi.jp/clinic/277107
中央区,銀座二丁目,-,東京都中央区銀座2丁目8-17 ハビウル銀座Ⅱビル7F,35.673029,139.767858,医療法人社団H2B 東京ビアンコデンタルクリニック,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/271650
中央区,八重洲二丁目,日八京,東京都中央区八重洲2丁目6-21 三徳八重洲ビル4階,35.678027,139.767861,ゲーテメンズクリニック 八重洲院,泌尿器科、性感染症内科,https://byoinnavi.jp/clinic/267809
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2-105 ワテラス アネックス5階,35.697552,139.767917,医療法人社団清湘会 聖橋クリニック,内科、糖尿病内科、腎臓内科,https://byoinnavi.jp/clinic/373
中央区,銀座二丁目,-,東京都中央区銀座2-8-18 グランベル銀座5階,35.673074,139.767928,グランプロクリニック銀座,内科、美容内科、美容皮膚科,https://byoinnavi.jp/clinic/276601
中央区,銀座四丁目,-,東京都中央区銀座4丁目12-15 歌舞伎座タワー16階,35.669449,139.767946,医療法人財団百葉の会 銀座医院,内科、整形外科、リハビリテーション科、皮膚科,https://byoinnavi.jp/clinic/127
中央区,銀座四丁目,-,東京都中央区4-12-15 歌舞伎座タワー16F,35.669449,139.767946,東銀座クリニック,内科、心療内科、精神科,https://byoinnavi.jp/clinic/95
千代田区,内神田二丁目,-,東京都千代田区内神田2-10-8 Y-WORKSビル2F,35.691176,139.76798,ちかデンタルクリニック,歯科、小児歯科、歯科口腔外科、矯正歯科,https://byoinnavi.jp/clinic/400
中央区,銀座二丁目,-,東京都中央区銀座二丁目8-19 FPG LINKS GINZA 6F,35.673158,139.767991,銀座リプロ外科,泌尿器科,https://byoinnavi.jp/clinic/269958
中央区,京橋三丁目,日八京,東京都中央区京橋3丁目3-14 京橋AKビル 7F,35.67571,139.768002,香杏舎銀座クリニック,漢方内科,https://byoinnavi.jp/clinic/38787
中央区,京橋三丁目,日八京,東京都中央区京橋3丁目4-2 FORTUNEビル2階,35.675441,139.768024,医療法人社団誠次会 銀座胃腸クリニック,消化器科,https://byoinnavi.jp/clinic/646
中央区,銀座三丁目,-,東京都中央区銀座3丁目10-16 マルイト銀座第三ビル10F,35.671317,139.768039,武本ホーム・ドクター・クリニック,内科、消化器科,https://byoinnavi.jp/clinic/520
中央区,銀座四丁目,-,東京都中央区銀座四丁目12-15 歌舞伎座タワー16F,35.669737,139.768053,医療法人社団FINE DAYS 銀座キッズデンタルパーク,矯正歯科、小児歯科,https://byoinnavi.jp/clinic/256298
中央区,銀座一丁目,-,東京都中央区銀座1-7-6 タニザワビル8階,35.67443,139.768072,銀座メンタルクリニック,精神科、神経科、心療内科,https://byoinnavi.jp/clinic/169566
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町二丁目4 ユニオンビル,35.696321,139.768083,船曳歯科医院,歯科,https://byoinnavi.jp/clinic/18288
中央区,銀座一丁目,-,東京都中央区銀座1丁目8-14 銀座大新ビル 3・4階,35.673871,139.768083,医療法人社団エムエフシー 銀座ファインケアクリニック銀座院,形成外科、美容外科,https://byoinnavi.jp/clinic/46
中央区,銀座一丁目,-,東京都中央区銀座1丁目8-14 銀座大新ビル5F,35.673872,139.768084,医療法人社団優新会 東京銀座シンタニ歯科口腔外科クリニック,歯科、矯正歯科、歯科口腔外科,https://byoinnavi.jp/clinic/547
中央区,銀座一丁目,-,東京都中央区銀座1-7-6 銀座河合ビル4F,35.67443,139.768086,モティーフ銀座クリニック,美容外科、形成外科,https://byoinnavi.jp/clinic/281148
中央区,銀座三丁目,-,東京都中央区銀座3丁目10-7 銀座京屋ビル2F,35.671208,139.768116,銀座はけた歯科医院,歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/182115
中央区,銀座四丁目,-,東京都中央区銀座4丁目11-2 丸正ビル2階,35.670284,139.768128,医療法人社団神和会 銀座富士クリニック,内科、アレルギー科、呼吸器内科、循環器内科、消化器内科、漢方内科,https://byoinnavi.jp/clinic/366
千代田区,神田淡路町二丁目,-,東京都千代田区神田淡路町2丁目6-2,35.69707,139.768132,医療法人社団亮友会 大塩医院,内科、アレルギー科、消化器科,https://byoinnavi.jp/clinic/914
中央区,銀座四丁目,-,東京都中央区銀座4丁目13-11 銀座M&Sビル7F,35.669041,139.768149,医療法人社団隆風会 藤井隆広クリニック,内科、胃腸科,https://byoinnavi.jp/clinic/519
中央区,銀座二丁目,-,東京都中央区銀座2丁目8-5 石川ビル2階,35.673089,139.768199,銀座三原通り歯科クリニック,歯科、矯正歯科、小児歯科、歯科口腔外科,https://byoinnavi.jp/clinic/426
中央区,銀座四丁目,-,東京都中央区銀座4-13-11 銀座M&Sビル4階,35.668953,139.768203,銀座まいにちクリニック,内科、皮膚科、アレルギー科、泌尿器科,https://byoinnavi.jp/clinic/272996
中央区,銀座二丁目,-,東京都中央区銀座二丁目8番4号 泰明ビル2階,35.673177,139.768261,銀座コレージュ耳鼻咽喉科,耳鼻いんこう科,https://byoinnavi.jp/clinic/162183
中央区,銀座一丁目,-,東京都中央区銀座一丁目8-17 伊勢伊ビル4F,35.674089,139.768321,医療法人社団和愛会 銀座オーラルクリニック,歯科、歯科口腔外科,https://byoinnavi.jp/clinic/243
中央区,銀座二丁目,-,東京都中央区銀座二丁目9-4 銀座アイタワービル1階,35.672698,139.768325,アイタワー歯科クリニック,歯科、矯正歯科,https://byoinnavi.jp/clinic/156408
千代田区,内神田二丁目,-,東京都千代田区内神田2-13-7 石原ビル1階,35.691384,139.76833,内神田皮膚科,皮膚科,https://byoinnavi.jp/clinic/264784
中央区,銀座一丁目,-,東京都中央区銀座1丁目8-17 伊勢伊ビル6階,35.67406,139.76835,医療法人美彩会 ラ・グラン銀座医院,形成外科、美容外科、皮膚科,https://byoinnavi.jp/clinic/271436
