指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2023/2/12取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件、2022年度：1,323件）",,,,,,
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-10-5 住友生命茅場町ビル1階,35.67856,139.77867,トモズ 茅場町店,https://byoinnavi.jp/pharm/254889
中央区,明石町,-,東京都中央区明石町8-1,35.66704,139.77867,(株)エヌ・エス・ライフコーポレーション,https://byoinnavi.jp/pharm/202194
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-6-8大湯ビル1F,35.67935,139.77869,ひまわり薬局茅場町店,https://byoinnavi.jp/pharm/252892
中央区,日本橋茅場町二丁目,-,東京都中央区日本橋茅場町2-6-8,35.67935,139.77869,(株)ニック,https://byoinnavi.jp/pharm/202278
港区,台場一丁目,-,東京都港区台場1-5-7,35.63076,139.77871,台場薬局,https://byoinnavi.jp/pharm/202627
千代田区,神田佐久間町三丁目,-,東京都千代田区神田佐久間町3-27-3,35.69859,139.77874,日生薬局秋葉原店,https://byoinnavi.jp/pharm/202943
中央区,月島三丁目,-,東京都中央区月島3-28-6,35.66115,139.77986,福むら薬局,https://byoinnavi.jp/pharm/252867
中央区,日本橋堀留町一丁目,-,東京都中央区日本橋堀留町1-10-19,35.68818,139.78000,れんげ薬局 日本橋店,https://byoinnavi.jp/pharm/273305
中央区,月島三丁目,-,東京都中央区月島3-14-8,35.66161,139.78024,恵愛堂三丁目薬局,https://byoinnavi.jp/pharm/202189
中央区,日本橋小網町,-,東京都中央区日本橋小網町16-14,35.68513,139.78032,堺屋薬局,https://byoinnavi.jp/pharm/202282
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町11-8,35.68999,139.78066,テトラ薬局大伝馬町店,https://byoinnavi.jp/pharm/202284
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-6-6,35.68937,139.78089,みらくる薬局 日本橋店,https://byoinnavi.jp/pharm/273304
中央区,日本橋小網町,-,東京都中央区日本橋小網町12-7,35.68298,139.78092,(株)ツルハ 関東オフィス,https://byoinnavi.jp/pharm/202281
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町13-8 メディカルプライム日本橋小伝馬町1F,35.69103,139.78109,株式会社なの花 メトロファーマシー日本橋小伝馬町店,https://byoinnavi.jp/pharm/279637
中央区,月島一丁目,-,東京都中央区月島1-21-9,35.66396,139.78119,エスアイエム薬局月島店,https://byoinnavi.jp/pharm/202182
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-1-4,35.68775,139.78127,オキナ薬局,https://byoinnavi.jp/pharm/202274
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-10-4,35.68353,139.78138,くま薬局,https://byoinnavi.jp/pharm/202323
中央区,日本橋富沢町,-,東京都中央区日本橋富沢町12-7,35.69028,139.78149,理研新薬(株),https://byoinnavi.jp/pharm/202322
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-9-1,35.68303,139.78152,オバタ薬局,https://byoinnavi.jp/pharm/202328
中央区,日本橋堀留町二丁目,-,東京都中央区日本橋堀留町2-8-5デンヨービル1F,35.68873,139.78153,ヘルス薬局日本橋店,https://byoinnavi.jp/pharm/202277
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-4-14,35.68552,139.78154,(株)テトラメディカルサプライ,https://byoinnavi.jp/pharm/202317
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-4-10人形町センタービル1F,35.68582,139.78175,清心丹薬局,https://byoinnavi.jp/pharm/252756
中央区,月島一丁目,-,東京都中央区月島1-20-5,35.66407,139.78186,(株)信成堂薬局,https://byoinnavi.jp/pharm/202181
中央区,新川二丁目,-,東京都中央区新川2-17-12Eビル1F,35.67487,139.78193,越前堀薬局,https://byoinnavi.jp/pharm/202260
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-6-9,35.68480,139.78208,健ナビ薬局人形町,https://byoinnavi.jp/pharm/202318
中央区,日本橋人形町三丁目,-,東京都中央区日本橋人形町3-8-2,35.68669,139.78221,ドラッグ・オゾン人形町店,https://byoinnavi.jp/pharm/202321
中央区,月島一丁目,-,東京都中央区月島1-19-4,35.66429,139.78225,(株)高地薬局,https://byoinnavi.jp/pharm/202180
中央区,日本橋馬喰町一丁目,-,東京都中央区日本橋馬喰町1-6-5,35.69300,139.78229,(株)紺野薬局,https://byoinnavi.jp/pharm/202311
中央区,晴海一丁目,-,東京都中央区晴海1-8-16 晴海トリトン2-8,35.65747,139.78238,トモズ 晴海トリトン店,https://byoinnavi.jp/pharm/202222
中央区,新川二丁目,-,東京都中央区新川2-22-6,35.67388,139.78242,越前堀薬局プッシュ,https://byoinnavi.jp/pharm/202261
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-4-15,35.69593,139.78249,アポファーマシー,https://byoinnavi.jp/pharm/202314
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-18-7,35.68577,139.78252,福住薬局,https://byoinnavi.jp/pharm/202316
中央区,月島一丁目,-,東京都中央区月島1-26-5,35.66326,139.78272,どらっぐぱぱす 月島1丁目店,https://byoinnavi.jp/pharm/202183
中央区,新川一丁目,-,東京都中央区新川1-8-15,35.67773,139.78276,石倉商店,https://byoinnavi.jp/pharm/202258
中央区,新川二丁目,-,東京都中央区新川2-16-11,35.67525,139.78281,新川調剤薬局,https://byoinnavi.jp/pharm/202259
中央区,月島四丁目,-,東京都中央区月島4-5-12,35.66065,139.78299,公仁薬局月島,https://byoinnavi.jp/pharm/202191
中央区,日本橋馬喰町二丁目,-,東京都中央区日本橋馬喰町2-2-5,35.69537,139.78305,セントラル薬局 馬喰町店,https://byoinnavi.jp/pharm/202312
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蠣殻町1-19-9,35.68185,139.78332,チトセ薬局,https://byoinnavi.jp/pharm/202324
中央区,晴海一丁目,-,東京都中央区晴海1-6-5,35.65892,139.78345,日野薬局晴海店,https://byoinnavi.jp/pharm/202221
中央区,月島四丁目,-,東京都中央区月島4-3-3,35.66132,139.78362,恵愛堂薬局,https://byoinnavi.jp/pharm/202190
中央区,月島二丁目,-,東京都中央区月島2-17-9,35.66190,139.78374,アポロ薬局,https://byoinnavi.jp/pharm/202186
中央区,日本橋人形町一丁目,-,東京都中央区日本橋人形町1-14-8 1階,35.68404,139.78388,トモズ 水天宮前店,https://byoinnavi.jp/pharm/202315
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-29-6,35.68331,139.78388,ホリベ薬局 人形町店,https://byoinnavi.jp/pharm/202326
中央区,東日本橋三丁目,-,東京都中央区東日本橋3-7-3,35.69111,139.78414,(有)川名薬局,https://byoinnavi.jp/pharm/202220
中央区,月島二丁目,-,東京都中央区月島2-10-2,35.66344,139.78421,どらっぐぱぱす 月島店,https://byoinnavi.jp/pharm/202185
中央区,日本橋人形町二丁目,-,東京都中央区日本橋人形町2-1-2,35.68420,139.78445,マツモトキヨシ 水天宮駅前店,https://byoinnavi.jp/pharm/202319
中央区,日本橋蛎殻町一丁目,-,東京都中央区日本橋蛎殻町1-39-7,35.68344,139.78457,かねまん薬局総本店水天宮前支店,https://byoinnavi.jp/pharm/202327
中央区,佃一丁目,-,東京都中央区佃1-11-8,35.66948,139.78467,ウィルファーマ(株) アイリス調剤薬局,https://byoinnavi.jp/pharm/255531
中央区,佃二丁目,-,東京都中央区佃2-5-13,35.66705,139.78467,佃調剤薬局,https://byoinnavi.jp/pharm/202207
中央区,佃二丁目,-,東京都中央区佃2-5-11,35.66692,139.78483,さくら薬局中央佃店,https://byoinnavi.jp/pharm/202206
中央区,日本橋蛎殻町二丁目,-,東京都中央区日本橋蛎殻町2丁目5番3号,35.68392,139.78519,有限会社ホリベ商会 水天宮ファーマシィ,https://byoinnavi.jp/pharm/202330
中央区,佃二丁目,-,東京都中央区佃2-14-3,35.66601,139.78552,(有)後藤田中商店,https://byoinnavi.jp/pharm/202204
中央区,日本橋浜町一丁目,-,東京都中央区日本橋浜町1-2-1,35.68953,139.78561,どらっぐぱぱす 日本橋浜町店,https://byoinnavi.jp/pharm/202301
中央区,佃二丁目,-,東京都中央区佃2-2-7,35.66847,139.78563,アンソニーズ,https://byoinnavi.jp/pharm/202205
中央区,日本橋蛎殻町二丁目,-,東京都中央区日本橋蛎殻町2-2-4,35.68282,139.78573,イシダ薬局,https://byoinnavi.jp/pharm/202329
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-35-7,35.68885,139.78623,島鶴ファーマシー,https://byoinnavi.jp/pharm/202305
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-31-1,35.68802,139.78683,しまづる浜町薬局,https://byoinnavi.jp/pharm/202304
中央区,東日本橋二丁目,-,東京都中央区東日本橋2-11-5,35.69292,139.78703,薬局秀ハーブラウンジ,https://byoinnavi.jp/pharm/202218
江東区,有明一丁目,-,東京都江東区有明1-4-11,35.63713,139.78718,ケーファーマシー株式会社 有明ファミリー薬局,https://byoinnavi.jp/pharm/252960
中央区,日本橋浜町二丁目,-,東京都中央区日本橋浜町2-29-1,35.68681,139.78753,漢方研究有識者会有限責任事業組合,https://byoinnavi.jp/pharm/202303
中央区,日本橋浜町三丁目,-,東京都中央区日本橋浜町3-3-1,35.68482,139.78787,トモズ トルナーレ浜町店,https://byoinnavi.jp/pharm/202306
江東区,有明三丁目,-,東京都江東区有明3-7-3,35.63454,139.79186,有明薬局,https://byoinnavi.jp/pharm/204137
江東区,豊洲二丁目,-,東京都江東区豊洲2-5-3,35.65846,139.79216,タカラ薬局豊洲,https://byoinnavi.jp/pharm/204197
江東区,古石場一丁目,-,東京都江東区古石場1-2-2,35.67021,139.79279,旭薬品,https://byoinnavi.jp/pharm/204312
江東区,豊洲二丁目,-,東京都江東区豊洲2-1-14,35.65591,139.79413,ハックドラッグららぽーと豊洲店,https://byoinnavi.jp/pharm/204196
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-4-8,35.67216,139.79436,くすりの福太郎 門前仲町店,https://byoinnavi.jp/pharm/204288
江東区,越中島二丁目,-,東京都江東区越中島2-14-11,35.66631,139.79495,(有)ベル・グリーン,https://byoinnavi.jp/pharm/204295
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-13-10,35.67348,139.79524,ドラッグ・オゾン門前仲町店,https://byoinnavi.jp/pharm/204286
江東区,深川一丁目,-,東京都江東区深川1-5-4,35.67634,139.79524,ケーアイファーマシー深川店,https://byoinnavi.jp/pharm/204323
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-6-2,35.67287,139.79545,スター調剤薬局,https://byoinnavi.jp/pharm/204293
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-5-11,35.67249,139.79548,薬ヒグチ 新門前仲町店,https://byoinnavi.jp/pharm/204292
江東区,門前仲町一丁目,-,東京都江東区門前仲町1-20-3,35.67384,139.79552,(有)秋山調剤薬局,https://byoinnavi.jp/pharm/204287
江東区,深川一丁目,-,東京都江東区深川1-5-9,35.67627,139.79557,深一調剤薬局,https://byoinnavi.jp/pharm/204324
江東区,豊洲五丁目,-,東京都江東区豊洲五丁目2-12,35.65343,139.79560,南山堂薬局 豊洲店,https://byoinnavi.jp/pharm/286058
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-6-4,35.67278,139.79565,大栄薬局,https://byoinnavi.jp/pharm/204294
江東区,門前仲町二丁目,-,東京都江東区門前仲町2-3-9,35.67169,139.79577,くすりの福太郎門前仲町2丁目店,https://byoinnavi.jp/pharm/204291
江東区,富岡一丁目,-,東京都江東区富岡1-7-3,35.67167,139.79606,スター薬局,https://byoinnavi.jp/pharm/204304
江東区,深川二丁目,-,東京都江東区深川2-6-1,35.67466,139.79630,石澤薬局,https://byoinnavi.jp/pharm/204325
江東区,富岡一丁目,-,東京都江東区富岡1-7-5,35.67154,139.79633,スター薬局,https://byoinnavi.jp/pharm/204305
江東区,古石場一丁目,-,東京都江東区古石場1-13-15,35.66774,139.79645,ケーアイファーマシー門仲店,https://byoinnavi.jp/pharm/204311
江東区,豊洲三丁目,-,東京都江東区豊洲3-5-21,35.65869,139.79650,ナチュラルローソンクオール薬局豊洲3丁目店,https://byoinnavi.jp/pharm/204198
江東区,豊洲四丁目,-,東京都江東区豊洲4-1-21,35.65426,139.79735,クオール薬局豊洲駅前店,https://byoinnavi.jp/pharm/204199
江東区,富岡一丁目,-,東京都江東区富岡1-13-11,35.67181,139.79754,くるみ薬局,https://byoinnavi.jp/pharm/204303
江東区,富岡一丁目,-,東京都江東区富岡1-9-10,35.67143,139.79766,遠山薬局,https://byoinnavi.jp/pharm/204306
江東区,豊洲四丁目,-,東京都江東区豊洲4-4-28 浦島ビル1F,35.65371,139.79781,杏林堂薬局 豊洲店,https://byoinnavi.jp/pharm/263838
江東区,豊洲四丁目,-,東京都江東区豊洲4-4-28,35.65371,139.79781,江東区薬剤師会豊洲薬局南店,https://byoinnavi.jp/pharm/204200
江東区,富岡一丁目,-,東京都江東区富岡1-12-2,35.67185,139.79783,成田堂漢方薬局,https://byoinnavi.jp/pharm/204301
江東区,常盤二丁目,-,東京都江東区常盤2-12-7,35.68524,139.79787,高橋薬局,https://byoinnavi.jp/pharm/204188
江東区,牡丹三丁目,-,東京都江東区牡丹3-7-4,35.66884,139.79821,(有)牡丹薬局,https://byoinnavi.jp/pharm/204223
江東区,清澄三丁目,-,東京都江東区清澄3-3-30,35.67897,139.79834,小島薬局,https://byoinnavi.jp/pharm/204132
江東区,清澄三丁目,-,東京都江東区清澄3-7-6,35.68242,139.79852,伊原薬局,https://byoinnavi.jp/pharm/204133
江東区,森下二丁目,-,東京都江東区森下2-2-3,35.68702,139.79856,長谷川薬局,https://byoinnavi.jp/pharm/204315
江東区,富岡一丁目,-,東京都江東区富岡1-23-17,35.67099,139.79874,薬ヒグチ 富岡八幡店,https://byoinnavi.jp/pharm/204302
江東区,高橋,-,東京都江東区高橋13-15,35.68559,139.79881,ひらた薬局,https://byoinnavi.jp/pharm/204308
江東区,白河一丁目,-,東京都江東区白河1-6-3,35.68234,139.79906,セイジョー清澄白河店,https://byoinnavi.jp/pharm/204257
江東区,白河一丁目,-,東京都江東区白河1-1-5,35.68123,139.79911,大竹薬局清澄白河店,https://byoinnavi.jp/pharm/204256
江東区,森下二丁目,-,東京都江東区森下2-31-13,35.68958,139.79957,高橋薬局森下店,https://byoinnavi.jp/pharm/204317
江東区,森下二丁目,-,東京都江東区森下2-20-12,35.68835,139.79957,(資)三森竜天堂薬局,https://byoinnavi.jp/pharm/204316
江東区,古石場二丁目,-,東京都江東区古石場2-14-1,35.66715,139.80001,メディクス深川店,https://byoinnavi.jp/pharm/204313
江東区,東雲一丁目,-,東京都江東区東雲1-8-17,35.64502,139.80074,しののめ薬局49,https://byoinnavi.jp/pharm/204251
江東区,富岡二丁目,-,東京都江東区富岡2-3-4,35.67090,139.80076,しののめ薬局富岡店,https://byoinnavi.jp/pharm/204307
江東区,塩浜一丁目,-,東京都江東区塩浜1-4-3,35.66192,139.80238,汐浜薬局,https://byoinnavi.jp/pharm/204224
江東区,森下三丁目,-,東京都江東区森下3-20-6,35.68806,139.80259,アイセイ薬局 森下店,https://byoinnavi.jp/pharm/204318
江東区,三好二丁目,-,東京都江東区三好2-8-10,35.67975,139.80306,みよし薬局,https://byoinnavi.jp/pharm/204135
江東区,三好二丁目,-,東京都江東区三好2-6-2,35.67962,139.80327,(有)山吉,https://byoinnavi.jp/pharm/204134
江東区,平野二丁目,-,東京都江東区平野2-11-5,35.67824,139.80385,どらっぐぱぱす 江東平野店,https://byoinnavi.jp/pharm/204254
江東区,森下四丁目,-,東京都江東区森下4-24-6,35.68814,139.80389,ドラッグストアスギウラ,https://byoinnavi.jp/pharm/204321
江東区,枝川一丁目,-,東京都江東区枝川1-6-12,35.65698,139.80420,(有)枝川薬局 本店,https://byoinnavi.jp/pharm/204296
江東区,森下四丁目,-,東京都江東区森下4-2-6,35.68458,139.80440,くすりの福太郎 森下4丁目店,https://byoinnavi.jp/pharm/204320
江東区,東雲一丁目,-,東京都江東区東雲1-9-14,35.64670,139.80440,くすりの福太郎 東雲店,https://byoinnavi.jp/pharm/204252
江東区,三好三丁目,-,東京都江東区三好3-8-8,35.68106,139.80459,アスカ薬局,https://byoinnavi.jp/pharm/204136
江東区,木場二丁目,-,東京都江東区木場2-21-2 木場スカイハイム1F,35.66913,139.80462,杏林堂薬局 木場駅前店,https://byoinnavi.jp/pharm/263837
江東区,森下四丁目,-,東京都江東区森下4-23-9,35.68775,139.80465,ひまり薬局 菊川店,https://byoinnavi.jp/pharm/260652
江東区,塩浜二丁目,-,東京都江東区塩浜2-5-23 汐浜サンハイツ1F,35.66159,139.80564,杏林堂薬局 深川店,https://byoinnavi.jp/pharm/263831
江東区,塩浜二丁目,-,東京都江東区塩浜2-5-23,35.66159,139.80565,杏林堂薬局深川店,https://byoinnavi.jp/pharm/204225
江東区,白河三丁目,-,東京都江東区白河3-4-3,35.68216,139.80576,マツモトキヨシ・ドラックストア清澄白河3丁目店,https://byoinnavi.jp/pharm/204258
江東区,森下四丁目,-,東京都江東区森下4-11-8,35.68639,139.80601,タカラ薬局森下,https://byoinnavi.jp/pharm/204319
江東区,平野三丁目,-,東京都江東区平野3-2-10,35.67674,139.80628,フラワー薬局木場店,https://byoinnavi.jp/pharm/204255
江東区,木場五丁目,-,東京都江東区木場5-4-10,35.66959,139.80707,ランド薬局,https://byoinnavi.jp/pharm/204185
江東区,木場六丁目,-,東京都江東区木場6-13-12 コーポ千代乃1F,35.66838,139.80709,杏林堂薬局 木場店,https://byoinnavi.jp/pharm/263832
江東区,木場六丁目,-,東京都江東区木場6-13-12,35.66838,139.80709,杏林堂薬局木場店,https://byoinnavi.jp/pharm/204187
江東区,木場五丁目,-,東京都江東区木場5-8-8,35.67120,139.80826,木場サンテ薬局,https://byoinnavi.jp/pharm/204186
江東区,森下五丁目,-,東京都江東区森下5-14-1,35.68604,139.80873,ドラッグダイシン,https://byoinnavi.jp/pharm/204322
江東区,東陽三丁目,-,東京都江東区東陽3-2-10,35.66878,139.80879,さいとう薬局みなみ店,https://byoinnavi.jp/pharm/204241
江東区,辰巳一丁目,-,東京都江東区辰巳1-9-51,35.64988,139.80976,タツミ薬局,https://byoinnavi.jp/pharm/204299
江東区,東陽三丁目,-,東京都江東区東陽3-5-6,35.66912,139.81042,(株)斎藤薬局,https://byoinnavi.jp/pharm/204245
江東区,東陽一丁目,-,東京都江東区東陽1-16-14,35.66738,139.81058,キクチ薬品,https://byoinnavi.jp/pharm/204237
江東区,東陽三丁目,-,東京都江東区東陽3-15-2,35.67024,139.81121,三木青雲堂薬局,https://byoinnavi.jp/pharm/204240
江東区,猿江一丁目,-,東京都江東区猿江1-18-18,35.68659,139.81122,クスリのナカモト,https://byoinnavi.jp/pharm/204189
江東区,毛利一丁目,-,東京都江東区毛利1-1-14,35.69054,139.81195,かちどき薬局毛利店,https://byoinnavi.jp/pharm/204309
江東区,毛利一丁目,-,東京都江東区毛利1-2-10,35.69044,139.81217,ヘルス薬局,https://byoinnavi.jp/pharm/204310
江東区,住吉一丁目,-,東京都江東区住吉1-19-1,35.69015,139.81317,ひなた薬局,https://byoinnavi.jp/pharm/204203
江東区,東陽三丁目,-,東京都江東区東陽3-23-3,35.66989,139.81326,スター調剤薬局,https://byoinnavi.jp/pharm/204242
江東区,住吉一丁目,-,東京都江東区住吉1-15-11,35.68937,139.81335,どらっぐぱぱす 住吉店,https://byoinnavi.jp/pharm/204202
江東区,住吉二丁目,-,東京都江東区住吉2-10-13,35.68906,139.81374,漢方けづか薬局,https://byoinnavi.jp/pharm/204204
江東区,扇橋二丁目,-,東京都江東区扇橋2-1-3,35.68299,139.81405,ヒロ薬局さくらべーる,https://byoinnavi.jp/pharm/286052
江東区,猿江二丁目,-,東京都江東区猿江2-5-4,35.68649,139.81414,サルエ薬局,https://byoinnavi.jp/pharm/204190
江東区,住吉二丁目,-,東京都江東区住吉2-12-8,35.68969,139.81445,サカエ薬品,https://byoinnavi.jp/pharm/204205
江東区,扇橋二丁目,-,東京都江東区扇橋2-1-7,35.68278,139.81447,扇橋薬局,https://byoinnavi.jp/pharm/204193
江東区,東陽三丁目,-,東京都江東区東陽3-27-32,35.66979,139.81508,くすりの福太郎 東陽町店,https://byoinnavi.jp/pharm/204244
江東区,千田,-,東京都江東区千田7-9,35.68164,139.81530,タイガー薬局,https://byoinnavi.jp/pharm/204192
江東区,住吉二丁目,-,東京都江東区住吉2-7-13,35.68824,139.81547,くすりの福太郎 住吉店,https://byoinnavi.jp/pharm/204207
江東区,東陽六丁目,-,東京都江東区東陽6-3-2,35.67438,139.81558,(株)オフィス・タニグチ,https://byoinnavi.jp/pharm/204250
江東区,潮見二丁目,-,東京都江東区潮見2-1-18,35.66011,139.81607,あけぼの薬局潮見店,https://byoinnavi.jp/pharm/204226
江東区,東陽三丁目,-,東京都江東区東陽3-27-17,35.67069,139.81614,ラクダ薬局,https://byoinnavi.jp/pharm/204243
江東区,千田,-,東京都江東区千田22-1,35.68023,139.81620,ヒロ薬局,https://byoinnavi.jp/pharm/204191
江東区,扇橋二丁目,-,東京都江東区扇橋2-17-3,35.68411,139.81628,ベイ薬局扇橋店,https://byoinnavi.jp/pharm/204194
江東区,東陽四丁目,-,東京都江東区東陽4-10-3,35.67123,139.81652,タカラ薬局東陽,https://byoinnavi.jp/pharm/204246
江東区,東陽二丁目,-,東京都江東区東陽2-4-26 飯田ビル1F,35.66859,139.81669,杏林堂薬局 東陽町店,https://byoinnavi.jp/pharm/263830
江東区,東陽二丁目,-,東京都江東区東陽2-4-26,35.66859,139.81669,杏林堂薬局,https://byoinnavi.jp/pharm/204239
江東区,千石二丁目,-,東京都江東区千石二丁目10番6号,35.67845,139.81714,南山堂薬局 江東千石店,https://byoinnavi.jp/pharm/277710
江東区,東陽四丁目,-,東京都江東区東陽4-8-22,35.67096,139.81724,さち薬局,https://byoinnavi.jp/pharm/253740
江東区,東陽二丁目,-,東京都江東区東陽2-3-20,35.66793,139.81819,ケーアイファーマシータウンセンター店,https://byoinnavi.jp/pharm/204238
江東区,東陽四丁目,-,東京都江東区東陽4-5-18,35.67048,139.81830,かねまん薬品東陽町店,https://byoinnavi.jp/pharm/204248
江東区,東陽四丁目,-,東京都江東区東陽4-5-15,35.66995,139.81909,アスコ薬局,https://byoinnavi.jp/pharm/204247
江東区,東陽四丁目,-,東京都江東区東陽4-5-15,35.67018,139.81912,トレンドファーマ株式会社 ユーワ薬局 東陽町駅前店,https://byoinnavi.jp/pharm/266169
江東区,東陽四丁目,-,東京都江東区東陽4-6-2,35.67009,139.81930,ミキ薬局東陽店,https://byoinnavi.jp/pharm/204249
江東区,扇橋三丁目,-,東京都江東区扇橋3-5-7,35.68238,139.81977,松田薬局 扇橋店,https://byoinnavi.jp/pharm/204195
江東区,南砂二丁目,-,東京都江東区南砂2-6-3サンライズ東陽ビルB1F,35.67238,139.81986,ファミリー薬局東陽町店,https://byoinnavi.jp/pharm/204211
江東区,亀戸二丁目,-,東京都江東区亀戸2-1-12,35.69756,139.82024,マツモトキヨシ 亀戸店,https://byoinnavi.jp/pharm/204260
江東区,亀戸三丁目,-,東京都江東区亀戸3-2-12,35.70171,139.82040,杉下薬局,https://byoinnavi.jp/pharm/204268
江東区,亀戸二丁目,-,東京都江東区亀戸2-7-10,35.70133,139.82065,(有)杉原達二商店,https://byoinnavi.jp/pharm/204265
江東区,亀戸三丁目,-,東京都江東区亀戸3-19-14,35.70385,139.82082,植村薬品商会,https://byoinnavi.jp/pharm/204267
江東区,大島一丁目,-,東京都江東区大島1-1-5,35.68595,139.82106,フロンティア薬局大島店,https://byoinnavi.jp/pharm/204152
江東区,亀戸三丁目,-,東京都江東区亀戸3-46-2,35.70193,139.82263,クローバー薬局,https://byoinnavi.jp/pharm/204269
江東区,亀戸二丁目,-,東京都江東区亀戸2-8-12,35.70142,139.82291,クスリ・マイティ・亀戸店,https://byoinnavi.jp/pharm/204266
江東区,南砂二丁目,-,東京都江東区南砂2-3-19,35.67205,139.82305,南砂サンテ薬局,https://byoinnavi.jp/pharm/204210
江東区,大島一丁目,-,東京都江東区大島1-9-8,35.68905,139.82321,(株)フォーラル,https://byoinnavi.jp/pharm/204157
江東区,亀戸三丁目,-,東京都江東区亀戸3-50-4,35.70450,139.82348,ベイ薬局,https://byoinnavi.jp/pharm/204270
江東区,南砂一丁目,-,東京都江東区南砂1-10-2,35.67898,139.82349,外山薬局南砂店,https://byoinnavi.jp/pharm/204208
江東区,亀戸二丁目,-,東京都江東区亀戸2-43-2,35.70138,139.82384,十二調剤薬局,https://byoinnavi.jp/pharm/204264
江東区,亀戸二丁目,-,東京都江東区亀戸2-25-7,35.69885,139.82425,(有)シバタ薬局 亀戸店,https://byoinnavi.jp/pharm/204262
江東区,大島一丁目,-,東京都江東区大島1-29-5,35.68916,139.82457,林薬局,https://byoinnavi.jp/pharm/204153
江東区,亀戸二丁目,-,東京都江東区亀戸2-37-9,35.70094,139.82514,くすりセイジョー亀戸店,https://byoinnavi.jp/pharm/204263
江東区,亀戸二丁目,-,東京都江東区亀戸2-20-7,35.69773,139.82534,マツモトキヨシ亀戸駅前店,https://byoinnavi.jp/pharm/204261
江東区,北砂二丁目,-,東京都江東区北砂2-17-1,35.68253,139.82561,はなまる薬局 北砂店,https://byoinnavi.jp/pharm/275850
江東区,亀戸四丁目,-,東京都江東区亀戸4-18-4,35.70110,139.82563,サンメディック薬局亀戸店,https://byoinnavi.jp/pharm/204272
江東区,亀戸五丁目,-,東京都江東区亀戸5-15-3,35.70004,139.82580,マツモトキヨシ 亀戸北口店,https://byoinnavi.jp/pharm/204275
江東区,大島二丁目,-,東京都江東区大島2-34-9,35.69232,139.82584,スマイル調剤薬局,https://byoinnavi.jp/pharm/204158
江東区,大島二丁目,-,東京都江東区大島2-38-15,35.69050,139.82588,くすりの福太郎 西大島店,https://byoinnavi.jp/pharm/204161
江東区,大島二丁目,-,東京都江東区大島2-37-9,35.69138,139.82601,大島薬局,https://byoinnavi.jp/pharm/204160
江東区,亀戸六丁目,-,東京都江東区亀戸6-25-3,35.69593,139.82604,松江堂薬局,https://byoinnavi.jp/pharm/204278
江東区,亀戸五丁目,-,東京都江東区亀戸5-1-1,35.69760,139.82606,ハック アトレ亀戸店,https://byoinnavi.jp/pharm/204273
江東区,亀戸六丁目,-,東京都江東区亀戸6-13-3,35.69491,139.82614,のぞみ薬局,https://byoinnavi.jp/pharm/204277
江東区,亀戸四丁目,-,東京都江東区亀戸4-18-11,35.70154,139.82617,わかば薬局,https://byoinnavi.jp/pharm/204271
江東区,大島一丁目,-,東京都江東区大島1-33-12,35.68890,139.82620,ミキ薬局西大島店,https://byoinnavi.jp/pharm/204154
江東区,大島一丁目,-,東京都江東区大島1-33-15ネルフマスヤマビル1F,35.68848,139.82621,和光薬局西大島店,https://byoinnavi.jp/pharm/204155
江東区,大島三丁目,-,東京都江東区大島3-4-3,35.69210,139.82632,原田薬局 西大島店,https://byoinnavi.jp/pharm/265468
江東区,亀戸六丁目,-,東京都江東区亀戸6-26-5,35.69626,139.82635,平成薬局亀戸店,https://byoinnavi.jp/pharm/204279
江東区,亀戸六丁目,-,東京都江東区亀戸6-12-1 ディナ・スカーラ亀戸,35.69467,139.82640,有限会社モネット サン薬局,https://byoinnavi.jp/pharm/283660
江東区,南砂三丁目,-,東京都江東区南砂3-4-7,35.67348,139.82670,(株)寺尾薬局,https://byoinnavi.jp/pharm/204212
