指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67991,139.6977,明治神宮宝物殿,東西橋廊（西橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67994,139.6974,明治神宮宝物殿,東西倉(西倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.67994,139.6979,明治神宮宝物殿,中倉,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68005,139.6982,明治神宮宝物殿,東西橋廊（東橋廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68009,139.6979,明治神宮宝物殿,北廊,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68009,139.6983,明治神宮宝物殿,東西渡廊（東渡廊）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68018,139.6978,明治神宮宝物殿,車寄,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68018,139.6984,明治神宮宝物殿,東西倉(東倉）,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1番1号,35.68029,139.6978,明治神宮宝物殿,事務所,国宝・重要文化財(建造物),重要文化財,近代／文化施設,-,大正,20110620,-,-,-,-
渋谷区,東二丁目,-,東京都渋谷区東2-9,35.6535,139.7111,群書類従版木,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19570219,-,社団法人温故学会,社団法人温故学会,-
渋谷区,東二丁目,-,東京都渋谷区東2-9-1,35.65433,139.7113,温故学会会館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20000428,-,-,公益社団法人温故学会,-
渋谷区,東三丁目,-,東京都渋谷区東3-3-3,35.65182,139.7121,渋谷区立広尾小学校,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20000428,-,-,渋谷区,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,石枕（立花二箇共）,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19740608,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,金葉和歌集（二奏本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19820605,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,久我家文書,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,平安～明治,19880606,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,神皇正統記〈上中下／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19360506,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,朝野群載〈巻第一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19360506,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,梁塵秘抄口伝集巻第十残巻,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19930610,-,國學院大学,國學院大学,-
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,35.65564,139.712,令義解〈神祇令第六／僧尼令第七〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,南北朝,19360506,-,國學院大学,國學院大学,-
渋谷区,代々木四丁目,-,東京都台東区上野公園13-9,35.681484,139.690668,剣〈銘江州甘呂俊長／延文五年庚子〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,南北朝,19780615,-,東京国立博物館,文化庁,-
渋谷区,東一丁目,-,東京都日野市大坂上4-1-1,35.65727,139.709,拾遺和歌集〈上（寂恵本）／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19700525,-,実践女子学園図書館,学校法人実践女子学園,-
港区,東新橋一丁目,虎ノ門広域,東京都港区東新橋１丁目５?３ 旧新橋停車場,35.66598,139.761461,旧新橋停車場跡及び高輪築堤跡,-,史跡名勝天然記念物,史跡,-,-,-,19650512,-,-,-,-
港区,三田二丁目,-,東京都台東区上野公園13-9 東京国立博物館,35.64923,139.7428,秋草文壺,-,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,平安,19490218,19530331,東京国立博物館,学校法人慶應義塾,-
港区,高輪三丁目,-,東京都港区,35.63423,139.7351,東禅寺,-,史跡名勝天然記念物,史跡,-,-,近世,20100222,-,-,-,-
港区,元麻布三丁目,-,東京都港区,35.65671,139.7305,菊池氏茶室（■(石偏に間)居）庭園,-,登録記念物,登録記念物（名勝地関係）,-,-,昭和40年,20170209,-,-,-,-
港区,海岸一丁目,-,東京都港区海岸一丁目,35.65486,139.7586,旧芝離宮庭園,-,史跡名勝天然記念物,名勝,-,-,-,19790625,-,-,-,-
港区,元赤坂二丁目,-,東京都港区元赤坂二丁目1番1号,35.68021,139.7287,旧東宮御所（迎賓館赤坂離宮）,旧東宮御所（迎賓館赤坂離宮）,国宝・重要文化財(建造物),国宝,近代／住居,-,明治,20091208,-,-,内閣府,-
港区,元麻布三丁目,-,東京都港区元麻布3丁目8?35,35.656353,139.730475,菊池家住宅茶室,-,登録有形文化財(建造物),住宅,建築物,-,昭和中,20160801,-,-,-,-
港区,元麻布三丁目,-,東京都港区元麻布3丁目8?35,35.656353,139.730475,菊池家住宅茶室待合,-,登録有形文化財(建造物),住宅,建築物,-,昭和中,20160801,-,-,-,-
港区,元麻布三丁目,-,東京都港区元麻布3丁目8?35,35.656353,139.730475,菊池家住宅茶室門及び塀,-,登録有形文化財(建造物),住宅,その他工作物,-,昭和中,20160801,-,-,-,-
港区,元麻布一丁目,-,東京都港区元麻布一丁目,35.65325,139.7332,善福寺のイチョウ,-,史跡名勝天然記念物,天然記念物,-,-,-,19261020,-,-,-,-
港区,虎ノ門一丁目,虎ノ門,東京都港区虎ﾉ門1-21,35.668222,139.750691,虎ノ門大坂屋砂場店舗,-,登録有形文化財(建造物),産業3次,建築物,-,大正,20110725,-,-,-,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,徐公文集（宋刊本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19490218,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,宋版韓集挙正,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19640526,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,宋版大唐三蔵取経詩話（高山寺本）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,南宋,19590627,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,短刀〈銘則重／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19310119,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,東大寺文書〈（二十四通）／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,奈良～鎌倉,19600609,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,寿老図六角皿〈尾形乾山作／尾形光琳画〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19390527,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.666944,139.743311,長生殿蒔絵手筥,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19330123,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.66694,139.7433,石造如来立像,-,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,北魏,19591218,-,財団法人大倉文化財団,財団法人大倉文化財団,-
港区,虎ノ門二丁目,虎ノ門,東京都港区虎ﾉ門2-10-3,35.66707,139.7433,大倉集古館陳列館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,19980902,-,-,財団法人大倉文化財団,-
港区,虎ノ門四丁目,虎ノ門,東京都港区虎ﾉ門4-1-35,35.66597,139.7442,菊池寛実記念智美術館別館,-,登録有形文化財(建造物),住宅,建築物,-,大正,20031201,-,-,株式会社南悠商社,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66286,139.7423,大橋茶寮表門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66289,139.7421,大橋茶寮茶室葵,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66279,139.7421,大橋茶寮茶室桂,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66275,139.7423,大橋茶寮茶室守貧庵,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66281,139.7423,大橋茶寮茶室如庵写,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66289,139.7423,大橋茶寮茶室山吹,-,登録有形文化財(建造物),産業3次,建築物,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66282,139.7422,大橋茶寮中門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66275,139.7422,大橋茶寮不老門,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,虎ノ門五丁目,虎ノ門,東京都港区虎ﾉ門5-6-6,35.66275,139.7423,大橋茶寮塀,-,登録有形文化財(建造物),産業3次,その他工作,-,昭和中,20060803,-,-,-,-
港区,港南四丁目,-,東京都港区港南4-5-7,35.62512,139.7491,東京水産大学雲鷹丸,-,登録有形文化財(建造物),その他,その他工作,-,明治,19981211,-,-,国立大学法人東京海洋大学,-
港区,高輪二丁目,-,東京都港区高輪二丁目,35.63741,139.7357,浅野長矩墓および赤穂義士墓,-,史跡名勝天然記念物,史跡,-,-,-,19220308,-,-,-,-
港区,高輪二丁目,-,東京都港区高輪二丁目,35.63951,139.7406,高輪大木戸跡,-,史跡名勝天然記念物,史跡,-,-,-,19280207,-,-,-,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,岩偶,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,縄文,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,岩版,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,縄文,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,後鳥羽院御抄〈并／〉越部禅尼消息,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,南北朝,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,相良家文書,-,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉～江戸,19770611,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,大かうさまくんきのうち〈太田牛一筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,江戸,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,対馬宗家関係資料,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸～明治,20080710,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45,35.64923,139.7428,武蔵国日吉矢上古墳出土品,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19400503,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,三田二丁目,-,東京都港区三田2-15-45 慶應義塾図書館 ,35.64912,139.7435,解剖存真図（南小柿寧一筆）,-,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,20030529,-,慶應義塾図書館,学校法人慶應義塾,-
港区,三田四丁目,-,東京都港区三田4-8-19,35.64261,139.7382,キリスト友会フレンズセンター,-,登録有形文化財(建造物),宗教,建築物,-,大正,20051226,-,-,宗教法人キリスト友会日本年会,-
港区,三田四丁目,-,東京都港区三田四丁目,35.64413,139.7376,荻生徂徠墓,-,史跡名勝天然記念物,史跡,-,-,-,19490713,-,-,-,-
港区,三田二丁目,-,東京都港区三田二丁目15番45号,35.64829,139.7422,慶応義塾図書館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19690312,-,-,学校法人慶応義塾,-
港区,三田二丁目,-,東京都港区三田二丁目15番45号,35.64829,139.7422,慶応義塾三田演説館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19670615,-,-,学校法人慶応義塾,-
港区,芝公園一丁目,-,東京都港区芝公園1-8-16,35.65724,139.751,廣度院表門及び練塀,-,登録有形文化財(建造物),宗教,その他工作,-,江戸,19981211,-,-,廣度院,-
港区,芝公園一丁目,-,東京都港区芝公園1-8-9,35.65763,139.752,常照院本堂内陣,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人常照院,-
港区,芝公園四丁目,-,東京都港区芝公園4-407-6,35.65857,139.7454,東京タワー,-,登録有形文化財(建造物),産業3次,その他工作物,-,昭和中,20130621,-,-,株式会社 東京タワー,-
港区,芝公園四丁目,-,東京都港区芝公園4-9-8,35.65396,139.7468,妙定院上土蔵,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人妙定院,-
港区,芝公園四丁目,-,東京都港区芝公園4-9-8,35.65389,139.7468,妙定院熊野堂,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人妙定院,-
港区,芝公園三丁目,虎ノ門,東京都港区芝公園三丁目3番,35.65915,139.7503,有章院（徳川家継）霊廟二天門,-,国宝・重要文化財(建造物),重要文化財,近世以前／神社,-,江戸中期,19300523,-,-,-,-
港区,芝公園四丁目,-,東京都港区芝公園四丁目7番35号,35.65724,139.75,増上寺三解脱門,-,国宝・重要文化財(建造物),重要文化財,近世以前／寺院,-,江戸前期,19150326,-,-,増上寺,-
港区,芝公園四丁目,-,東京都港区芝公園四丁目8番2号,35.65613,139.7498,旧台徳院霊廟惣門,-,国宝・重要文化財(建造物),重要文化財,近世以前／神社,-,江戸前期,19300523,-,-,-,-
港区,芝公園二丁目,-,東京都港区芝公園二丁目11-1,35.656572,139.750808,常行院納骨堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和前,20220217,-,-,常行院,-
港区,新橋二丁目,虎ノ門広域,東京都港区新橋2-5-2,35.66794,139.7561,堀商店,-,登録有形文化財(建造物),産業3次,建築物,-,昭和前,19980421,-,-,-,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4,35.666656,139.729694,紙本著色酒伝童子絵巻〈狩野元信筆／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,20150904,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,色絵花鳥文八角大壺〈伊万里／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19960627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,色絵五艘船図大平鉢〈伊万里／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19970630,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,小倉山蒔絵硯箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19530331,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66645,139.7304,清水・住吉図蒔絵螺鈿西洋双六盤,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,19770611,-,サントリー美術館,-,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,桐竹鳳凰蒔絵文台及硯箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,19610217,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,紙本著色三十六歌仙切〈（順）／佐竹家伝来〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19360506,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,紙本著色四季花鳥図〈／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19840606,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,染付松樹文三脚皿〈鍋島／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,20001204,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,浮線綾螺鈿蒔絵手箱,-,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19640526,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,紙本墨画善教房絵詞,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19340130,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,紙本金地著色泰西王侯騎馬図〈／四曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,桃山,19590627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂九丁目,六本木,東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞｻﾝﾄﾘｰ美術館 ,35.66684,139.7307,紙本金地著色南蛮人渡来図〈／六曲屏風〉,-,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19960627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂四丁目,赤坂,東京都港区赤坂四丁目10番36号,35.675128,139.733486,武家屋敷門,-,国宝・重要文化財(建造物),重要文化財,近世以前／住宅,-,江戸末期,19470226,-,-,学校法人山脇学園,-
港区,台場一丁目,-,東京都港区台場一丁目,35.63354,139.772,品川台場,-,史跡名勝天然記念物,史跡,-,-,-,19261020,-,-,-,-
港区,東麻布一丁目,-,東京都港区東麻布1-1-5,35.65802,139.7443,心光院表門,-,登録有形文化財(建造物),宗教,建築物,-,江戸,20011120,-,-,宗教法人心光院,-
港区,東麻布一丁目,-,東京都港区東麻布一丁目1-1,35.65815,139.7444,心光院本堂,-,登録有形文化財(建造物),宗教,建築物,-,昭和中,20170502,-,-,宗教法人心光院,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,秋野蒔絵手箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,蘆屋松梅図真形釜,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,飛鳥井雅経筆懐紙（詠暁紅葉和歌）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,雨漏茶碗,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,朝鮮,李朝,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,一山一寧墨蹟（正和丙辰十月下澣）,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,井戸茶碗（柴田）,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,朝鮮,李朝,19520329,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,色絵山寺図茶壺〈仁清作／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,春日山蒔絵硯箱,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,堅手茶碗（長崎）,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,朝鮮,李朝,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,唐物肩衝茶入〈銘松屋／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,観世音菩薩受記経,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,観普賢経〈（裝飾経）／〉,-,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,平安,<NULL>,19750612,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,犠首饕餮〓竜文尊〈図形文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,-,財団法人根津美術館,-,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,犠首饕餮〓竜文方罍〈図形文字一／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,中国,殷,19700525,-,財団法人根津美術館,-,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,居涇和尚墨蹟〈弔白雲恵曉偈／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,金襴手下蕪花生,-,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,明,19550622,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,月?文明墨蹟〈拈香語／〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19591208,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,月江正印墨蹟〈玉泉字号偈／至正八年仲冬〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山六丁目,-,東京都港区南青山6-5-1,35.66225,139.717,月江正印墨蹟〈与楚雙峯偈語／至正三年二月十八日〉,-,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19710622,-,公益財団法人根津美術館,公益財団法人根津美術館,-
