指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2023/3/21,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,（2020年度：340件、2021年度：343件、2022年度：344件）,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4-5-9 青山ビルB1,35.65864,139.709166,Aoyama Tunnel[House Techno Jazz Disco ],ラウンジ,Jazz ･ Techno ･ House ･ Disco,-,月-木19:00-03:00 / 金-土20:00-06:00,-,-,2800円,http://aoyama-tunnel.com/
港区,南青山一丁目,-,東京都港区南青山1-15-18 リーラ乃木坂B1F,35.668118,139.72686,Club CACTUS[Reggae ],CLUB,Reggae,03-3408-9577,月-金 18:00-MIDNIGHT / 土 22:00-05:00,不定休,120人前後,3500円,http://www.clubcactus.jp/
渋谷区,渋谷四丁目,-,東京都渋谷区渋谷4-5-9 青山ビル1F,35.658653,139.70919,RED BAR[House Techno ],バー,Techno ･ House ･ etc.,03-5888-5847,平日 20:00-05:00 / 週末 20:00-08:00 ※変動する場合あり,日,40名未満,1000円～2500円,http://www.redbar-tokyo.com/
港区,南青山六丁目,-,東京都港区南青山6-3-16 ライカビル,35.661197,139.716214,BLUE NOTE TOKYO[Others POPs Jazz ],ジャズクラブ,Others ･ POPs ･ Jazz,03-5485-0088,月-金 17:00-24:00 / 土･日･祝 15:30-23:00,不定休,300人,8500円,http://www.bluenote.co.jp/
港区,南青山五丁目,-,東京都港区南青山5-11-9 レキシントン青山ビルB1F,35.661877,139.712553,IDOL[House Others Electronic Disco ],カフェ ･ イベントスペース,House ･ Electronic ･ Others ･ Disco,03-6427-4779,火-土 11:30-23:00日 11:30-18:00※イベント等により変動あり,月,148坪,カフェ1200円 / イベント時3000円前後,http://idoltokyo.com/
港区,南青山五丁目,-,東京都港区南青山5-6-23 スパイラルB1F,35.663712,139.711617,CAY[Live All Genre ],ライブレストラン,All Genre ･ Live,03-3498-7840,11:30～24:00,不定休,Restaurant営業100名 / LIVE営業300名,Lunch 1000円 / Dinner 3500円 / Charge 500円～,http://www.aoyama-cay.com/
港区,南青山六丁目,-,東京都港区南青山6-10-12 フェイス南青山1F,35.65927,139.715219,Future SEVEN[Others ],イベントスペース,Others,03-6861-7777,-,-,250人,-,http://future7.jp/index.html
港区,南青山四丁目,-,東京都港区南青山4-9-1 シンプル青山ビルB1F,35.667342,139.718153,月見ル君想フ[Live POPs R&B Jazz Funk ],ライブハウス,Live ･ POPs ･ R&B ･ Jazz ･ Funk ･ etc.,03-5474-8115,14:00-22:00,-,150人,-,http://www.moonromantic.com/
港区,南青山六丁目,-,東京都港区南青山6-2-9 NYKビルB1F / B2F,35.660855,139.715525,ever[HipHop House Techno Allmix R&B EDM Electro ],CLUB,House ･ Techno ･ HipHop ･ Allmix ･ R&B ･ EDM ･ Electro,03-5774-1380,23:00-ミッドナイト※イベントにより異なる場合があります。必ず事前にご確認下さい。,-,180人,-,http://www.ever-site.com/
港区,北青山一丁目,-,東京都港区北青山1-4-5 VORT青山1丁目Duals B1F,35.672234,139.721739,RizM[Live Others POPs Rock Folk ],ライブハウス,POPs ･ Live ･ Folk ･ Rock ･ Others,03-6804-5925,※公演ごとに異なる,-,250人,-,-
港区,南青山六丁目,-,東京都港区南青山6-7-14 チガー南青山B1,35.659423,139.717171,REDSHOES[Live Rock ],バー,Rock ･ Live,03-3486-1169,火-土 19:00-04:00 / 日 19:00-24:00※変更となる可能性あり。事前にご確認下さい,月,100名以下 (立),5000円,http://www.redshoes.jp/
渋谷区,神宮前五丁目,-,東京都渋谷区神宮前5-47-6 B1F,35.663912,139.707939,Tokyo Salon[Allmix Live Others ],パーティーラウンジ ･ バー,Live ･ Allmix ･ Others,Closed,火-土19:00～,日 ･ 月,300人,4500円,-
港区,南青山五丁目,-,東京都港区南青山5-8-10 コモド南青山ビル8F,35.662507,139.712059,Le Donjon M[HipHop House Trance Techno R&B Jazz ],バー,Techno ･ Trance ･ House ･ HipHop ･ Jazz ･ R&B,Closed,18:00-03:00,日 ･ 祝,30人,3000円,-
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-21-1 第二東亜会館B1-B2F,35.695223,139.701313,WARP SHINJUKU[HipHop House Techno Allmix DUBSTEP EDM BassMusic ],CLUB,Allmix ･ EDM ･ House ･ Techno ･ HipHop ･ Trap ･ DUBSTEP ･ BassMusic ･ etc.,03-6278-9197,19:00～ラスト,不定,メインフロア: 600名 / 全体: 1500名未満 (320坪),"男性3,000円～ / 女性2,000円",https://warp-shinjuku.jp/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-3 梅村ビル5F,35.694903,139.704088,ORIZURU[House Techno Dub ],クラブ,House ･ Techno ･ Dub ･ etc.,03-6273-9519,木 21:00-05:00金･土 21:00-05:00 / 06:00-10:00※変更の可能性がある為、事前に要確認,日,150人,"3,000円 ※目安",https://orizuru.club/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-7-1 J2ビルディングB1-B2F,35.69421,139.702752,CASABLANCA ex. CROSSOVER[HipHop House Trance Allmix Reggae POPs R&B Electro ],クラブバー,R&B ･ POPs ･ Reggae ･ HipHop ･ House ･ Trance ･ Allmix ･ Electro,03-6457-6501,20:00-05:00,無休,地下2階 150名 / 地下1階 30名程 (目算),"エントランス料 ※目安男性 1,000円～3,000円 / 女性 1,000円～",-
新宿区,新宿二丁目,-,東京都新宿区新宿2-18-5 石川ビル2F,35.69097,139.708035,NEW SAZAE[House R&B Disco Soul Funk 70s 80s ],バー ･ ディスコ,Soul ･ Funk ･ 70s ･ 80s ･ Disco ･ House ･ R&B ･ EUROBEAT ･ etc.,03-3354-1745,22:00-07:00 (週末･祝前),(日-木 ※2018年6月以降),-,2500円前後 (エントランス料 1000円)ドリンク 700円,https://twitter.com/newsazae1966
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-28-16 ウィザードセブンB1F,35.696114,139.703484,FATE[Others POPs Rock ],ライブハウス,POPs ･ V-ROCK ･ A-POP ･ Others,03-6278-9332,※ライブにより変動,-,150名,-,http://shinjukufate.net/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-23-13 第1大滝ビル5F,35.694305,139.70109,カブキラウンジ[HipHop Techno R&B Disco Soul Funk ],バー,HipHop ･ Disco ･ Soul ･ Funk ･ Techno ･ R&B,03-6205-5125,18:00-24:00 / 週末 18:00-05:00,年末年始,60名,3000円,http://kabukilounge.tokyo/
新宿区,新宿二丁目,-,東京都新宿区新宿2-14-16 タラクビル3F,35.690721,139.709524,DJ&VJ Bar 阿吽[HipHop House Techno Allmix EDM ],バー,Allmix ･ Techno ･ House ･ HipHop ･ EDM,070-6612-9014,金･土･祝前 20:00-05:00,不定休,20席 (立 50名),ファーストドリンク: 男性2000円 / 女性1000円※変更の可能性あり,http://a-un.bz/
新宿区,新宿三丁目,-,東京都新宿区新宿3-1-32 新宿ビル2号館3F,35.689766,139.706392,BAR 3R[Others Soul Funk Oldies ],バー,Soul ･ Funk ･ Oldies ･ Others,03-6380-5850,17:00-26:00 ※日により変動する可能性あり,不定休,20名前後 ※目算,"2,500円前後",https://www.facebook.com/pages/BAR-3R/978659105588323
新宿区,新宿二丁目,-,東京都新宿区新宿2-11-7 第33宮廷ビル2F,35.690396,139.707247,ARTY FARTY[All Genre ],バー,All Genre,03-5362-9720,19:00-5:00,-,-,2500円,http://www.arty-farty.net/
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-6-2 ヒルトン東京2F,35.692516,139.691084,ZATTA at ヒルトン東京[HipHop House Allmix Live POPs R&B Jazz Electro Acoustic NewAge ],バー,R&B ･ Jazz ･ POPs ･ HipHop ･ House ･ Allmix ･ Electro ･ NewAge ･ Live ･ Acoustic,03-3344-5111,11:00-25:00 / 週末 11:00-26:00(DJ･ライブ: 18:30～),無し,65席,夜 5000円～ / 昼 3000円,https://www.hiltontokyo.jp/restaurants/zatta
渋谷区,恵比寿西一丁目,-,東京都新宿区歌舞伎町1-10-3 G3ビル1F,35.6478,139.708107,Music Fashion Bar RUN[Allmix ],ミュージックバー,ALLMIX,03-6233-7903,20:00-04:00,日,150名,"5,000円",https://run-shinjuku.jp/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-36-3 アシベ会館B2F,35.695913,139.702354,ACB HALL[POPs Rock All Genre Acoustic ],ライブハウス,Rock ･ POPs ･ Acoustic ･ All Genre,03-3205-0901,公演により変動貸切対応 9:00-23:00,-,300名,-,http://acb-hall.jp/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-15-5 ビックレモンビルB2F,35.69413,139.701901,歌舞伎町 鶴千[POPs Rock Soul Funk 70s 80s BlackMusic ],ミュージックバー,BlackMusic ･ 70s ･ 80s ･ Soul ･ Funk ･ POPs ･ Rock ･ AOR ･ etc.,03-6233-7083,月-木: 18:00-03:00金･土: 18:00-05:00日: 18:00-24:00,不定,120名,"3,500円ドリンク1杯: 900円前後",https://www.kabutsuru.com/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-27-12 Lee2ビル4F-E,35.695774,139.703197,HONEY BEE[HipHop Reggae Soul ],バー,HipHop ･ Reggae ･ Soul ･ etc.,-,20:00-05:00 ※変動する可能性あり、要事前確認,-,15名前後 ※目算,"1,500円～3,000円",https://www.instagram.com/bar_honeybee/
新宿区,大久保二丁目,-,東京都新宿区大久保2-32-3 リスボンビルB1F,35.701467,139.702489,EARTHDOM[Live Psychedelic Others Rock Hardcore ],ライブハウス,Psychedelic ･ Others ･ Rock ･ punk ･ Hardcore ･ Live,03-3205-4469,開演時間により変動,-,350人,-,http://www1.odn.ne.jp/shinjuku-dom/index.html/dom.html
新宿区,新宿三丁目,-,東京都新宿区新宿3-35-1 小宮ビル5F,35.689835,139.703012,新宿ドゥースラー[Reggae Bass Dub Jungle DUBSTEP ],カフェバー,DUBSTEP ･ Jungle ･ Dub ･ Bass ･ Reggae,03-3356-5674,月-木18:00-02:00 / 金･土18:00-04:00 / 日18:00-24:00,無休,席数は30席。イベント時収容人数はMAX80人,2500円,http://duusraa.com/
新宿区,大久保二丁目,-,東京都新宿区大久保2-5-19 シティプラザ大久保B1F,35.702976,139.708173,HEAD POWER[Others POPs R&B Rock A-POP Folk Hardcore ],ライブハウス,Rock ･ POPs ･ Hardcore ･ R&B ･ A-POP ･ Folk ･ Others,03-6380-3769,15:00-22:00貸切可能 09:00-22:00 / 深夜23:00-05:00,不定,150名前後,-,http://headpower.tokyo/
新宿区,新宿二丁目,-,東京都新宿区新宿2-19-9 カドビルB1F,35.691743,139.707338,DJ BAR Heart[HipHop House Techno Allmix Disco ],DJバー,Disco ･ HipHop ･ House ･ Techno ･ Allmix ･ etc.,03-6384-1053,20:00-05:00,日,約215平米(※フロア総面積),"2,500円～ドリンク800円前後から",https://heart-tokyo.com/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-12-9 タテハナビルB2F,35.695397,139.702599,LOFT[Live POPs Rock Jazz Crossover ],ライブハウス,POPs ･ Live ･ Rock ･ Jazz ･ Crossover ･ etc.,03-5272-0382,※イベント･スケジュールにより異なる,-,500人,-,http://www.loft-prj.co.jp/LOFT/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-9-8 ASAHIビルB1F,35.69486,139.70349,DECABAR 超[Others ],バー,Allmix ･ Techno ･ Electro ･ EDM ･ Others,03-6273-8415,火曜～土曜日 18:00-05:00日・月 18:00-24:00,年中無休,120～150名 / 30席,"2,000円～",http://profile.ameba.jp/decadancebar/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-16-10 第27東京ビルB2F,35.693905,139.702102,GOLDEN EGG[Others POPs Rock Jazz Soul Funk ],ライブバー,Jazz ･ POPs ･ Soul ･ Funk ･ Rock ･ Others,03-3203-0405,平日 19:00前後から土日 ライブにより変動,無し,立 70人 / 座 ～50,2500円～,-
新宿区,新宿三丁目,-,東京都新宿区新宿3-8-5 イオヤビル4F,35.690827,139.706474,CURTIS[Reggae Jazz Soul Funk BlackMusic ],バー,BlackMusic ･ Funk ･ Soul ･ Jazz ･ Reggae ･ Afrobeat ･ etc.,03-3351-2714,19:00-06:00 ※変更となる場合あり、要確認,日,カウンター5席程、テーブル席あり,"2,000円前後～",https://curtis-shinjuku.jimdo.com/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-2-5 東陽ビルB2F,35.693708,139.703942,Zirco Tokyo[Others POPs Rock All Genre ],ライブハウス,All Genre ･ Rock ･ POPs ･ Others,03-6278-9190,※ライブにより変わる,不定,250人,-,http://zirco-tokyo.jp/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-6-13 良川ビル7 B1F,35.693816,139.702944,AL[HipHop All Genre ],イベント会場,HipHop ･ All Genre,03-3207-9664,15:00-05:00(外の貸切も応相談),無休,立 100人,2500円～,http://al-party-space.com/space/al/
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-16 セントフォービル1F,35.690483,139.707826,AISOTOPE LOUNGE[HipHop House Allmix POPs Disco ],ラウンジ,Allmix ･ Disco ･ HipHop ･ House ･ POPs ･ Others,03-6380-1504,バー20:00～ / イベント22:00～,無休,-,3000円,http://aliving.net/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-1-7 マルハビル3F,35.693968,139.704982,URACUE[HipHop House Techno Reggae Jazz Soul Funk ],バー,Reggae ･ HipHop ･ Soul ･ Funk ･ Jazz ･ Techno ･ House ･ etc.,-,20:00-06:00,-,12席,チャージ 800円ドリンク 600円～(イベント時のエントランス 1000円1D),https://twitter.com/BarURACUE
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-37-3 丸友ビルB1F,35.696053,139.701832,TOKYO LOOSE[HipHop House Trance Techno Reggae R&B Soul Latin ],バー ･ クラブ,Reggae ･ R&B ･ Techno ･ Trance ･ House ･ HipHop ･ Soul ･ Latin,03-3207-5677,20:00～,無休,150人,2300円,https://www.tokyoloose.com/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-25-6 永和第6ビルB1F,35.695477,139.703533,club SCIENCE[Live POPs Rock ],ライブハウス,Rock ･ POPs ･ Live,03-6233-9006,-,-,300人,-,http://club-science.com/
新宿区,新宿二丁目,-,東京都新宿区新宿2-11-4 ストークビル長崎1F,35.690281,139.707281,DRAGON MEN[All Genre ],ミュージックバー,All Genre,03-3341-0606,18:00-03:00 / 金･土 18:00-06:00,無し,200人,"600円～2,000円",https://www.dragonmen69.com/
新宿区,新宿二丁目,-,東京都新宿区新宿2-11-2 CASA VERDE 1F-B1F,35.690029,139.707817,EAGLE TOKYO BLUE[HipHop POPs R&B Electro ],ラウンジバー,Electro ･ HipHop ･ POPs ･ R&B ･ etc.,03-6876-8450,平日 21:00-04:00 / 金･土･日 18:00-04:00,無し,-,ドリンク700円～ (ノーチャージ),https://www.eagletokyo.com/
新宿区,上落合三丁目,-,東京都新宿区上落合3-9-10 三笠ビルB1F,35.710888,139.68392,soup[Others ],CLUB,Others,03-6909-3000,※イベントにより異なる,-,100人,-,http://ochiaisoup.com/
新宿区,新宿二丁目,-,東京都新宿区新宿2-18-1 第7天香ビル1F,35.690789,139.708301,AiiRO CAFE[House Allmix POPs Electro ],バー,House ･ Allmix ･ POPs ･ Electro,03-6273-0740,18:00-02:00金･土 05:00まで日 24:00まで,不定休,30名未満,2000円,https://twitter.com/aiirocafe
新宿区,新宿二丁目,-,東京都新宿区新宿2-5-15 第一山興ビルB1F,35.689215,139.707261,REGGAE CLUB OPEN[Live Reggae ],ミュージックバー,Reggae ･ Live,03-3226-8855,18:00～※スケジュールにより異なる。必ず事前にご確認下さい。,-,-,-,https://blogs.yahoo.co.jp/club_open/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-45-2 ジャストビル5F,35.696336,139.700508,Motion[Others POPs Rock All Genre ],ライブハウス,POPs ･ Rock ･ All Genre ･ Others,03-3209-1278,※毎ライブごとに変動,-,120人,-,http://motion-web.jp/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-13-7 Tokyo19ビルB1F,35.694601,139.702634,MUSIC BAR L.G[HipHop ],バー,HipHop ･ rap ･ J-POP ･ etc.,不明,20:00-06:00,無し,10名前後 ※目算,ドリンク 600円～ / フード 300円～,https://twitter.com/MUSICBARLG1
新宿区,新宿三丁目,-,東京都新宿区新宿3-10-9 FBビル1F,35.691286,139.706556,Soul Stream[Disco Soul Funk 70s ],バー,Soul ･ Funk ･ AOR ･ 70s ･ acid jazz ･ Fusion ･ Disco ･ Rare groove ･ etc.,03-3356-9600,19:00-03:00 / 週末 19:00-05:00 / 日･祝 19:00-01:00,火,20席 (立 25名),"3,000円前後",https://www.soulstream-bar.com/
新宿区,新宿三丁目,-,東京都新宿区新宿3-10-7 馬酔木ビル2F,35.691379,139.706317,Bar BaoBab[HipHop Reggae Jazz Soul Funk 80s ],バー,80s ･ Jazz ･ Soul ･ Funk ･ HipHop ･ Reggae ･ Rare groove,03-5368-0636,18:00-05:00 / 日 18:00-24:00,無し,30席 (立 40名前後),"3,000円",https://barbaobab.com/
新宿区,百人町一丁目,-,東京都新宿区百人町1-10-7 一番街ビルB1F,35.700312,139.699879,CLUB Voice[Rock Soul A-POP Acoustic Folk ],ライブハウス,Acoustic ･ A-POP ･ Soul ･ Rock ･ Folk ･ etc.,03-5338-0938,15:00-22:00まで ※ライブにより変わる,不定,150人,-,-
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-11 林ビル1F,35.690609,139.707642,BAR GOLDFINGER[Allmix ],バー,Allmix,03-6383-4649,月･水･木･日18:00-02:00金･土18:00-04:00,火,-,-,http://www.goldfingerparty.com/
新宿区,新宿二丁目,-,東京都新宿区新宿2-16-8 新宿北斗ビルB1F,35.691533,139.708618,NeoMasquerade[House Allmix R&B Dance Rock Disco Soul Funk ],DJBAR ･ CLUB,Allmix ･ House ･ Soul ･ Disco ･ Rock ･ Funk ･ Dance ･ R&B,03-5925-8680,火-木 19:00-24:00 / バー 24:00-05:00金･土･祝前 19:00-05:00日･祝 15:00-22:00※イベントにより変更の場合有,月 ※貸切除く,100人,3200円,http://neomasquerade.com/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-16-6 ポールスタービル7F,35.693956,139.701785,Garam[HipHop Reggae Disco ],クラブ,Reggae ･ HipHop ･ Disco,03-3205-8668,※スケジュールにより異なる,-,-,2500円,https://www.facebook.com/Reggae-CLUB-Garam-115363385216385/
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-4 アコードビルB1F,35.690559,139.707341,Live Freak[Others POPs Rock Hardcore ],ライブハウス,Hardcore ･ Rock ･ Punk ･ POPs ･ Others,03-3351-7542,※日程ごとに変動貸可能 13:00-22:00 / 深夜23:00-05:00,無し,200人,-,-
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-24-3 興和ビルB2F,35.695722,139.703623,HOLIDAY SHINJUKU[Live Rock ],ライブハウス,Rock ･ Live ･ etc.,03-5292-0591,※スケジュールにより異なる,-,450人,-,http://live-ban.com/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-45-2 カイダ第3ジャストビルB1F,35.696368,139.700408,Marble[Live Others POPs Rock ],ライブハウス,Rock ･ POPs ･ Live ･ Others,03-5272-3558,-,-,100人前後,-,http://marble-web.jp/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-45-4 第2与三郎ビル3F,35.696537,139.700396,あるけみすたぁ[A-POP ],バー,A-POP,03-6302-1724,19:00-24:00 / 金･土･祝前 19:00-05:00,無し,20席前後,3000円,http://www.alchemistar.jp/
新宿区,新宿四丁目,-,東京都新宿区新宿4-3-15 レイフラット新宿B1F,35.688627,139.703588,ANTIKNOCK[HipHop Rock HardRock HeavyMetal Hardcore ],ライブハウス,Hardcore ･ Punk ･ HeavyMetal ･ HardRock ･ Rock ･ HipHop ･ etc.,03-3350-5670,※ライブ時間は変動貸切可能 (目安)昼 9:00-14:00夜 15:00-22:00(平日)深夜 24:00-05:00,無し,250名,-,http://www.antiknock.net/
新宿区,新宿二丁目,-,東京都新宿区新宿2-12-1 ガーネットビル1F,35.69025,139.70797,ALAMAS CAFE[House Techno Others POPs Dance Disco Crossover ],カフェ ･ バー,Crossover ･ Techno ･ House ･ Disco ･ Dance ･ POPs ･ Others,03-6914-9215,月-木18:00-02:00 / 金･土18:00-05:00 / 日15:00-24:00,無休,-,2000円,http://aliving.net/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-20-1 ヒューマックスパビリオン新宿歌舞伎町7F,35.695817,139.701496,SHINJUKU FACE[Live Others All Genre ],イベントホール,Others ･ Live ･ All Genre,03-3200-1300,スケジュールによる,-,600人,-,http://shinjuku-face.com/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-42-16 第二大滝ビルB1F,35.697902,139.701851,SAMURAI[Live Others POPs Rock ],ライブハウス,POPs ･ Rock ･ Others ･ Live ･ etc.,03-5287-3390,※スケジュールによる,-,150人,-,http://live-samurai.jp/
新宿区,新宿一丁目,-,東京都新宿区新宿1-34-13 貝塚ビルB1F,35.69128,139.710938,Wild Side Tokyo[Live POPs Rock All Genre HeavyMetal ],ライブハウス,Live ･ POPs ･ Rock ･ All Genre ･ HeavyMetal,03-5919-8847,※ライブ開始時刻は変動箱貸 14:00-22:00,-,150人,-,http://ws-tokyo.com/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-45-1 第1トキワビルB1F,35.696321,139.700625,MARZ[House Techno Live Others Rock All Genre ],ライブハウス,Rock ･ All Genre ･ Others ･ House ･ Techno ･ Live,03-3202-8248,※スケジュールにより異なる,-,300人,-,http://www.marz.jp/
新宿区,百人町二丁目,-,東京都新宿区百人町2-1-1 K-PLAZA1 B2F,35.70143,139.702158,unique LABORATORY[A-POP K-POP ],CLUB ･ イベントスペース,A-POP ･ K-POP,Closed,-,-,150～200人,2500円,-
新宿区,高田馬場一丁目,-,東京都新宿区高田馬場1-17-16 スタープラザB1F,35.711988,139.707234,DJ Bar SIGNAL[HipHop Allmix Reggae Old school ],DJバー,HipHop ･ Old school ･ Reggae ･ Allmix,Closed,20:00-05:00,無休,50人,2000円,-
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-14-7 新宿ハヤシビル3F,35.694668,139.702189,DREAM STORE[Live Others All Genre ],ダイニングバー ･ イベントスペース,All Genre ･ Others ･ Live,03-5287-2286,17:00-25:00,無休,350人,4000円,http://dreamstore-shinjuku.jp/
新宿区,歌舞伎町二丁目,-,東京都新宿区歌舞伎町2-1-2 HANROKUビルB1F,35.694976,139.706381,NINE SPICES[Live All Genre ],ライブハウス,All Genre ･ Live,03-3205-1439,-,-,200人,-,http://9spices.rinky.info/
新宿区,西新宿六丁目,-,東京都新宿区西新宿6-5-1 アイランドホール2F,35.692686,139.692569,ReNY[Live All Genre ],ライブハウス,All Genre ･ Live,03-5990-5561,公演ごと変動,-,800人,-,http://ruido.org/reny/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-21-7 ヒューマックスパビリオン新宿アネックスB2F,35.695443,139.701019,BLAZE[Live Others POPs Rock ],ライブハウス,Live ･ POPs ･ Rock ･ Others,03-5155-5990,スケジュールにより変動,-,800人,-,http://shinjuku-blaze.com/
新宿区,高田馬場三丁目,-,東京都新宿区高田馬場3-3-8 B1F,35.713526,139.701646,AREA[Live POPs Rock HardRock HeavyMetal ],ライブハウス,Live ･ HardRock ･ Rock ･ POPs ･ HeavyMetal ･ etc.,Closed,公演により異なる,-,400人,-,-
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-13-11 甲斐ビルB1F,35.694308,139.70263,CLUB23 TOKYO[HipHop Allmix Reggae R&B ],バー,HipHop ･ Allmix ･ Reggae ･ R&B ･ EUROBEAT ･ etc.,Closed,20:00-05:00,不定,(70名未満 ※目算),"男性 2,000円～ / 女性 1,000円～",https://club23tokyo.jimdo.com/
新宿区,新宿五丁目,-,東京都新宿区新宿5-4-1 新宿Qフラットビル B1F,35.691954,139.7106,FNV[House Live Others POPs Rock All Genre ],ライブハウス,House ･ Live ･ Others ･ POPs ･ Rock ･ All Genre,03-5879-8145,※イベントにより異なる貸切: 日中 14:30-22:00 / 夜間 22:00-05:00,-,100人,3000円,http://f-n-valve.com/
新宿区,新宿五丁目,-,東京都新宿区新宿5-17-13 オリエンタルウェーブ 8/9F,35.692896,139.705177,Christon Cafe[House Trance Techno Electronic ],ダイニングバー,House ･ Electronic ･ Trance ･ Techno,Closed,17:00-23:30,無休,380席 / スタンディング300人,4000円,-
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-15-9 B1F,35.694186,139.702298,BE-WAVE[Others All Genre ],カフェ ･ バー,All Genre ･ Others,Closed,17:00-05:00,無休,-,-,http://be-wave.tokyo/rental-space/
新宿区,歌舞伎町一丁目,-,東京都新宿区歌舞伎町1-2-13 新光ビル2F B号室,35.694768,139.704391,CLUB & DJ BAR BUMP[All Genre ],CLUB ･ DJバー,ALL Genre,営業不明の為非表示,18:00～翌朝7:00Dinner Time 18:00～21:00Club Time 21:00～Last→Happy Hour 21:00～23:00(但し、イベント開催時は除く),年中無休,80人,2000円～2500円,-
中央区,銀座一丁目,-,東京都中央区銀座1-8-19 キラリトギンザ12F･RF,35.674333,139.768658,PLUSTOKYO[House Techno Disco DUBSTEP EDM Electro Drum&Bass BassMusic ],クラブ ･ ラウンジ,Techno ･ House ･ Drum&Bass ･ Electro ･ EDM ･ DUBSTEP ･ Disco ･ BassMusic ･ Trap ･ etc.,03-3563-3776,金 21:00-04:00更新の可能性あり、要事前確認,日･月,1000名以上(席数: 12階 148席 / 屋上 94席),"5,000円前後",http://plustyo.com/
中央区,銀座四丁目,-,東京都中央区銀座4-2-17 銀座111レジャービル B1F-1F,35.672873,139.764091,LAPIS TOKYO[HipHop Allmix R&B EDM ],CLUB,Allmix ･ R&B ･ EDM ･ HipHop ･ etc.,03-6228-6516,金･土･祝前日: 19:00-04:30特別なイベント等の事情により変動の場合あり、予めご確認下さい,日～木,地階 300人 / 1階 50人,"5,000円",http://lapis-tokyo.net/
中央区,銀座六丁目,-,東京都中央区銀座6-4-6 / 646ビル3F-6F,35.671333,139.761656,GENIUS TOKYO[HipHop Allmix Others Disco ],CLUB ･ ディスコ,Allmix ･ HipHop ･ Disco ･ Others,03-3571-5830,火-木 20:00-01:00金 20:00-04:00土 20:00-03:00,日曜と月曜はパーティーイベントのみ,800人,"4,000円～ (女性2,000円)",http://geniustokyo.jp/
中央区,銀座七丁目,-,東京都中央区銀座7-8-13 ブラウンプレイス4F,35.668928,139.761955,GINZA MUSIC BAR[HipHop Techno Rock Jazz Disco Soul Minimal Oldies NewWave ],バー,Jazz ･ Disco ･ Soul ･ Minimal ･ NewWave ･ HipHop ･ Techno ･ Rock ･ 80s ･ 90s ･ Oldies ･ etc.,03-3572-3666,18:00-28:00,日 ･ 祝,30名,"3,000円～",http://ginzamusicbar.com/
中央区,銀座四丁目,-,東京都中央区銀座4-3-5 ハトリビル4F,35.672289,139.764714,POP INN[HipHop Allmix Reggae R&B Disco Classics Soul Funk 80s 90s ],バー,R&B ･ HipHop ･ 90s ･ 80s ･ Funk ･ Soul ･ Classics ･ Disco ･ Reggae ･ Allmix,03-6271-0785,月-木 18:00-24:00 / 週末 18:00-02:00,日,25席 (立 40人),3800円,http://popinn.tokyo/
