指標名,食べログアワード受賞レストラン,,,,,,,,,,,,,
出典,The Tabelog Award 2023,,,,,,,,,,,,,
年次,2023年,,,,,,,,,,,,,
URL,https://award.tabelog.com/restaurants,,,,,,,,,,,,,
備考,（2019年度：275件、2020年度：208件、2021年度：211件、2022年度：147件）　※前年のThe Tabelog Award 2021では全536店舗受賞のうち、211店舗が対象。今年の2023では、全470店舗受賞のうち、147店舗が対象。,,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,アワード,受賞・選出歴,星数,口コミ数,夜予算,昼予算,URL
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2-3-18 建築家会館JIA館,35.67318,139.71272,傳,創作料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店,4.29,239 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1306/A130603/13046855/
港区,三田二丁目,-,東京都港区三田2-17-29 グランデ三田 B1F,35.64749,139.73996,日本料理 晴山,日本料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.44,705 件,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1314/A131402/13127807/
港区,北青山三丁目,-,東京都港区北青山3-13-1 北青山関根ビル B1F,35.66409,139.70947,日本料理 太月,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.04,436 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1306/A130602/13160021/
港区,南麻布四丁目,-,東京都港区南麻布4-5-66,35.65108,139.72372,長谷川 稔,イノベーティブ・フュージョン / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店,4.48,233 件,"￥50,000～￥59,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1307/A130703/13220575/
中央区,銀座六丁目,-,東京都中央区銀座6-7-6 ラペビル3階,35.67045,139.76271,はっこく,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.01,536 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1301/A130101/13217157/
新宿区,神楽坂五丁目,-,東京都新宿区神楽坂5-7,35.70219,139.73886,波濤,寿司 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.23,173 件,"￥40,000～￥49,999","￥30,000～￥39,999",https://tabelog.com/tokyo/A1309/A130905/13245540/
新宿区,四谷四丁目,-,東京都新宿区四谷4-8 ライオンズ四谷タワーゲート店舗棟 B1F,35.68802,139.71664,はらまさ,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,3.98,337 件,"￥20,000～￥29,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1309/A130903/13151542/
中央区,銀座八丁目,-,東京都中央区銀座8-3-1 銀座時傳ビル 6F,35.66929,139.75921,青空,寿司 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.35,290 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1301/A130103/13032283/
港区,高輪三丁目,-,東京都港区高輪3-2-8,35.63505,139.73282,パティスリー リョーコ,スイーツ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 スイーツ 百名店 2022 選出店 食べログ スイーツ TOKYO 百名店 2022 選出店 スイーツ 百名店 2020 選出店 食べログ スイーツ TOKYO 百名店 2020 選出店 スイーツ 百名店 2019 選出店 食べログ スイーツ TOKYO 百名店 2019 選出店 スイーツ 百名店 2018 選出店 食べログ スイーツ TOKYO 百名店 2018 選出店 スイーツ 百名店 2017 選出店 食べログ スイーツ 百名店 2017 選出店,4.12,812 件,-,-,https://tabelog.com/tokyo/A1316/A131603/13137010/
港区,東麻布一丁目,-,東京都港区東麻布1-7-9 ザ・ソノビル 102,35.65731,139.74345,東麻布 天本,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.62,431 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1314/A131401/13196420/
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2-19-12,35.67348,139.71015,樋口,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,3.98,149 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1306/A130601/13001215/
中央区,銀座一丁目,-,東京都中央区銀座1-21-14,35.67255,139.77076,フルタ,中華料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.44,233 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1313/A131301/13176780/
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2-5-4 SEIZAN外苑 B1,35.67239,139.71342,フロリレージュ,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.29,706 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1306/A130601/13093814/
渋谷区,恵比寿二丁目,-,東京都渋谷区恵比寿2-3-4,35.64804,139.71852,ペレグリーノ,イタリアン / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 イタリアン 百名店 2021 選出店 食べログ イタリアン TOKYO 百名店 2021 選出店,4.58,217 件,"￥80,000～￥99,999","￥50,000～￥59,999",https://tabelog.com/tokyo/A1303/A130302/13072775/
渋谷区,代々木四丁目,-,東京都渋谷区代々木4-22-17 クイーンズ代々木 1F,35.68128,139.69127,ボニュ,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.41,250 件,"￥80,000～￥99,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1304/A130401/13184186/
港区,三田一丁目,-,東京都港区三田1-10-16,35.65414,139.73793,薪鳥新神戸,焼鳥・鳥料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 焼鳥 百名店 2022 選出店 食べログ 焼鳥 百名店 2022 選出店,4.35,259 件,"￥20,000～￥29,999",-,https://tabelog.com/tokyo/A1307/A130702/13260471/
品川区,南大井三丁目,-,東京都品川区南大井3-11-5 MAKIMURA BLD 1F,35.59084,139.73543,まき村,日本料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.45,267 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1315/A131502/13003338/
港区,赤坂一丁目,虎ノ門,東京都港区赤坂1-11-6 赤坂テラスハウス １階,35.66746,139.74239,松川,日本料理 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.61,390 件,"￥60,000～￥79,999","￥60,000～￥79,999",https://tabelog.com/tokyo/A1307/A130701/13124391/
江東区,福住一丁目,-,東京都江東区福住1-3-1,35.67546,139.79307,みかわ 是山居,天ぷら / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 天ぷら 百名店 2022 選出店 食べログ 天ぷら 百名店 2022 選出店,4.16,517 件,"￥20,000～￥29,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1313/A131303/13090866/
港区,西新橋一丁目,虎ノ門,東京都港区西新橋1-18-8 報徳ビル 1F,35.66759,139.75325,味享,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.3,138 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1301/A130103/13228116/
港区,南青山七丁目,-,東京都港区南青山7-13-13 フォレストビル B1F,35.65710,139.71804,南青山 七鳥目,焼鳥・鳥料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 焼鳥 百名店 2022 選出店 食べログ 焼鳥 百名店 2022 選出店 焼鳥 百名店 2021 選出店 食べログ 焼鳥 百名店 2021 選出店 焼鳥 百名店 2019 選出店 食べログ 焼鳥 百名店 2019 選出店 焼鳥 百名店 2018 選出店 食べログ 焼鳥 百名店 2018 選出店,4.19,301 件,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1307/A130703/13200559/
港区,南青山五丁目,-,東京都港区南青山5-4-30 ヴィラソレイユE号,35.66246,139.71435,宮坂,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店,4.22,51 件,"￥40,000～￥49,999",-,https://tabelog.com/tokyo/A1306/A130602/13264981/
新宿区,四谷一丁目,-,東京都新宿区四谷1-22-1,35.68754,139.72787,三谷,寿司 / 東京,GOLD,2023年Gold受賞店 The Tabelog Award 2023 Gold 受賞店 2022年Gold受賞店 The Tabelog Award 2022 Gold 受賞店 2021年Gold受賞店 The Tabelog Award 2021 Gold 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 寿司 百名店 2022 選出店 食べログ 寿司 TOKYO 百名店 2022 選出店 寿司 百名店 2021 選出店 食べログ 寿司 TOKYO 百名店 2021 選出店,4.54,271 件,"￥60,000～￥79,999",-,https://tabelog.com/tokyo/A1309/A130902/13042204/
江東区,常盤二丁目,-,東京都江東区常盤2-14-11,35.68428,139.79833,焼肉 静龍苑,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 焼肉 百名店 2022 選出店 食べログ 焼肉 TOKYO 百名店 2022 選出店 焼肉 百名店 2021 選出店 食べログ 焼肉 TOKYO 百名店 2021 選出店 焼肉 百名店 2020 選出店 食べログ 焼肉 TOKYO 百名店 2020 選出店,4.2,671 件,"￥10,000～￥14,999",-,https://tabelog.com/tokyo/A1313/A131303/13237978/
港区,西麻布一丁目,-,東京都港区西麻布1-15-3 西麻布UOUビル 1F,35.66178,139.72327,山﨑,日本料理 / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.4,265 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1307/A130701/13225691/
港区,南青山六丁目,-,東京都港区南青山6-6-22 ルナロッサ　Ｂ１Ｆ,35.66025,139.71757,よろにく,焼肉・肉料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Silver受賞店 The Tabelog Award 2017 Silver 受賞店 焼肉 百名店 2022 選出店 食べログ 焼肉 TOKYO 百名店 2022 選出店 焼肉 百名店 2021 選出店 食べログ 焼肉 TOKYO 百名店 2021 選出店 焼肉 百名店 2020 選出店 食べログ 焼肉 TOKYO 百名店 2020 選出店 焼肉 百名店 2019 選出店 食べログ 焼肉 百名店 2019 選出店 焼肉 百名店 2018 選出店 食べログ 焼肉 百名店 2018 選出店,4.17,1930 件,"￥15,000～￥19,999",-,https://tabelog.com/tokyo/A1306/A130602/13042979/
港区,南青山七丁目,-,東京都港区南青山7-10-10 パークアクシス南青山7丁目 1F,35.65886,139.71868,4000 Chinese Restaurant,中華料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 中国料理 百名店 2021 選出店 食べログ 中国料理 TOKYO 百名店 2021 選出店,4.24,252 件,"￥40,000～￥49,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1307/A130703/13229559/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-2-2 青山ルカビル B1F,35.66077,139.70853,ラチュレ,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Silver受賞店 The Tabelog Award 2020 Silver 受賞店 2019年Silver受賞店 The Tabelog Award 2019 Silver 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.23,1179 件,"￥20,000～￥29,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1303/A130301/13198692/
港区,白金三丁目,-,東京都港区白金3-14-10 ベルパラーゾシロカネ 1F,35.64516,139.72815,ラ クレリエール,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.18,265 件,"￥50,000～￥59,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1316/A131602/13194179/
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-3-1 青山ポニーハイム　２Ｆ,35.65992,139.70880,ラ・ブランシュ,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,3.93,383 件,"￥15,000～￥19,999","￥10,000～￥14,999",https://tabelog.com/tokyo/A1303/A130301/13002111/
千代田区,有楽町一丁目,大丸有,東京都千代田区有楽町1-1-2 ミッドタウン日比谷 7F,35.67417,139.75907,龍吟,日本料理 / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 日本料理 百名店 2023 選出店 食べログ 日本料理 TOKYO 百名店 2023 選出店 日本料理 百名店 2021 選出店 食べログ 日本料理 TOKYO 百名店 2021 選出店,4.17,165 件,"￥50,000～￥59,999",-,https://tabelog.com/tokyo/A1301/A130102/13001457/
新宿区,納戸町,-,東京都新宿区納戸町22,35.69805,139.73240,ル・マンジュ・トゥー,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.17,284 件,"￥30,000～￥39,999",-,https://tabelog.com/tokyo/A1309/A130905/13000469/
千代田区,内幸町一丁目,-,東京都千代田区内幸町1-1-1 帝国ホテル東京 本館 中2F,35.67251,139.75866,レ セゾン,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Silver受賞店 The Tabelog Award 2018 Silver 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.25,625 件,"￥30,000～￥39,999","￥20,000～￥29,999",https://tabelog.com/tokyo/A1301/A130102/13002294/
港区,西麻布二丁目,-,東京都港区西麻布2-26-4,35.66021,139.71941,レフェルヴェソンス,フレンチ / 東京,SILVER,2023年Silver受賞店 The Tabelog Award 2023 Silver 受賞店 2022年Silver受賞店 The Tabelog Award 2022 Silver 受賞店 2021年Silver受賞店 The Tabelog Award 2021 Silver 受賞店 2020年Gold受賞店 The Tabelog Award 2020 Gold 受賞店 2019年Gold受賞店 The Tabelog Award 2019 Gold 受賞店 2018年Gold受賞店 The Tabelog Award 2018 Gold 受賞店 2017年Gold受賞店 The Tabelog Award 2017 Gold 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.51,1293 件,"￥50,000～￥59,999","￥40,000～￥49,999",https://tabelog.com/tokyo/A1306/A130602/13116356/
港区,新橋四丁目,虎ノ門広域,東京都港区新橋4-9-1 新橋プラザビル B1F,35.66410,139.75701,レストラン ラ フィネス,フレンチ / 東京,BRONZE,2023年Bronze受賞店 The Tabelog Award 2023 Bronze 受賞店 2022年Bronze受賞店 The Tabelog Award 2022 Bronze 受賞店 2021年Bronze受賞店 The Tabelog Award 2021 Bronze 受賞店 2020年Bronze受賞店 The Tabelog Award 2020 Bronze 受賞店 2019年Bronze受賞店 The Tabelog Award 2019 Bronze 受賞店 2018年Bronze受賞店 The Tabelog Award 2018 Bronze 受賞店 2017年Bronze受賞店 The Tabelog Award 2017 Bronze 受賞店 フレンチ 百名店 2021 選出店 食べログ フレンチ TOKYO 百名店 2021 選出店,4.01,183 件,"￥100,000～","￥15,000～￥19,999",https://tabelog.com/tokyo/A1301/A130103/13139171/
