指標名,文化財,,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,,
年次,2023/2/8取得,,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件、2022年：553件、2023年：559件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,内大臣殿歌合〈／元永二年七月〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19360506,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,中務集,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19370525,,公益財団法人出光美術館,公益財団法人出光美術館,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,薙刀〈銘一／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,鎌倉,19520719,,三井記念美術館　,公益財団法人三井文庫,,
港区,麻布台１丁目,虎ノ門,外務省外交史料館 東京都港区麻布台1-5-3,35.661221,139.739448,日英修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,外務省外交史料館,国（外務省外交史料館）,,
港区,麻布台１丁目,虎ノ門,外務省外交史料館 東京都港区麻布台1-5-3,35.661221,139.739448,日仏修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,外務省外交史料館,国（外務省外交史料館）,,
港区,麻布台１丁目,虎ノ門,外務省外交史料館 東京都港区麻布台1-5-3,35.661221,139.739448,日米修好通商条約,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,外務省外交史料館,国（外務省外交史料館）,,
港区,麻布台１丁目,虎ノ門,外務省外交史料館 東京都港区麻布台1-5-3,35.661221,139.739448,日米条約調印書〈／安政四年五月二十六日〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,外務省外交史料館,国（外務省外交史料館）,,
港区,麻布台１丁目,虎ノ門,外務省外交史料館 東京都港区麻布台1-5-3,35.661221,139.739448,日米和親条約批准書交換証書〈／安政二年正月五日〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19970630,,外務省外交史料館,国（外務省外交史料館）,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,日本航海図〈（羊皮紙著色）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19950615,,三井記念美術館　,公益財団法人三井文庫,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,鼠志野亀甲文茶碗（山端）,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,桃山,20020626,,公益財団法人根津美術館,公益財団法人根津美術館,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前6-24-4,35.643543,139.710827,能本〈世阿弥筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,室町,19720530,,一般財団法人観世文庫,一般財団法人観世文庫,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,花白河蒔絵硯箱,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19530331,,公益財団法人根津美術館,公益財団法人根津美術館,,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710789,139.718111,埴輪女子像,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19580208,,早稲田大学,早稲田大学,,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696783,139.763212,秘府略〈巻第八百六十四／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19311214,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,,
千代田区,千代田,-,東京都千代田区千代田1-1,35.683934,139.75289,屏風土代〈小野道風筆/〉,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,,平安時代,20210930,20210930,皇居三の丸尚蔵館,国（文化庁保管）,,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696783,139.763212,不空三蔵表制集〈巻第六／（紙背）〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19330123,,一般財団法人石川武美記念図書館,一般財団法人石川武美記念図書館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,不空三蔵表制集巻第五,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20050609,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,伏見天皇宸翰御歌集（五十六首）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19430609,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,藤原定家筆消息〈九月十日／〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19531114,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,浮線綾螺鈿蒔絵手箱,,国宝・重要文化財（美術工芸品）,国宝,工芸品,日本,鎌倉,19370525,19640526,サントリー美術館,公益財団法人サントリー芸術財団,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,宝相華銀平文袈裟箱,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,平安,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,北槎聞略〈寛政六年八月／〉,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19930120,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,法曹類林〈巻第百九十二断簡／第百九十七断簡、第二百（金沢文庫本）〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19550622,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,本朝続文粋（金沢文庫本）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19550622,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
千代田区,北の丸公園,-,東京都千代田区北の丸公園3-2,35.690255,139.753869,間宮林蔵北蝦夷等見分関係記録,,国宝・重要文化財（美術工芸品）,重要文化財,歴史資料,日本,江戸,19910621,,独立行政法人国立公文書館,独立行政法人国立公文書館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,丸壺茶入（相坂）〈瀬戸／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町～桃山時代,20040608,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,満済准后日記〈自筆本／〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,室町,19560628,,国立国会図書館,国（国立国会図書館）,,
千代田区,千代田,-,東京都千代田区千代田,35.683934,139.75289,"万葉集巻第二、第四残巻（金沢本）〈藤原定信筆／彩牋〉
　附 浦景蒔絵冊子箱
　　　桐冊子箱
　　　　　　宝永丁亥仲春望日前田綱紀箱書",,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,平安時代院政期,,20230627,皇居三の丸尚蔵館,国（文化庁保管）,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,明恵上人筆消息,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,鎌倉,19490218,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,明極楚俊墨蹟（元徳二年仲春上澣五日）,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,明染付花卉文大皿,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,明,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,三田２丁目,-,東京都港区三田2-15-45,35.649235,139.742868,武蔵国日吉矢上古墳出土品,,国宝・重要文化財（美術工芸品）,重要文化財,考古資料,日本,古墳,19400503,,学校法人慶應義塾,学校法人慶應義塾,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,無量義経（裝飾経）,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,日本,平安,,19750612,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,銘尽〈（観智院本）／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,室町,19680425,,国立国会図書館,国（国立国会図書館）,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,木造地蔵菩薩立像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,平安,20030529,,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671326,139.747265,木造釈迦如来立像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,鎌倉,19380826,,文化庁,国（文化庁）,,
千代田区,永田町１丁目,赤坂,国立国会図書館 東京都千代田区永田町1-10-1,35.67842,139.744216,師守記〈自筆本／〉,,国宝・重要文化財（美術工芸品）,重要文化財,古文書,日本,南北朝,20040608,,国立国会図書館,国（国立国会図書館）,,
千代田区,神田駿河台１丁目,-,東京都千代田区神田駿河台2-9,35.696783,139.763212,釉裏紅草花文大壺,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,元,19690620,,梅澤記念館,梅澤記念館,,
新宿区,西早稲田１丁目,-,東京都新宿区西早稲田1-6-1,35.710789,139.718111,礼記子本疏義巻第五十九,,国宝・重要文化財（美術工芸品）,国宝,書跡・典籍,中国,唐,,19521122,早稲田大学,早稲田大学,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,楽焼黒茶碗（雨雲）〈光悦作／〉,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,日本,江戸,19550622,,三井記念美術館　,公益財団法人三井文庫,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,鸞天目茶碗,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,南宋時代,20000627,,三井記念美術館　,公益財団法人三井文庫,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,理趣経種子曼荼羅,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,20001204,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,竜巖徳真墨蹟〈与無夢一清偈／至順二年辛未重陽後十日〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,中国,元,19540320,,公益財団法人根津美術館,公益財団法人根津美術館,,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655642,139.71204,梁塵秘抄口伝集巻第十残巻,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,鎌倉,19930610,,國學院大学,國學院大学,,
渋谷区,東４丁目,-,東京都渋谷区東4-10-28,35.655642,139.71204,令義解〈神祇令第六／僧尼令第七〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,南北朝,19360506,,國學院大学,國學院大学,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,楼閣人物螺鈿食籠,,国宝・重要文化財（美術工芸品）,重要文化財,工芸品,中国,元,19790606,,財団法人出光美術館,財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,和漢朗詠抄〈巻下／〉,,国宝・重要文化財（美術工芸品）,重要文化財,書跡・典籍,日本,平安,19640526,,公益財団法人出光美術館,公益財団法人出光美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本墨画漁村夕照図〈伝牧谿筆／〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,南宋,,19540320,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本金地著色燕子花図〈尾形光琳筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,江戸,,19510609,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本墨画禅機図断簡〈因陀羅筆／（布袋図）〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,中国,元,,19531114,公益財団法人根津美術館,公益財団法人根津美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色伴大納言絵詞,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,平安,,19510609,公益財団法人出光美術館,公益財団法人出光美術館,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,紙本淡彩雪松図〈円山応挙筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,国宝,絵画,日本,江戸,,19520329,三井記念美術館　,公益財団法人三井文庫,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本墨画竹雀図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,赤坂９丁目,六本木,東京都港区赤坂9-7-4,35.666656,139.729694,紙本著色病草紙断簡（不眠の女）,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19810609,,サントリー美術館,公益財団法人サントリー芸術財団,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本淡彩山水図〈伝周文筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19430609,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本淡彩観瀑図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19490218,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本墨画風雨山水図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本著色瓜虫図〈呂敬甫筆／自賛がある〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,元,19590627,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本金地著色藤花図〈円山応挙筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19700525,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本著色絵過去現在因果経〈巻第二／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19310119,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本著色天狗草紙,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,紙本著色十二因縁絵巻,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19420626,,公益財団法人根津美術館,公益財団法人根津美術館,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,紙本墨画善教房絵詞,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19340130,,サントリー美術館,公益財団法人サントリー芸術財団,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,紙本金地著色泰西王侯騎馬図〈／四曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,桃山,19590627,,サントリー美術館,公益財団法人サントリー芸術財団,,
港区,赤坂９丁目,六本木,ｻﾝﾄﾘｰ美術館 東京都港区赤坂9-7-4東京ﾐｯﾄﾞﾀｳﾝｶﾞｰﾃﾞﾝｻｲﾄﾞ,35.66685,139.730714,紙本金地著色南蛮人渡来図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19960627,,サントリー美術館,公益財団法人サントリー芸術財団,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画青山園荘図,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19810609,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色西行法師行状絵詞〈巻第一、第二、第四〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,20000627,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画平沙落雁図〈伝牧谿筆／「道有」ノ印アリ〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,中国,南宋,19430609,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本淡彩十二月離合山水図〈池大雅筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19360506,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,著色絵料紙墨書法華経残闕〈／（扇面写経）〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,平安,19380704,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画山市晴嵐図〈玉澗筆／自賛がある〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,南宋,19520329,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色柿本人麿像〈／（佐竹本三十六歌仙切）〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19520719,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色梅花書屋図〈田能村竹田筆／天保三年の年記がある〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19630701,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本金地著色祇園祭礼図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,桃山,19660611,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画双峰挿雲図〈浦上玉堂筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19660611,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本墨画籠煙惹滋図〈浦上玉堂筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19780615,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本淡彩戸山山荘図〈谷文晁筆／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19810609,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色絵因果経〈巻第三上／〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,奈良,19860606,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色四季花木図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19910621,,公益財団法人出光美術館,公益財団法人出光美術館,,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676597,139.760759,紙本著色直幹申文絵詞,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,鎌倉,19330123,,公益財団法人出光美術館,公益財団法人出光美術館,,
中央区,日本橋室町２丁目,日八京,三井記念美術館 東京都中央区日本橋室町2-1-1三井本館7階,35.686417,139.773527,紙本金地著色日月松鶴図〈／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,室町,19930610,,三井記念美術館　,公益財団法人三井文庫,,
千代田区,北の丸公園,-,東京国立近代美術館 東京都千代田区北の丸公園3-1,35.690568,139.754725,裸体美人〈萬鐵五郎筆／油絵　麻布〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,明治,20001204,,東京国立近代美術館,独立行政法人国立美術館,,
千代田区,北の丸公園,-,東京国立近代美術館 東京都千代田区北の丸公園3-1,35.690568,139.754725,三遊亭円朝像（鏑木清方筆／絹本著色）,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,昭和,20030529,,東京国立近代美術館,独立行政法人国立美術館,,
千代田区,北の丸公園,-,東京国立近代美術館 東京都千代田区北の丸公園3-1,35.690568,139.754725,切通しの写生〈岸田劉生筆　一九一五年／油絵　麻布〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,大正,19710622,,東京国立近代美術館,独立行政法人国立美術館,,
千代田区,北の丸公園,-,東京国立近代美術館 東京都千代田区北の丸公園3-1,35.690568,139.754725,紙本著色行く春図〈川合玉堂筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,大正,19710622,,東京国立近代美術館,独立行政法人国立美術館,,
港区,虎ノ門２丁目,虎ノ門,港区虎ﾉ門2-10-3,35.666944,139.743311,紙本著色鵜飼図〈狩野探幽筆／六曲屏風〉,,国宝・重要文化財（美術工芸品）,重要文化財,絵画,日本,江戸,19590627,,大倉集古館,公益財団法人大倉文化財団,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面父尉（伝弥勒作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面延命冠者（伝文蔵作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面大悪尉（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面鼻瘤悪尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面慈童（伝竜右衛門作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19620621,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面翁（黒色尉）（伝日光作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面子牛尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面阿古父尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面笑尉（伝小牛作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面朝倉尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面大飛出（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面天神（伝赤鶴作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,財団法人観世文庫,財団法人観世文庫,,
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,銅造〈釈迦如来／多宝如来〉並坐像,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,中国,北魏,19790606,,公益財団法人根津美術館,公益財団法人根津美術館,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面翁（白色尉）（伝弥勒作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,南北朝,19620621,,観世文庫,観世文庫,,
渋谷区,恵比寿南１丁目,-,東京都渋谷区神宮前5丁目27番2号,35.643543,139.710827,能面皺尉（伝福来作）,,国宝・重要文化財（美術工芸品）,重要文化財,彫刻,日本,室町,19640128,,観世文庫,観世文庫,,
