指標名,ギャラリー,,,,,,
出典,TokyoArtBeat(Gallery),,,,,,
年次,2024/1/29取得,,,,,,
URL,http://www.tokyoartbeat.com/venues/Gallery,,,,,,
備考,（2020年度：577件、2021年度：766件、2022年度：555件、2023年度：651件）,,,,,,
,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ウェブサイト
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-24-1,35.660706,139.695825,Bunkamura Gallery,"	http://www.bunkamura.co.jp/gallery/exhibition/index.html#main"
中央区,銀座２丁目,-,東京都中央区銀座2-2-18 西欧ビル8F,35.674752,139.765705,零 8 (ゼロハチ),<NULL>
港区,南青山５丁目,-,東京都港区南青山5-3-5 南青山ミル・ロッシュビル3F,35.663305,139.715232,FRAMED* SPACE 表参道,"	http://frm.fm/showroom/"
中央区,日本橋本町３丁目,日八京,東京都中央区日本橋本町3-2-12 新みやこビル501,35.688292,139.774236,SATOSHI KOYAMA GALLERY,<NULL>
新宿区,大久保１丁目,-,東京都新宿区大久保1-1-10 GUNKAN東新宿602,35.698418,139.705917,どっきん実験室ギャラリー,"	https://www.facebook.com/%E3%81%A9%E3%81%A3%E3%81%8D%E3%82%93%E5%AE%9F%E9%A8%93%E5%AE%A4-295380820516373/"
中央区,銀座８丁目,-,東京都中央区銀座8-12-13 豊川ビル1F,35.667356,139.762846,クオリアジャンクション,<NULL>
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-13-8 アビターレ神宮前B-3,35.674652,139.712163,VIGLOWA,"	https://www.viglowa.co.jp/"
中央区,銀座２丁目,-,東京都中央区銀座2-2-18 西欧ビル7F,35.674700,139.765680,銀座西欧ギャラリー,"	https://www.facebook.com/ginzaseiogallery/"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ8F,35.658895,139.703587,渋谷ヒカリエ 8/ COURT,"	http://www.hikarie8.com/court/"
港区,麻布十番２丁目,-,東京都港区麻布十番2-9-4,35.655089,139.734745,パレットギャラリー 麻布十番,"	http://palette-gallery.jp/"
新宿区,西早稲田２丁目,-,東京都新宿区西早稲田2-3-1,35.707731,139.716292,早稲田スコットホールギャラリー,"	http://www.hoshien.or.jp/gallery/index.html"
港区,南青山５丁目,-,東京都港区南青山4-23-6 1F,35.662494,139.711294,ノートンギャラリー,"	http://www.nortongallery.jp/"
千代田区,神田東松下町,-,東京都千代田区神田東松下町19 興亜第1ビル,35.694453,139.774010,"Right, there is nothing.","	http://www.right-th.com/news.html"
千代田区,外神田３丁目,-,"東京都千代田区外神田3-5-20 1F,3F",35.701547,139.769817,PARK GALLERY,"	https://park-tokyo.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-4-9 3F,35.671357,139.762978,CHROME HEARTS GINZA,"	https://www.chromehearts.com"
渋谷区,桜丘町,-,東京都渋谷区桜丘町26-1 セルリアンタワーB2F,35.656349,139.699572,GMO Gallery,"	http://gallery.gmo.jp/"
港区,南青山３丁目,-,東京都港区南青山3-15-6 Ripple Square D B1F,35.665092,139.715649,Art Salon SCÈNE,"	http://scenetokyo.com/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-33-12 ビラビアンカ501,35.673483,139.708038,PROJECT 501,"	http://project501.tokyo"
新宿区,西新宿６丁目,-,東京都新宿区西新宿6-6-2 ヒルトン東京 B1F ヒルトピアショッピングアーケード内,35.692438,139.690907,フジギャラリー新宿,"	https://www.fuji-gs.jp/"
新宿区,矢来町,-,東京都新宿区矢来町123 第一矢来ビル1F かもめブックス内,35.704110,139.733528,"ondo kagurazaka, tokyo","	http://kamomebooks.jp/"
港区,海岸１丁目,-,東京都港区海岸1-15-1,35.653030,139.760628,東京パブリッシングハウス,"	http://www.artbook-tph.com/tph/index.html"
渋谷区,神宮前１丁目,-,東京都渋谷区神宮前1-12-6 ドヒビル1F,35.669505,139.704688,SORAMA GALLERY,"	http://sorama.tokyo/gallery/"
中央区,八重洲２丁目,日八京,東京都中央区八重洲2-8-10 松岡八重洲ビル 3F,35.676466,139.768283,T-BOX,"	http://www.tbox.co.jp/"
港区,赤坂９丁目,六本木,東京都港区赤坂9-2-13,35.668089,139.732100,ninetytwo 13 gallery,"	https://tokyochapter.com/"
渋谷区,代官山町,-,東京都渋谷区代官山町2−3 BF,35.652617,139.705119,Gallery&Souvenir LAID BUG,"	http://laidbug.com/"
渋谷区,東１丁目,-,東京都渋谷区東1-29-3 SHIBUYA BRIDGE B棟1F,35.652979,139.706984,CONNECT,"	https://www.instagram.com/cnct_space/"
渋谷区,猿楽町,-,東京都渋谷区猿楽町12-8 2F,35.651007,139.702705,MONKEY GALLERY,"	http://monkeycafe.jp/"
中央区,銀座３丁目,-,東京都中央区銀座3-5-4 MCM GINZA HAUS 1 6階,35.672830,139.766380,ケーニッヒ・ギャラリー,<NULL>
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-46-14 3F,35.664056,139.708121,Paul Smith SPACE Gallery,"	https://www.paulsmith.co.jp/stories"
千代田区,外神田２丁目,-,東京都千代田区外神田2-19-14 101,35.702033,139.766846,Gallery Bauhaus,"	http://www.gallery-bauhaus.com"
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-31-12 FLEG 2F,35.647804,139.704969,(g) Good Design Company,"	http://www.gooddesigncompany.com"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-9-25 スクエア25 1F,35.666270,139.707738,Gallery Target,"	http://www.gallery-target.com/"
中央区,日本橋堀留町２丁目,-,東京都中央区日本橋堀留町2-2-9 ASビル 1F,35.688243,139.781064,人形町Vision's,"	http://www.visions.jp/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-17-3 アーク・アトリウムB02,35.668777,139.710396,ミュゼF,"	http://omotesando-garo.com/museef/MF.html"
江東区,清澄２丁目,-,東京都江東区清澄2-6-12,35.681613,139.796835,ondo STAY&EXHIBITION,"	http://store.ondo-info.net/feature/5565/"
港区,西麻布２丁目,-,東京都港区西麻布2-13-12 早野ビル404,35.659959,139.723089,SNOW Contemporary,"	http://www.snowcontemporary.com/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 アーツ千代田3331内 205a,35.704213,139.770832,MORITAKA art gallery,<NULL>
中央区,銀座７丁目,-,東京都中央区銀座7-13-22 磯部ビル2F,35.668236,139.764474,牧神画廊,"	http://pierota.co.jp/"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-32-5 ドルミ原宿201号,35.667810,139.704407,L'illustre Galerie LE MONDE（ル・モンド）,"	https://www.galerielemonde.com/"
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-30-28 原宿ホームズ101,35.674697,139.708649,Gallery 38,"	http://www.gallery-38.com/"
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-54-7,35.678580,139.691100,Picaresque（ピカレスク）,"	https://picaresquejpn.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-5-15,35.671353,139.763399,養清堂画廊,"	http://www.yoseido.com/index_J.html"
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-10-1 MY新宿第2ビル B1F,35.689611,139.698398,ヨドバシフォトギャラリー INSTANCE,<NULL>
新宿区,天神町,-,東京都新宿区天神町77-5 ラスティックビルB101,35.705920,139.730800,Maki Fine Arts,"	http://www.makifinearts.com/jp/"
千代田区,東神田１丁目,-,東京都千代田区東神田1-15-2 ローズビル1F,35.694450,139.782056,KOKI ARTS,"	http://www.kokiarts.com/"
新宿区,西新宿３丁目,-,東京都新宿区西新宿3-18-2-102,35.685018,139.687726,ケンジタキギャラリー,"	http://www.kenjitaki.com/"
中央区,日本橋本町１丁目,日八京,東京都中央区日本橋本町1-7-9,35.686215,139.777602,Space2*3（スペース2バイ3）,"	http://kurum-art.com/index.html"
千代田区,神田猿楽町２丁目,-,東京都千代田区猿楽町2-2-1 澤田ビル202,35.698691,139.759196,The White,"	http://www.the-white-jp.com/"
千代田区,西神田３丁目,-,東京都千代田区西神田3-8-5,35.698907,139.753292,nuisance galerie,"	https://www.facebook.com/nuisance.tokyo"
中央区,銀座８丁目,-,東京都中央区銀座8-8-1 第7セントラルビル8F,35.668724,139.761801,ギャラリー上田,"	http://gallery-ueda.com/"
渋谷区,宇田川町,-,東京都渋谷区宇田川町21-1 西武百貨店渋谷店B館 8F,35.660660,139.700442,西武百貨店 渋谷店 美術画廊,"	https://www.sogo-seibu.jp/shibuya/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-23-2 原宿テラス101,35.669163,139.709637,表参道 Overland Gallery,"	http://www.overlandhair.com/"
新宿区,市谷田町３丁目,-,東京都新宿区市谷田町3-13 神楽ビル 2F,35.696617,139.739306,ミヅマアートギャラリー（市ヶ谷）,"	https://mizuma-art.co.jp/"
中央区,銀座１丁目,-,東京都中央区銀座1-5-2 西勢ビル 6F,35.674989,139.767491,GALERIE・SOL,"	https://www.galerie-sol.com/INFORMATION/INFORMATION.htm"
中央区,銀座５丁目,-,東京都中央区銀座5-3-16,35.671872,139.762974,日動画廊,"	http://www.nichido-garo.co.jp/"
中央区,銀座３丁目,-,東京都中央区銀座3-5-16 3F,35.672710,139.766017,和田画廊,"	http://www.wadagarou.com/"
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-16-14 メトロプラザ 1F,35.661500,139.702666,しぶや黒田陶苑,"	https://www.kurodatoen.co.jp/"
港区,赤坂８丁目,赤坂,東京都港区赤坂8-8-10 AKASAKA8ビル 202,35.670360,139.729900,北井画廊,"	http://www.kitaikikaku.co.jp/gallery"
江東区,清澄２丁目,-,東京都江東区清澄2-4-7,35.681353,139.795563,HARMAS GALLERY,"	http://harmas.fabre-design.com/"
千代田区,九段南２丁目,-,東京都千代田区九段南2-2-8 松岡九段ビルディング205,35.694322,139.747189,成山画廊,"	http://www.gallery-naruyama.com/"
千代田区,神田紺屋町,-,東京都千代田区神田紺屋町46 アルタビル6F,35.692997,139.773141,gallery N 神田社宅,"	http://www.f-g-n.jp/"
渋谷区,恵比寿４丁目,-,東京都渋谷区恵比寿4-10-18 2F,35.645619,139.713880,Galerie Malle（ギャラリーまぁる）,"	http://galeriemalle.jp/"
港区,南麻布３丁目,-,東京都港区南麻布3-9-11 パインコーストハイツ 1F,35.650099,139.731059,MISA SHIN GALLERY,"	https://www.misashin.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-11-11,35.667090,139.709700,MAKI,"	https://www.makigallery.com/ja/"
江東区,三好１丁目,-,東京都江東区三好1-4-16,35.679486,139.801063,ギャラリー・コピス,"	http://www.g-kopis.com"
渋谷区,恵比寿南３丁目,-,東京都渋谷区恵比寿南3-7-17 1F,35.645727,139.703692,AL,"	http://www.al-tokyo.jp"
渋谷区,神宮前６丁目,-,東京都渋谷区神宮前6-12-9 BLOCK HOUSE 2F,35.666176,139.704403,HARUKAITO by island,"	http://islandjapan.com/"
渋谷区,恵比寿南２丁目,-,東京都渋谷区恵比寿南2-8-13 キョウデンビル2F,35.644522,139.708753,ギャラリー ここ,"	https://www.facebook.com/Gallerykoko/"
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町2-5 石倉ビル3F,35.689425,139.777822,みうらじろうギャラリーbis,"	http://jiromiuragallery.com/bis.html"
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-16-3 髙桑ビル 3F〜6F,35.656136,139.705219,ギャラリー・ルデコ,"	http://www.ledeco.net/"
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1 渋谷PARCO2F,35.662042,139.698978,OIL by 美術手帖,"	https://oil-gallery.bijutsutecho.com/"
中央区,銀座７丁目,-,東京都中央区銀座7-5-4,35.670097,139.761727,ギャルリーためなが,"	http://www.tamenaga.com/"
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-52-2 青山オーバルビル2F,35.662425,139.708838,GoFa,"	http://www.gofa.co.jp/"
品川区,東品川１丁目,-,東京都品川区東品川1-33-10 TERRADA Art Complex 5F,35.619160,139.746609,SCAI PARK,"	http://www.scaithebathhouse.com/park/ja/"
中央区,銀座８丁目,-,東京都中央区銀座8-10-5 7F,35.667820,139.762423,東京画廊＋BTAP,"	http://www.tokyo-gallery.com/"
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-12-10 表参道ヒルズ 西館1階 W104,35.667069,139.708921,Gallery80 （ギャラリー・エイティ),<NULL>
渋谷区,神宮前３丁目,-,東京都渋谷区神宮前3-42-5 サイオンビル1Ｆ,35.670938,139.713848,トキ・アートスペース,"	http://tokiart.life.coocan.jp/"
渋谷区,千駄ケ谷３丁目,-,東京都渋谷区千駄ヶ谷3-12-14,35.678007,139.704910,GA gallery,"	http://www.ga-ada.co.jp/japanese/ga_gallery/gallery_info.html"
中央区,日本橋大伝馬町,-,東京都中央区日本橋大伝馬町2-5 石倉ビル4F,35.689425,139.777822,みうらじろうギャラリー,"	http://jiromiuragallery.com/"
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-18-3,35.693165,139.761479,見本帖本店,"	https://www.takeo.co.jp/finder/mihoncho/"
中央区,京橋２丁目,日八京,東京都中央区京橋2-11-9 西堀11番地ビル 2F,35.676167,139.771637,四季彩舎,"	http://www.shikisaisha.com/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEXⅡ304,35.619752,139.746345,SOKYO ATSUMI,"	http://gallery-sokyo.jp/"
港区,赤坂２丁目,赤坂,東京都港区赤坂2-23-1 アークヒルズフロントタワー 1F,35.668134,139.739468,MARUEIDO JAPAN,"	http://www.marueidojapan.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-7-5 銀座中央通りビル7階,35.674553,139.768149,ギャラリーゴトウ,"	http://www.gallery-goto.com"
新宿区,新宿３丁目,-,東京都新宿区新宿3-32-6 BEAMS JAPAN 5F,35.690217,139.704028,Bギャラリー,"	http://www.beams.co.jp/labels/detail/b-gallery"
千代田区,東神田１丁目,-,東京都千代田区東神田1-14-11 ヤマダビル1F,35.694248,139.782095,gallery UG Bakurocho,"	http://www.gallery-ug.com/"
港区,西麻布３丁目,-,東京都港区西麻布3-13-15 パロマプラザB2F,35.657193,139.724226,K-Gallery,<NULL>
中央区,銀座１丁目,-,東京都中央区銀座1-7-6 銀座河合ビル1F,35.674372,139.768180,お仏壇のはせがわ 銀座本店,"	https://corp.hasegawa.jp/shop/ginza/"
中央区,銀座１丁目,-,東京都中央区銀座1-14-12 楠本第17ビル 3F,35.673081,139.769483,ギャラリーQ,"	http://www.galleryq.info/"
新宿区,新宿３丁目,-,東京都新宿区新宿3-1-32 新宿ビル2号館5F,35.689756,139.706419,KEN NAKAHASHI,"	https://kennakahashi.net/"
新宿区,南町,-,東京都新宿区南町6,35.698642,139.736948,√K Contemporary,"	https://root-k.jp/"
新宿区,矢来町,-,東京都新宿区矢来町32−2,35.702952,139.730550,eitoeiko,"	http://eitoeiko.com/"
港区,東麻布２丁目,-,東京都港区東麻布2-3-4 TKBビル3F,35.657618,139.742897,PGI,"	http://www.pgi.ac/"
中央区,日本橋茅場町１丁目,-,東京都中央区日本橋茅場町1-1-6 小浦第一ビル2FC室,35.681342,139.780164,ARTDYNE,"	https://art-dyne.com/art/"
港区,六本木６丁目,六本木,東京都港区六本木6-5-24 complex665 3F,35.661527,139.731096,タカ・イシイギャラリー,"	http://www.takaishiigallery.com/"
渋谷区,松涛２丁目,-,東京都渋谷区松涛2-11-1,35.659659,139.690465,ギャラリー TOM,"	http://www.gallerytom.co.jp/"
中央区,銀座２丁目,-,東京都中央区銀座2-16-12 銀座大塚ビルB1,35.670834,139.770124,メグミオギタギャラリー,"	http://www.megumiogita.com"
港区,六本木６丁目,六本木,東京都港区六本木6-2-6 サンビル第3 2F,35.661920,139.730727,GALLERY MoMo Projects,"	http://www.gallery-momo.com/"
中央区,銀座１丁目,-,東京都中央区銀座1-7-7 ポーラ銀座ビル 3F,35.674314,139.767941,ポーラ ミュージアム アネックス,"	http://www.po-holdings.co.jp/m-annex/"
新宿区,新宿５丁目,-,東京都新宿区新宿5-18-11 タナカビル101,35.694618,139.706178,新宿眼科画廊,"	http://www.gankagarou.com"
中央区,銀座７丁目,-,東京都中央区銀座7-3-5 ヒューリック銀座7丁目ビル B1F,35.670561,139.760831,ガーディアン・ガーデン,"	http://rcc.recruit.co.jp/gg/"
中央区,京橋２丁目,日八京,東京都中央区京橋2-5-22 キムラヤビル 3F,35.676463,139.770262,スパンアートギャラリー,"	http://www.span-art.co.jp/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 211号室,35.704225,139.770794,AI KOWADA GALLERY,"	http://www.aikowadagallery.com/"
新宿区,新宿２丁目,-,東京都新宿区新宿2-16-11-401,35.691422,139.708767,photographers’ gallery,"	http://www.pg-web.net/"
中央区,銀座３丁目,-,東京都中央区銀座3-9-7,35.671430,139.767700,キヤノンギャラリー 銀座,"	http://cweb.canon.jp/gallery/schedule/ginza.html"
中央区,銀座８丁目,-,東京都中央区銀座8-10-7 東成ビル B2F,35.667626,139.762153,ヴァニラ画廊,"	http://www.vanilla-gallery.com"
中央区,銀座６丁目,-,東京都中央区銀座6-12-14 銀緑館2F,35.669133,139.764573,銀座 黒田陶苑アネックス,"	https://kurodatouen.com/index_jp.html"
港区,西新橋２丁目,虎ノ門,東京都港区西新橋2-17-1 八雲ビル 3F,35.666392,139.750785,CURATOR’S CUBE,"	https://curatorscube.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-9-7 京橋ポイントビル 4F,35.674800,139.771043,ギャラリイK,"	http://galleryk.la.coocan.jp/"
千代田区,神田錦町３丁目,-,東京都千代田区神田錦町3-18 ほぼ日神田ビル1F,35.693436,139.761348,TOBICHI東京,"	http://www.1101.com/tobichi/"
千代田区,外神田６丁目,-,東京都千代田区外神田6-11-14 3331 Arts Chiyoda 205a号室,35.704225,139.770794,ex-chamber museum,"	http://ex-chamber.seesaa.net/"
新宿区,西新宿１丁目,-,東京都新宿区西新宿1-6-1 新宿エルタワー 28F ニコンプラザ新宿内,35.692119,139.697974,ニコンプラザ東京,"	https://www.nikon-image.com/support/showroom/tokyo/event.html"
港区,六本木７丁目,六本木,東京都港区六本木7-18-8 岸田ビル 2F,35.662156,139.729277,CLEAR GALLERY TOKYO,"	https://cleargallerytokyo.com/"
中央区,銀座５丁目,-,東京都中央区銀座5-14-16 銀座アビタシオン1F,35.668620,139.767310,靖山画廊,"	http://art-japan.jp/"
中央区,銀座４丁目,-,東京都中央区銀座4-11-3 ウインド銀座ビル 5F,35.670170,139.768352,Art Gallery M84,"	http://artgallery-m84.com"
港区,六本木５丁目,六本木,東京都港区六本木5-17-1 AXISビル3F,35.661284,139.736722,サボア・ヴィーブル,"	http://savoir-vivre.co.jp/"
新宿区,四谷４丁目,-,東京都新宿区四谷4-10 メイプル花上2F,35.688194,139.717672,ギャラリーニエプス,"	http://www.niepce-tokyo.net/"
品川区,東品川１丁目,-,東京都品川区東品川1-32-8 TERRADA ART COMPLEX II 2F,35.619752,139.746345,MU GALLERY,"	https://www.mugallery-tokyo.com/"
江東区,白河３丁目,-,東京都江東区白河3-18-8 第二杉田ビル1F,35.683096,139.804465,Satoko Oe Contemporary,"	http://www.satokooe.com/"
渋谷区,宇田川町,-,東京都渋谷区宇田川町15-1 渋谷パルコ 2F,35.662042,139.698978,NANZUKA 2G,"	https://nug.jp/ja"
港区,北青山３丁目,-,東京都港区北青山3-5-9,35.666988,139.713677,ファーガス・マカフリー 東京,"	http://fergusmccaffrey.com/exhibitions/"
中央区,銀座４丁目,-,東京都中央区銀座4-4-13 琉映ビル 4F,35.672117,139.764764,ギャラリー58,"	https://www.gallery-58.com/"
中央区,銀座８丁目,-,東京都中央区銀座8-4-17 リクルートGINZA8ビル 1F,35.668603,139.759481,クリエイションギャラリーG8,"	http://rcc.recruit.co.jp/g8/index.html"
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ 8F,35.658895,139.703587,"渋谷ヒカリエ 8/ CUBE 1, 2, 3","	http://www.hikarie8.com/cube/"
港区,赤坂６丁目,赤坂,東京都港区赤坂6-4-10 赤坂ZENビル2F,35.670088,139.734753,HULS GALLERY TOKYO,"	https://hulsgallerytokyo.com/"
中央区,京橋３丁目,日八京,東京都中央区京橋3-4-2 フォーチュンビル 1F,35.675432,139.768108,ギャラリーなつか,"	http://gnatsuka.com/"
中央区,日本橋茅場町２丁目,-,東京都中央区日本橋茅場町2-17-13 第二井上ビル 2F,35.678920,139.781027,Gallery Suchi,"	http://www.gallerysuchi.com/"
