指標名,ナイトライフ施設,,,,,,,,,,,,,
出典,TOKYO CLUB MAP,,,,,,,,,,,,,
年次,2024/01/31取得,,,,,,,,,,,,,
URL,https://www.tokyo-club.net/,,,,,,,,,,,,,
備考,(2021年度：343件、2022年度：344件、2023年度：514件),,,,,,,,,,,,,
,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,業種,ジャンル,電話,営業時間,定休日,キャパシティ,平均利用金額,URL
港区,六本木３丁目,六本木,東京都港区六本木3-15-23 花椿ビル1F,35.6623522,139.7352853,jokers Bar,ダイニングバー,Allmix ･ Disco ･ R&B,03-6434-0574,"月-木19:00-05:00 / 金･土19:00-06:00
※変更となっている可能性あり、要確認",日,40席前後,"3,000円",https://www.tokyo-club.net/jokers-bar/
港区,六本木７丁目,六本木,東京都港区六本木7-5-11 カサグランデミワビルB1F,35.6649259,139.7278073,DJ LOUNGE SONORA,DJバー,R&B ･ Allmix ･ Others,Closed,18:00-05:00,不定休,3000円,2001年1月 / 閉店: 2013年11月,https://www.tokyo-club.net/dj-lounge-sonora/
港区,西麻布１丁目,-,東京都港区西麻布1-7-2 ECONACH西麻布ビル,35.6608109,139.7261258,PEARL TOKYO,音楽喫茶,Allmix ･ House ･ HipHop ･ Electronic ･ R&B,Closed,火･水 1F 18:00-5:00 / 木 1F 18:00-5:00 | B1F 21:00-5:00 / 金･土･祝前 1F 18:00-5:00 | B1F & 2F 21:00-5:00,月 ･ 日,1000人,3800円,https://www.tokyo-club.net/nishiazabu-pearl/
港区,南青山３丁目,-,東京都港区南青山3-1-5 スタイル南青山 B1F,35.6684797,139.7164937,style MINAMIAOYAMA,バーラウンジ,Allmix,,18:00-23:00 ※時期により異なる,無休,150人,,https://www.tokyo-club.net/byblos-cafe/
港区,六本木７丁目,六本木,東京都港区六本木7-5-11 カサグランデミクB103,35.6649265,139.727802,Envvy the sonic space,バー ･ イベントスペース,HipHop ･ Allmix ･ R&B ･ Others,,20:00-05:00,日 ･ 祝,30人,4000円,https://www.tokyo-club.net/envvy-the-sonic-space/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-10-8 本間ビルB1F,35.6465309,139.7077513,Bar audio!,DJバー,80s ･ 70s ･ Soul ･ 90s ･ Disco ･ Jazz,,19:00-04:30,無休,約50人前後,2500円,https://www.tokyo-club.net/bar-audio/
渋谷区,神宮前５丁目,-,東京都渋谷区神宮前5-50-6 中島ビルB1F,35.6630639,139.7077615,JAM Renaissance,ラウンジ,House ･ Techno ･ Jazz ･ Disco,,火･水･日19:00-03:00 / 木･金･土19:00-05:00,月,50人,4000円,https://www.tokyo-club.net/jam-renaissance/
港区,海岸３丁目,-,東京都港区海岸3-2-6,35.6443579,139.7555848,Studio Cube326,CLUB ･ イベントスペース,Trance ･ Others ･ Techno,CLOSED,,,1階 40人 / 2階 400人 / 4階 200人 / 6階 100人,,https://www.tokyo-club.net/studio-cube326/
渋谷区,桜丘町１６丁目,-,東京都渋谷区桜丘町16-7 鈴木ビルB1F,35.6564106,139.7010796,Shibuya Aurra,イベントスペース,HipHop ･ House ･ Trance ･ Reggae ･ R&B ･ Soul,03-3770-8644,24時間,無し,100人,"3,500円",https://www.tokyo-club.net/shibuya-aurra/
港区,六本木５丁目,六本木,東京都港区六本木5-3-1 レーヌ第2ビル3F,35.6620882,139.7332945,Bar Quest,DJバー,Disco ･ Allmix,03-5414-2225,19:00～,無休,"3,000円",2002年7月,https://www.tokyo-club.net/bar-quest/
港区,六本木７丁目,六本木,東京都港区六本木7-8-6 AXALL六本木B1,35.6648666,139.7297974,RISTORAZIONE LE G.A,ラウンジバー,House ･ Techno ･ Allmix ･ Live ･ Electro,Closed,"日-火 18:00-24:00
水-土 18:00-05:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,300人,6000円,https://www.tokyo-club.net/ristorazione-le-g-a/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-22-6,35.659715,139.6955557,O FLOOR,バー ･ イベントスペース,Others,Closed,月12:00-24:00 / 火-日12:00-02:00 ※イベントにより変動,不定休,2000円 / ドリンク500円～,-,https://www.tokyo-club.net/o-floor/
港区,北青山１丁目,-,東京都港区北青山1-4-5 ロジェ青山 B1,35.6723179,139.7217362,THE SPACE,クラブ ･ イベントスペース,Allmix ･ Techno ･ Live ･ Others ･ R&B ･ Electronic,Closed,"月-木11:30-14:00 18:00-24:00 / 金･土18:00-05:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",日 (貸切の場合は営業),120人,4000円,https://www.tokyo-club.net/fiat-space/
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-1 ガーネットビル1F,35.6902607,139.7079608,ALAMAS CAFE,カフェ ･ バー,Crossover ･ Techno ･ House ･ Disco ･ Dance ･ POPs ･ Others,03-6914-9215,月-木18:00-02:00 / 金･土18:00-05:00 / 日15:00-24:00,無休,2000円,2008年7月,https://www.tokyo-club.net/alamas-cafe/
渋谷区,渋谷３丁目,-,東京都渋谷区渋谷3-15-5 パールビル B1F,35.6555319,139.705986,bar SHIFTY,CLUB ･ バー,HipHop ･ Disco ･ Soul ･ Techno ･ House ･ Allmix,Closed,22:00-05:00 ※スケジュールにより異なる,,70人,3000円,https://www.tokyo-club.net/bar-shifty/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-25-17 カスミビル4F,35.659583,139.6976588,RUBY ROOM,CLUB ･ バー,House ･ Techno ･ Live ･ Rock ･ etc.,03-3780-3022,20:00～ ※イベントにより異なる,不定休,100人前後,2800円,https://www.tokyo-club.net/ruby-room/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-23-13 SHIBUYA DELITOWER B1,35.6601085,139.6961331,EN SOF TOKYO,ダイニングバー,Techno ･ House ･ Electro ･ Drum&Bass ･ BassMusic ･ Others,Closed,19:00～,無休,70人,"3,000円",https://www.tokyo-club.net/en-sof-tokyo/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-9 SKプラザビルB1,35.6570379,139.6970804,Lounge KARASU,CLUB ･ ラウンジ,House ･ Allmix ･ Electronic,Closed,18:00-05:00 / 日18:00-22:30 ※金･土はクラブ営業,無休,金･土はエントランスフィー 男性2500円 / 女性1500円(各2D付),-,https://www.tokyo-club.net/lounge-karasu/
渋谷区,西原２丁目,-,東京都渋谷区西原2-27-4 B1,35.6752351,139.6783561,CLUB HEAVY SICK,CLUB ･ ライブハウス,HipHop ･ Rock ･ Reggae ･ Live,03-3466-1445,※スケジュールにより異なる,不定休,100人,1500円～2000円,https://www.tokyo-club.net/club-heavy-sick/
新宿区,高田馬場１丁目,-,東京都新宿区高田馬場1-17-16 スタープラザB1F,35.7119504,139.7071928,DJ Bar SIGNAL,DJバー,HipHop ･ Old school ･ Reggae ･ Allmix,Closed,20:00-05:00,無休,50人,2000円,https://www.tokyo-club.net/dj-bar-signal/
新宿区,上落合３丁目,-,東京都新宿区上落合3-9-10 三笠ビルB1F,35.710864,139.683899,soup,CLUB,Others,03-6909-3000,※イベントにより異なる,,100人,,https://www.tokyo-club.net/soup/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-14-8 O-EASTビル1F,35.6586841,139.6956445,duo MUSIC EXCHANGE,ライブハウス,Jazz ･ Rock ･ POPs ･ Live ･ etc.,03-5459-8716,スケジュールにより異なる,不定,1000人前後,"3,500円",https://www.tokyo-club.net/duo-music-exchange/
港区,南青山６丁目,-,東京都港区南青山6-3-16 ライカビル,35.6612139,139.7162296,BLUE NOTE TOKYO,ジャズクラブ,Others ･ POPs ･ Jazz,03-5485-0088,"月-金 17:00-24:00 / 土･日･祝 15:30-23:00
※公演により変動",不定休,300人,"10,000円",https://www.tokyo-club.net/blue-note-tokyo/
港区,麻布台３丁目,-,東京都港区麻布台3-4-11 中央飯倉ビルB1F,35.6605216,139.7390373,CUBE,CLUB ･ DISCO,Allmix ･ House ･ Disco ･ Dance ･ R&B ･ HIPHOP ･ Live ･ Electro ･ POPs,03-3589-0933,※イベントにより異なる,無休,イベント時 150～180名程,2500円,https://www.tokyo-club.net/cube/
港区,南青山３丁目,-,東京都港区南青山3-8-40 青山センタービル B1F,35.6674254,139.7151324,Le Baron de Paris,クラブラウンジ,Allmix ･ HipHop ･ House ･ Disco ･ Electronic,Closed,20:00-24:00,火 ･ 日 (不定休),200人前後,5000円,https://www.tokyo-club.net/le-baron-de-paris/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-8-2 ウエストパレスB1F,35.647793,139.7081702,Bar Jam,DJバー,Others ･ Allmix ･ House ･ Techno,Closed,"21:00～
※変動の可能性があるため事前にご確認下さい",日,30人前後,3000円,https://www.tokyo-club.net/bar-jam/
渋谷区,恵比寿西２丁目,-,東京都渋谷区恵比寿西2-9-9 代官山テクノビル2Ｆ,35.6491559,139.7072327,enjoy!house,バー,House ･ HipHop ･ Techno ･ Allmix ･ Others ･ Jazz ･ Disco ･ Soul ･ TechHouse,03-5489-1591,火-木18:00-02:00 / 金18:00-05:00 / 土15:00-05:00 / 日15:00-02:00,月,,1995年,https://www.tokyo-club.net/enjoyhouse/
港区,西麻布３丁目,-,東京都港区西麻布3-1-25 B1F,35.6607579,139.7274714,SuperDeluxe,CLUB,All Genre ･ Live ･ Others,Closed,※イベントスケジュールにより異なる,不定休,300人,,https://www.tokyo-club.net/superdeluxe/
渋谷区,神南１丁目,-,東京都渋谷区神南1-15-7 COENビルB1,35.6636066,139.699374,UNDERBAR,CLUB,HipHop ･ House ･ R&B ･ Electronic,03-3780-0858,18:00～ ※日により変動、要確認,無休,80人,"3,000円",https://www.tokyo-club.net/underbar/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-9 クレタケビル3F,35.6624804,139.6977086,Organ Bar,CLUB,HipHop ･ House ･ Allmix ･ Techno ･ Reggae ･ R&B ･ Disco ･ Old school ･ Soul ･ Funk,03-5489-5460,21:00～ ※詳細はHPでご確認ください。,無休,小箱,2000円,https://www.tokyo-club.net/organ-bar/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-13-2 宝ビルB1F,35.6575928,139.698629,NOSTYLE,CLUB,Allmix ･ Techno ･ HipHop ･ House ･ Electronic ･ Jazz,03-3462-4375,※イベントにより異なる,,100人,"3,300円",https://www.tokyo-club.net/nostyle/
港区,六本木１丁目,虎ノ門,東京都港区六本木1-6-1 泉ガーデン5F,35.664573,139.7395626,Lounge Opera,Club ･ ラウンジ,Allmix ･ Techno ･ House ･ Others ･ Live,Closed,土曜 22:00～Midnight / 金曜 23:30～Midnight (イベントにより開催),,200人前後,5000円,https://www.tokyo-club.net/lounge-opera/
港区,六本木３丁目,六本木,東京都港区六本木3-13-6 WINDビルB1,35.6628959,139.734048,THE NEW MATRIX BAR,DJバー,HipHop ･ R&B ･ Reggae ･ Allmix,03-3405-1066,20:00-05:00 ※更新となる場合あり、要確認,日,"2,000円～3,500円",2003年,https://www.tokyo-club.net/matrix-bar/
港区,六本木５丁目,六本木,東京都港区六本木5-18-2 大昌第二ビルB1F,35.6611999,139.7372411,SOUL SONIC BOOGIE,CLUB,Soul ･ Funk ･ Classics ･ Dance,Closed,火･木20:00-03:00 / 20:00-05:00,月,150人,3000円,https://www.tokyo-club.net/soul-sonic-boogie/
新宿区,新宿２丁目,-,東京都新宿区新宿2-16-8 新宿北斗ビルB1F,35.6915437,139.7085891,NeoMasquerade,DJBAR ･ CLUB,Allmix ･ House ･ Soul ･ Disco ･ Rock ･ Funk ･ Dance ･ R&B,03-6384-1844,18:00～,不定,100人,"3,200円",https://www.tokyo-club.net/neomasquerade/
新宿区,新宿２丁目,-,東京都新宿区新宿2-12-16 セントフォービル1F,35.6904666,139.707871,AISOTOPE LOUNGE,ラウンジ,Allmix ･ Disco ･ HipHop ･ House ･ POPs ･ Others,03-6380-1504,バー20:00～ / イベント22:00～,無休,3000円,2012年4月6日,https://www.tokyo-club.net/aisotope-lounge/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-7-1 J2ビル B1/B2F,35.6942082,139.702788,CASABLANCA,Club&Bar,HipHop ･ R&B ･ Allmix ･ Trance ･ House ･ POPs,03-6457-6501,20:00-05:00,無休,200人前後,3300円,https://www.tokyo-club.net/casablanca/
渋谷区,神宮前２丁目,-,東京都渋谷区神宮前2-13-2 ユハラアネックスビル2F,35.6748451,139.7124691,NEON,DJバー,House ･ Techno ･ Live,Closed,16:00-23:00,不定休,60人,,https://www.tokyo-club.net/neon/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-17-12 野々ビル2F,35.6572,139.6969707,Edge End,DJBAR,Lounge ･ Live ･ Rock,03-5458-6385,20:00～ ※スケジュールにより変動,不定休,3000円,1995年,https://www.tokyo-club.net/edge-end/
港区,六本木,-,東京都港区六本木 5-5-1 ロアビルB1,35.6620101,139.7345733,Tomodachi Lounge,ラウンジバー,Allmix,Closed,21:00-late,,3000円,-,https://www.tokyo-club.net/tomodachi-lounge/
港区,西麻布３丁目,-,東京都港区西麻布3-24-20 B1F,35.6595233,139.7238112,328,CLUB,House ･ Dance ･ Rock ･ Soul,Closed,20:00～　※イベントにより異なる,スケジュールより異なる,3300円,1979年 / 閉店: 2015年6月,https://www.tokyo-club.net/nishiazabu-328/
港区,西麻布１丁目,-,東京都港区西麻布1-7-11 霞ハイツB1F,35.6610132,139.7262346,BULLET’S,CLUB,Electronic ･ HipHop ･ Dance ･ Allmix,Closed,月-木21:00-5:00 / 金･土･祝前14:00-5:00 / 日･祝17:00-5:00,不定休,3000円,1999年4月 / 閉店: 2018年3月,https://www.tokyo-club.net/bullets/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-10-2 志水ビルB1F,35.6606827,139.7050385,club bar FAMILY,CLUB,BlackMusic ･ HipHop ･ Techno ･ Allmix ･ R&B,03-3400-9182,HP参照,不定休,200人,3000円,https://www.tokyo-club.net/club-bar-family/
港区,南青山１丁目,-,東京都港区南青山1-15-18 リーラ乃木坂B1F,35.6681585,139.7267942,Club CACTUS,CLUB,Reggae,03-3408-9577,月-金 18:00-MIDNIGHT / 土 22:00-05:00,不定休,120人前後,3500円,https://www.tokyo-club.net/club-cactus/
渋谷区,宇田川町１１丁目,-,東京都渋谷区宇田川町11-6 渋谷宇田川KKビル3F,35.6623354,139.6974593,ROOTS,DJバー,Reggae ･ House ･ Trance ･ Allmix ･ HipHop ･ Techno,03-6273-2345,19:00-05:00 ※日により変わる,不定,50人～70人,3000円,https://www.tokyo-club.net/roots/
渋谷区,神南１丁目,-,東京都渋谷区神南1-23-13 丸大ビルB1F,35.6601401,139.7010095,PLUG IN STUDIO,ライブハウス ･ イベントスペース,Acoustic ･ Rock ･ etc.,03-5428-9188,09:00-23:00,,100名 / 着席60名,"2,500円～",https://www.tokyo-club.net/plug/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-22-12 長島第一ビル B1F/2F,35.656595,139.6957,ATLAS,CLUB,HipHop ･ Electronic ･ R&B ･ Reggae,CLOSED,22:00～,火,3500円,2012年1月,https://www.tokyo-club.net/atlas/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-10-7 新大宗ビルB1F,35.6580937,139.6971203,SOUND MUSEUM VISION,CLUB,House ･ HipHop ･ Allmix ･ Techno ･ EDM ･ Live ･ Reggae ･ Electro ･ etc.,Closed,22:00-05:00 ※イベントにより変動,クラブ営業は金曜・土曜・祝前日を軸に開催,"1000人 / 面積: 300坪
GAIA: 500
DEEP SPACE: 200
D-LOUNGE: 80
WHITE: 80
D-BAR: 50","5,000円",https://www.tokyo-club.net/sound-museum-vision/
港区,六本木３丁目,六本木,東京都港区六本木3-14-11 KENTO'S ビル2F,35.6624524,139.734507,GP BAR,DJバー,Allmix,Closed,18:00-05:00,無休,3000円,-,https://www.tokyo-club.net/gp-bar/
渋谷区,渋谷１丁目,-,東京都渋谷区渋谷1-11-1 COI西青山ビル B1F,35.6610321,139.70448,SECO,CLUB,HipHop ･ House ･ Techno ･ Disco ･ Jazz,Closed,※イベントにより異なる,不定休,250人,3500円,https://www.tokyo-club.net/seco/
渋谷区,円山町２丁目,-,東京都渋谷区円山町2-4 ジーカンスビル1F,35.6583068,139.6952489,27destiny,CLUB,Allmix ･ HipHop ･ POPs ･ Reggae ･ Live ･ R&B,Closed,※イベントにより異なる,,250名前後,3800円,https://www.tokyo-club.net/27destiny/
渋谷区,宇田川町４丁目,-,東京都渋谷区宇田川町4-7 トウセン宇田川町ビル2F,35.6625216,139.6978782,shibuya THE GAME,Club,HipHop ･ R&B ･ Reggae,03-5456-5038,※イベントにより異なる,,300人,3500円,https://www.tokyo-club.net/shibuya-the-game/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-17-3 渋谷アイビスビル B1F/B2F,35.6603027,139.7081104,Club ELF,CLUB,Allmix ･ HipHop ･ R&B ･ Electronic ･ EDM,Closed,※イベントにより異なる,不定休,地下1階ラウンジ 50人 / 地下2階フロア 300人,4500円,https://www.tokyo-club.net/club-elf/
中央区,銀座６丁目,-,東京都中央区銀座6-4-6 / 646ビル3F-6F,35.6713369,139.7617139,GENIUS TOKYO,CLUB ･ ディスコ,Allmix ･ HipHop ･ Disco ･ Others,03-3571-5830,"火-木 20:00-01:00
金 20:00-04:00
土 20:00-03:00",日曜と月曜はパーティーイベントのみ,800人,"4,000円～ (女性2,000円)",https://www.tokyo-club.net/genius-tokyo/
渋谷区,神南１丁目,-,東京都渋谷区神南1-13-15 光立ビルB1F,35.6639874,139.7004111,KOARA,DJバー,Techno ･ House ･ Allmix ･ Disco,03-6423-0644,"月-木21:00-05:00
金･土21:00-06:00
日17:00-23:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",,40人前後,3000円,https://www.tokyo-club.net/koara/
渋谷区,宇田川町２１丁目,-,東京都渋谷区宇田川町21-7 不二ビルB1F,35.6600176,139.700102,GASPANIC Center-Gai,DJバー,Allmix,Closed,18:00-05:00,無休,"2,500円",無料,https://www.tokyo-club.net/gaspanic-center-gai/
渋谷区,-,-,"道玄坂2-23-12 フォンティスビル2F (※移転)
東京都渋谷区渋谷1-25-6 パークサイド共同ビル8F",35.6600683,139.6959378,MICROCOSMOS,カフェ ･ ラウンジ,Allmix ･ R&B ･ Soul ･ HipHop ･ House ･ Techno,03-3409-6581,"平日11:30-02:00 / 金･土･祝前日11:30-05:00
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",無休,200人,3000円,https://www.tokyo-club.net/microcosmos/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-21-7 第八矢澤ビル1F/B1F,35.6589847,139.6955447,VUENOS,ライブハウス,Live ･ Rock ･ Allmix ･ Others,Closed,※ライブスケジュールにより異なる,不定休,地下1階メインフロア200人 / 1階ラウンジ50人,"4,000円",https://www.tokyo-club.net/vuenos/
渋谷区,道玄坂２丁目,-,東京都渋谷区道玄坂2-21-7 第八矢澤ビル5F/6F,35.6589847,139.6955447,LOUNGE NEO,CLUB,HipHop ･ House ･ Techno ･ Allmix ･ Reggae ･ R&B ･ Rock ･ Electro ･ Drum&Bass,Closed,※イベントにより異なる,不定休,260人,"4,000円",https://www.tokyo-club.net/lounge-neo/
渋谷区,神宮前４丁目,-,東京都渋谷区神宮前4-32-13 JPR神宮前5F,35.6696267,139.7066258,UCESS THE LOUNGE,ラウンジ,HipHop ･ House ･ Techno ･ Allmix ･ Reggae ･ R&B,Closed,"月-木･日 18:00-24:00
金･土･祝前 18:00-05:00
※イベント等により営業時間が変更となる可能性があります。必ず事前にご確認下さい。",無休,150人,4000円,https://www.tokyo-club.net/ucess-the-lounge/
港区,西麻布１丁目,-,東京都港区西麻布1-3-6 アゼリアビル1F,35.6619789,139.7274933,Vanilla Mood,DJバー,Jazz ･ Soul ･ Funk ･ Latin ･ HipHop ･ House ･ R&B,Closed,"19:00～
土曜日･日曜日･祝日の昼間は貸切り可能です",不定休,50人,3000円,https://www.tokyo-club.net/vanilla-mood/
港区,六本木３丁目,六本木,東京都港区六本木3-15-23 六本木花椿ビル3F,35.6623522,139.7352853,ODEON TOKYO,Club ･ バー,House ･ EDM ･ Allmix ･ Trance,03-3478-4555,"21:00-09:00 / 週末 ～12:00
※変更の可能性あり、要確認",日,39坪,"3,800円",https://www.tokyo-club.net/odeon-bar/
港区,六本木３丁目,六本木,東京都港区六本木3-11-6 21泰明ビル5F,35.6631732,139.73313,IBEX TOKYO,Club ･ ラウンジバー,HipHop ･ R&B ･ Reggae ･ 90s ･ Old school,不明,23:00～,時間外はレンタルスペースとして利用可,100人前後,"4,000円",https://www.tokyo-club.net/ibex-tokyo/
港区,六本木３丁目,六本木,東京都港区六本木3-10-5 マリーナビル1F,35.6631777,139.7334094,NEW PLANET TOKYO,CLUB ･ ラウンジ,Allmix ･ HipHop ･ Dance ･ R&B ･ POPs,03-3470-4340,"18:00-08:00
23:30までハッピーアワー",無休,100名 ※目算,"3,500円",https://www.tokyo-club.net/new-planet-tokyo/
港区,六本木３丁目,六本木,東京都港区六本木3-14-7 アロービルB1F,35.662558,139.7349233,24/7 TWENTY FOUR SEVEN,バー ･ ラウンジ,HipHop ･ Allmix ･ R&B,Closed,日-木21:00-05:00 / 金･土･祝日前21:00-08:00,火曜日 (祝前日又は貸切の場合は営業),150人,4000円,https://www.tokyo-club.net/247-twenty-four-seven/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24 森川ビルB1F,35.6624795,139.7352278,BAR MIST ex. GREEN LAND,アミューズメントバー,Allmix ･ House ･ HipHop ･ R&B ･ Electronic,Closed,"19:00～
※最新の情報とは異なる場合があります。必ず事前にご確認下さい。",,200名未満,3000円,https://www.tokyo-club.net/green-land/
港区,南青山６丁目,-,東京都港区南青山6-2-9 NYKビルB1F / B2F,35.6608612,139.7156131,ever,CLUB,House ･ Techno ･ HipHop ･ Allmix ･ R&B ･ EDM ･ Electro,03-5774-1380,"23:00-ミッドナイト
※イベントにより異なる場合があります。必ず事前にご確認下さい。",不定,180人,,https://www.tokyo-club.net/ever/
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-5-9 青山ビルB1,35.6586498,139.7091999,Aoyama Tunnel,ラウンジ,Jazz ･ Techno ･ House ･ Disco,,月-木19:00-03:00 / 金-土20:00-06:00,,2800円,http://aoyama-tunnel.com/,https://www.tokyo-club.net/aoyama-tunnel/
渋谷区,道玄坂１丁目,-,東京都渋谷区道玄坂1-6-5 東静ビルB1F,35.6577479,139.6991906,OATH,バー,House ･ Techno,03-3461-1225,20:00-05:00,不定,"2,500円","1,000円～",https://www.tokyo-club.net/oath/
渋谷区,東３丁目,-,東京都渋谷区東3-16-6,35.6491127,139.710564,LIQUIDROOM,ライブハウス,Live ･ All Genre,03-5464-0800,ライブにより異なる,,900人,5000円,https://www.tokyo-club.net/liquidroom/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-34-17 ZAHOUSEビル B3F,35.6470877,139.7023197,SALOON,ナイトクラブ,Allmix ･ House ･ Techno ･ Drum&Bass ･ All Genre ･ DUBSTEP ･ Others ･ Live,03-5459-8633,※イベントにより異なる,不定休,総面積: およそ200平米,"5,000円",https://www.tokyo-club.net/saloon/
港区,海岸２丁目,-,東京都港区海岸2-7-104,35.6502545,139.7602293,JICOO,船上バーラウンジ,Allmix ･ Techno ･ Others ･ Electronic ･ Jazz,確認,木･金･土 20:00-23:00,,130人,"5,000円",https://www.tokyo-club.net/jicoo/
港区,六本木３丁目,六本木,東京都港区六本木3-15-24モリカワビル3F,35.6624795,139.7352278,FETTI,CLUB ･ バーラウンジ,HipHop ･ Reggae ･ R&B ･ House ･ etc.,Closed,※イベントにより異なる,不定休,3000円,2011年 / 閉店: 2018年9月15日,https://www.tokyo-club.net/fetti-tokyo/
渋谷区,恵比寿西１丁目,-,東京都渋谷区恵比寿西1-34-17 ZaHOUSEビル,35.6470877,139.7023197,UNIT,CLUB ･ ライブハウス,Live ･ House ･ Techno ･ Allmix ･ Electronic ･ Others,03-5459-8630,※ライブ ･ イベントにより異なる,不定,600人,"3,500円",https://www.tokyo-club.net/unit/
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-17-5 和田久ビル2F,35.6942153,139.7012987,OTO,クラブ ･ ライブハウス,R&B ･ Allmix ･ Electronic ･ Disco,渋谷へ移転,22:00～,不定休,3000円,-,https://www.tokyo-club.net/oto/
新宿区,新宿２丁目,-,東京都新宿区新宿2-11-2 カーサヴェルデ B1F,35.690086,139.7077713,ArcH,CLUB,Techno ･ House ･ POPs ･ Live,Closed ※2017年2月に閉店,※イベントにより異なる,,,-,https://www.tokyo-club.net/arch/
港区,六本木５丁目,六本木,東京都港区六本木5-10-25 EXけやき坂ビルR棟1F,35.6592028,139.7325313,ColoR. Tokyo Night Cafe,ナイトクラブ ･ Cafe,Allmix ･ EDM ･ House ･ R&B ･ Live,Closed,17:00-05:00,無休,600人,4000円,https://www.tokyo-club.net/color-tokyo-night-cafe/
渋谷区,宇田川町３４丁目,-,東京都渋谷区宇田川町34-6 M&IビルB1F/B2F,35.6612574,139.6963824,module,CLUB,House ･ Trance ･ Allmix ･ Electronic ･ Disco,Closed,22:00～ ※イベントにより異なる,不定休,300人,3000円,https://www.tokyo-club.net/module/
港区,南青山５丁目,-,東京都港区南青山5-10-1 H2 AOYAMA BLDG B1F･B2F,35.6627591,139.7110275,fai aoyama,CLUB,House ･ Techno ･ Jazz ･ Electronic,03-5466-3181,22:00～ ※イベントにより異なる,,300人,3000円～,https://www.tokyo-club.net/fai-aoyama/
港区,六本木５丁目,六本木,東京都港区六本木5-16-5 インペリアル六本木ビルB2F,35.6616993,139.735468,THE FIRST HOUSE,クラブバー,R&B ･ Allmix,03-6277-7229,"19:00-05:00 (ハッピーアワー 22:00まで)
※更新の可能性あり、要確認",日,席数 40程,"3,000円",https://www.tokyo-club.net/the-first-house/
港区,六本木５丁目,六本木,東京都港区六本木5-16-52 インペリアル六本木 フォーラムビルB1F,35.6616993,139.735468,BAR LIGHT,バー ･ ラウンジ,Allmix ･ Techno ･ Trance ･ House ･ HipHop,営業不明,"月から木はバー営業 / 21:00-05:00
金･土はイベント営業 / 21:00-05:00",日,100人前後,3800円,https://www.tokyo-club.net/bar-light/
渋谷区,渋谷２丁目,-,東京都渋谷区渋谷2-1-13 日本風土ビルB1F,35.6610578,139.7079111,LOOP,CLUB,House ･ Techno ･ Jazz ･ Disco ･ Crossover,Closed,22:00～ ※イベントにより異なる,,200人,3000円～,https://www.tokyo-club.net/loop/
渋谷区,円山町２丁目,-,"東京都渋谷区円山町2-4 Dr.ジーカンズ2,3F",35.6583068,139.6952489,HARLEM,CLUB,HipHop ･ Reggae ･ R&B,03-3461-8806,22:00～ ※イベントにより変動する,不定休,1000人,"3,800円",https://www.tokyo-club.net/harlem/
港区,麻布十番１丁目,-,東京都港区麻布十番1-7-5 フェスタ麻布B2F,35.6564828,139.7348263,DIX,DJレストラン ･ バー,House ･ Allmix ･ HipHop ･ Electronic,Closed,火 - 土: 20:00-05:00,月曜定休,200人前後,3500円,https://www.tokyo-club.net/dix-azabu/
港区,六本木３丁目,六本木,東京都港区六本木3-10-5 マリナビル3F,35.6631777,139.7334094,Wall Street House,ミュージックバー,House ･ POPs ･ Allmix,,日-木18:00-翌6:00 / 金･土18:00-翌7:00,,3500円,-,https://www.tokyo-club.net/wall-street-house/
港区,六本木６丁目,六本木,東京都港区六本木6-1-3 六門ビル6F,35.6627267,139.7322322,MAHARAJA,クラブ ･ ディスコ,Allmix ･ House ･ Disco ･ Dance ･ R&B ･ POPs,03-6804-1798,"19:00～
目安となります。事前にご確認下さい。",無休,300人,"4,500円",https://www.tokyo-club.net/maharaja/
