指標名,スタートアップ企業,,,,,,,,,,,,
出典,IINITIAL,,,,,,,,,,,,
年次,2024/02/06取得,,,,,,,,,,,,
URL,https://initial.inc/companies,,,,,,,,,,,,
備考,(2021年度：8785件、2022年度：-件、2023年度：11361件),,,,,,,,,,,,
,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,会社名,代表者,従業員数,総調達額,URL,設立,タイプ,業種
千代田区,麹町５丁目,-,東京都千代田区麹町5-3-23 1F,35.6838262,139.7334224,株式会社EightLab,早川　隆之、　高山　耕輔,4,"42,492",http://eightlab.co.jp/,2019/12/25,未公開企業,コンピューター - ITサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-3-23 日テレ四谷ビル 2F (wework),35.6841814,139.7338215,株式会社キャリアボット,岡崎　浩二,,,https://careerbot.tokyo/,2021/3/1,未公開企業,ビジネスサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-3-23 ニュー麹町ビル9F,35.6838262,139.7334224,株式会社ビジネスソリューション・ジャパン,小池　祐,,"191,125",,2002/4/18,未公開企業,コンピューター - ITサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-3 第7秋山ビルディング B1F,35.6843458,139.7336171,ReCITAL株式会社,日淺　二郎,0,"25,000",https://recital.jp/,2021/7/1,未公開企業,消費者向けサービス・販売
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-2 MFPR麹町ビル7階,35.6827397,139.7343163,株式会社ネストエッグ,田村　栄仁,0,"699,796",https://finbee.jp/,2016/4/1,未公開企業,金融・保険・不動産 ICT
千代田区,麹町５丁目,-,東京都千代田区麹町5-3-23 WeWork日テレ四谷ビル 04-103,35.6841814,139.7338215,株式会社クロス・オペレーショングループ,田中　亮大,15,"635,935",https://x-opg.com/,2016/9/14,未公開企業,ビジネスサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-2 MFPR麹町ビル 6F,35.6827397,139.7343163,株式会社STYLE VOICE,須藤　誠,,,https://stylevoice.com/,2019/6/1,未公開企業,消費者向けサービス・販売
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-2 MFPR麹町ビル7階,35.6827397,139.7343163,株式会社リンク・プロセシング,高橋　徹弥,0,"318,000",http://linkprocessing.co.jp/,2010/4/1,未公開企業,ビジネスサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-2 麹町31MTビル2F,35.682699,139.734467,株式会社アーバンコミュニティ,石川　裕一,,,http://www.urbancom.co.jp/,1981/10/1,未公開企業,ビジネスサービス
千代田区,麹町５丁目,-,東京都千代田区麹町5-7-2 麹町31MTビル2F,35.682699,139.734467,株式会社アーバンコミュニティ,石川　裕一,,,http://www.urbancom.co.jp/,1981/10/1,未公開企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-1-1,35.6846554,139.7325513,株式会社B Spark,財徳　悦生、山﨑　良平,,"50,000",https://www.bspark.co.jp/,2021/10/1,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6丁目6-2,35.6856707,139.7320272,ミラックスセラピューティクス株式会社,伊庭　英夫,4,,https://mirax-t.co.jp/,2020/5/1,未公開企業,バイオテクノロジー
千代田区,麹町６丁目,-,102-0083　東京都千代田区麹町6-1-25,35.6847419,139.7329041,株式会社CSSホールディングス,野口　卓,228,,http://www.css-holdings.jp/,1984/12/19,IPO / Exit企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 PMO麹町,35.6853288,139.732856,ガーディアン・アドバイザーズ株式会社,佐藤　創,,"50,000",https://www.ga-kk.com/,2015/2/1,未公開企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6丁目6-2 東急四谷ビル,35.6856115,139.7321808,株式会社Kanda Quantum,元木　大介,1,"64,407",https://kandaquantum.com/,2020/6/19,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 PMO麹町4F,35.6853288,139.732856,Scaled Agile-Japan合同会社,古場　達郎,,,https://www.scaledagile.com/jp/,2019/5/1,未公開企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 PMO麹町11階,35.6853288,139.732856,株式会社BluAge,佐々木　拓輝,53,"2,805,887",https://bluage.co.jp/,2018/4/16,未公開企業,金融・保険・不動産 ICT
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 PMO麹町212号室,35.6853288,139.732856,エックスライフ株式会社,佐藤　孝幸,,"40,000",https://www.xlife.co.jp/,2021/7/15,未公開企業,消費者向けサービス・販売
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6　ユニ麹町ビル4階,35.6853074,139.7328332,ソリッドコンサルティング株式会社,中澤　拓二,,"10,000",http://www.solidconsulting.co.jp/,2006/8/31,未公開企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-2-6 ユニ麹町ビル4F,35.6853074,139.7328332,早稲田M&Aパートナーズ株式会社,和家　智也,,,https://ma-masters.co.jp/,2017/9/13,未公開企業,金融・保険・不動産
千代田区,麹町６丁目,-,東京都千代田区麹町6丁目6-2 東急四谷ビル5階,35.6856115,139.7321808,株式会社給与アップ研究所,髙橋　恭介,9,"10,000",https://www.salary-up.com/,2021/1/8,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 番町麹町ビルディング5階,35.6856707,139.7320272,株式会社Colere,讃岐谷　真之、　中村　駿介,,,https://www.colere.ai/,2020/10/30,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 番町麹町ビルディング5階,35.6856707,139.7320272,株式会社Colere,讃岐谷　真之、　中村　駿介,,,https://www.colere.ai/,2020/10/30,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 番町麹町ビルディング WeWork 麹町,35.684281,139.735641,株式会社ARIGATOBANK,白石　陽介,29,"1,880,000",https://www.arigatobank.co.jp/,2020/11/11,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6丁目6-2 番町麹町ビルディング9F,35.6856707,139.7320272,株式会社ACROVE,荒井　俊亮,106,"1,288,324",https://acrove.co.jp/,2018/11/15,未公開企業,ビジネスサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 番町麹町ビルディング5F WeWork内,35.6856707,139.7320272,株式会社BOKURA,宍戸　崇裕,12,"51,000",https://bokura.biz/,2015/8/3,未公開企業,コンピューター - ITサービス
千代田区,麹町６丁目,-,東京都千代田区麹町6-6-2 番町麹町ビルディング5F WeWork麹町,35.6856707,139.7320272,フォースバレー・コンシェルジュ株式会社,柴﨑　洋平,46,"654,322",http://www.4th-valley.com/,2007/11/26,未公開企業,コンピューター - ITサービス
江東区,佐賀１丁目,-,東京都江東区佐賀1-1-6 アイアンクオータビル6F,35.6776658,139.7894613,アジルネットワークス株式会社,篠田　亘司,22,"521,094",http://www.agile.ne.jp/,2005/6/9,未公開企業,通信・ネットワーキング
江東区,佐賀１丁目,-,東京都江東区佐賀1-1-3 第一富士ビル4F,35.678071,139.7897123,honestbee株式会社,ジョエル・シング・ジウェイ,,,https://honestbee.jp/,2016/12/31,未公開企業,消費者向けサービス・販売
江東区,佐賀２丁目,-,東京都江東区佐賀2-9-8 MSC深川ビル2号館 107,35.6787709,139.7928485,株式会社セルファイバ,安達　亜希、　柳沢　佑,17,"1,350,400",https://cellfiber.jp/,2015/4/1,未公開企業,バイオテクノロジー
新宿区,左門町,-,東京都新宿区左門町20 四谷メディカルビル5F,35.6852353,139.7204193,リバーフィールド株式会社,只野　耕太郎,60,"6,602,460",https://www.riverfieldinc.com/,2014/5/20,未公開企業,医療・ヘルスケア ICT
新宿区,左門町２丁目,-,東京都新宿区左門町2-4 マイネシュロッス四谷 506,35.6874566,139.7206388,漢方医学振興機構株式会社,小川　恵子、　中田　健吾,,,https://www.kampo-inc.co.jp/,2021/11/22,未公開企業,医療・ヘルスケア
新宿区,左門町２丁目,-,東京都新宿区左門町2-6 ワコービル7F,35.6871835,139.7205391,株式会社KILAMEK,北野　順子,37,"10,000",http://www.kilamek.co.jp,1999/4/1,未公開企業,ビジネスサービス
新宿区,左門町２丁目,-,東京都新宿区左門町2-6 ワコービル5階,35.6871835,139.7205391,株式会社アンビシオン,鈴木　健児,2,"1,562,410",http://www.ambicion.co.jp,2015/10/15,未公開企業,バイオテクノロジー
新宿区,左門町６丁目,-,東京都新宿区左門町6-7 鯉江ビル903号,35.6862193,139.7204593,株式会社ProbSpace,内藤　嘉章,5,"5,000",https://corp.probspace.com/,2018/4/2,未公開企業,コンピューター - ITサービス
渋谷区,桜ヶ丘２７丁目,-,東京都渋谷区桜ヶ丘27-1 エグゼクティブ渋谷203,35.6557662,139.6994937,株式会社Dance Now,廣瀬　空,4,"14,000",https://dancenow.co.jp/,2018/7/11,未公開企業,消費者向けサービス・販売
渋谷区,桜ケ丘町２２丁目,-,東京都渋谷区桜ケ丘町22-14 N.E.S.ビルS棟,35.6543183,139.7000573,株式会社スカラ,島津　英樹,11,,https://scalagrp.jp/,1991/12/11,IPO / Exit企業,コンピューター - ITサービス
渋谷区,桜ヶ丘町２６丁目,-,東京都渋谷区桜ヶ丘町26-1 セルリアンタワー15階,35.6564093,139.6993541,株式会社LIVESTAR,西村　翔太郎、　 加藤　信介、　 都築　裕五,9,"226,048",https://livestar.tokyo/,2018/6/15,未公開企業,ビジネスサービス
渋谷区,桜丘２３丁目,-,東京都渋谷区桜丘23-17 シティーコート桜丘 408,35.6556571,139.6997131,株式会社アバトラ,大石　真教,,,http://avatra.co.jp/,2014/11/1,未公開企業,コンピューター - ソフトウェア
渋谷区,桜丘２３丁目,-,東京都渋谷区桜丘23-17 シティーコート桜丘 408,35.6556571,139.6997131,株式会社アバトラ,大石　真教,,,http://avatra.co.jp/,2014/11/1,未公開企業,コンピューター - ソフトウェア
渋谷区,桜丘３１丁目,-,東京都渋谷区桜丘31-14 岡三桜丘ビル南館1103,35.6558734,139.6979804,株式会社Mobile Order Lab,肥田　陽生,11,"9,500",https://mobileorder.co.jp/,2017/2/13,未公開企業,ビジネスサービス
渋谷区,桜丘町,-,東京都渋谷区桜丘町,35.6557349,139.7007103,株式会社ブレイナー,本田 謙,6,"135,050",http://www.brainer.jp/,2005/9/16,未公開企業,ビジネスサービス
渋谷区,桜丘町,-,東京都渋谷区桜丘町30−4−202,35.6556059,139.6983483,株式会社Skrum,田澤　尚治,16,"8,256",https://www.skrum.co.jp/,2017/8/28,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町,-,東京都渋谷区桜丘町２６番１号,35.6564093,139.6993541,G.U.Group株式会社,稲葉　大明、　近藤　秀和,1,"237,500",https://www.gulabs.com/,2018/4/25,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町,-,東京都渋谷区桜丘町 26-1 セルリアンタワー15階,35.6564093,139.6993541,株式会社PAAM,内野々　隆一,4,"20,000",http://www.paam.co.jp/,2008/9/1,未公開企業,消費者向けサービス・販売
渋谷区,桜丘町,-,東京都渋谷区桜丘町31−7 SLACK SHIBUYA 10F,35.6558699,139.6979694,studio15株式会社,小野　周平,,"41,000",https://studio15.co.jp/,2019/1/23,未公開企業,ビジネスサービス
渋谷区,桜丘町,-,東京都渋谷区桜丘町14−5 渋谷サニーヒル 209号室,35.6553206,139.7016876,株式会社iDEAKITT,藤田　遼平,2,"20,000",https://ideakitt.com/,2013/1/1,未公開企業,コンピューター - ソフトウェア
渋谷区,桜丘町１０丁目,-,東京都渋谷区桜丘町10-11,35.6545248,139.7022062,株式会社Hug Entrance,松浦　順子,6,"518,520",https://hug-entrance.com/,2004/3/30,未公開企業,消費者向けサービス・販売
渋谷区,桜丘町１０丁目,-,東京都渋谷区桜丘町10-11,35.6545248,139.7022062,株式会社Hug Entrance,松浦　順子,6,"518,520",https://hug-entrance.com/,2004/3/30,未公開企業,消費者向けサービス・販売
渋谷区,桜丘町１１丁目,-,東京都渋谷区桜丘町11-2 フィオーレ桜丘ビル4F,35.6544486,139.701927,株式会社フォリフ,熊谷　祐二,5,"44,950",http://forif.co.jp/,2007/4/13,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町１１丁目,-,東京都渋谷区桜丘町11-2 フィオーレ桜丘ビル4F,35.6544486,139.701927,株式会社フォリフ,熊谷　祐二,5,"44,950",http://forif.co.jp/,2007/4/13,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町１１丁目,-,"東京都渋谷区桜丘町11- 6, DAGビル 302号室",35.6542487,139.7016078,Scene株式会社,ビジャヤン・スワティナト,4,"177,096",https://www.unscene.app/,2019/12/19,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10,35.6544257,139.7014682,株式会社レアジョブ,加藤　智久、　中村　岳,215,"357,100",http://www.rarejob.com/,2007/10/18,IPO / Exit企業,消費者向けサービス・販売
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10,35.6544257,139.7014682,株式会社レアジョブ,加藤　智久、　中村　岳,215,"357,100",http://www.rarejob.com/,2007/10/18,IPO / Exit企業,消費者向けサービス・販売
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10,35.6544257,139.7014682,株式会社deBit,山田　賢,1,"20,000",http://www.debit.co.jp/,2014/2/28,未公開企業,金融・保険・不動産 ICT
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10 渋谷インフォスアネックス10F,35.6544257,139.7014682,株式会社MediBang,髙島　秀行,44,"2,670,927",https://medibang.com/,2014/1/27,未公開企業,コンピューター - ソフトウェア
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10 住友不動産渋谷インフォスアネックス10F,35.6544257,139.7014682,株式会社アンビションDXホールディングス,清水　剛,87,"40,000",https://www.am-bition.jp/,2007/9/14,IPO / Exit企業,金融・保険・不動産
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10 住友不動産渋谷インフォスアネックス10F,35.6544257,139.7014682,株式会社アンビションDXホールディングス,清水　剛,87,"40,000",https://www.am-bition.jp/,2007/9/14,IPO / Exit企業,金融・保険・不動産
渋谷区,桜丘町１２丁目,-,東京都渋谷区桜丘町12-10 住友不動産渋谷インフォスアネックス1階,35.6544257,139.7014682,じぶんde株式会社,花田　真由子,50,"1,700,506",https://jibunde-esute.com/,2017/4/20,未公開企業,消費者向けサービス・販売
渋谷区,桜丘町１４丁目,-,東京都渋谷区桜丘町14-6 黒松ビル202,35.6553977,139.7013884,GMO ECラボ株式会社,井上　教典,,"25,000",http://www.smalltalk.co.jp/,2008/4/1,未公開企業,コンピューター - ITサービス
渋谷区,桜丘町１４丁目,-,東京都渋谷区桜丘町14-6 黒松ビル202,35.6553977,139.7013884,GMO ECラボ株式会社,井上　教典,,"25,000",http://www.smalltalk.co.jp/,2008/4/1,未公開企業,コンピューター - ITサービス
